,Question,Mark Scheme,Explanation
1066,The Moon may be considered to be an isolated sphere of radius 1.74 × 103 km with its mass of 7.35 × 1022 kg concentrated at its centre.  The escape speed of the rock is the minimum speed that the rock must be given when it is on the Moon's surface so that it can escape to infinity.  Use the answer in (i) to determine the escape speed. Explain your working.        speed = ........................................ m s–1 [2]  ,change in grav. potential energy = change in kinetic energy ½ × 4.5 × v2 = 1.27 × 107 v = 2.4 × 103 m s–1 B1  A1 [2],"The escape speed is determined by equating the kinetic energy of the rock to the gravitational potential energy needed to escape the Moon’s gravity. Using energy conservation:  
\[ \frac{1}{2}mv^2 = \frac{GMm}{R} \]  
Cancelling \( m \) and rearranging:  
\[ v = \sqrt{\frac{2GM}{R}} \]  
Substituting \( G = 6.67 \times 10^{-11} \, \text{N m}^2\text{kg}^{-2} \), \( M = 7.35 \times 10^{22} \, \text{kg} \), and \( R = 1.74 \times 10^6 \, \text{m} \):  
\[ v = \sqrt{\frac{2 \times 6.67 \times 10^{-11} \times 7.35 \times 10^{22}}{1.74 \times 10^6}} \approx 2.4 \times 10^3 \, \text{m s}^{-1} \]  

**speed = 2.4 × 10³ m s⁻¹**  
(Energy conservation applied with gravitational and kinetic energy equivalence gives the escape speed.)  

[2]"
1067,"The Moon in (b) is assumed to be isolated in space. The Moon does, in fact, orbit the Earth. State and explain whether the minimum speed for the rock to reach the Earth from the surface of the Moon is different from the escape speed calculated in (b).  .......................................................................................................................................... .......................................................................................................................................... ......................................................................................................................................[2]","Earth would attract the rock / potential at Earth('s surface) not zero / <0 / at Earth, potential due to Moon not zero escape speed would be lower M1 A1 [2]","The minimum speed required for the rock to reach Earth is **lower** than the escape speed calculated assuming the Moon is isolated.  
This is because the Earth’s gravitational field exerts an attractive force on the rock, contributing additional energy to assist its motion toward Earth.  
The gravitational potential at the Moon’s surface due to the Earth is negative, reducing the total energy needed to overcome the Moon’s gravitational pull.  
Thus, the rock does not need to fully escape the combined system, lowering the required initial speed.  

[2]"
1068,Explain how stationary waves are formed. ............................................................................ [2],two waves (of the same kind) travelling in opposite directions overlap waves have same frequency /wavelength and speed B1 B1 [2],"Stationary waves are formed when two waves of the same type (e.g., both transverse or both longitudinal) travel in opposite directions through a medium. These waves must have the same frequency, wavelength, and speed. As they overlap, they interfere superpositively, creating a pattern of nodes (points of zero displacement) and antinodes (points of maximum displacement) that remain fixed in position.  

[2]"
1069,The arrangement of apparatus used to determine the wavelength of a sound wave is shown in Fig. 8.1.  (DIAGRAM)  The loudspeaker emits sound of one frequency. The microphone is connected to a cathode-ray oscilloscope (c.r.o.). The waveform obtained on the c.r.o. for one position of the microphone is shown in Fig. 8.2.  (DIAGRAM)  The time-base setting of the c.r.o. is 0.20 ms cm−1.   Use Fig. 8.2 to show that the frequency of the sound is approximately 1300 Hz. [2]  ,T = 0.8 (ms) f = 1 / (0.8 × 10–3) = 1250(Hz) C1 A1 [2],"To determine the frequency:  
1. **Measure the period (T) from the CRO trace.**  
   Assuming one full wavelength occupies 4.0 cm (DIAGRAM: waveform with peaks spaced 4 cm apart).  
   Using the time-base (0.20 ms/cm):  
   \( T = 4.0 \, \text{cm} \times 0.20 \, \text{ms/cm} = 0.80 \, \text{ms} = 0.80 \times 10^{-3} \, \text{s} \).  

2. **Calculate frequency (f):**  
   \( f = \frac{1}{T} = \frac{1}{0.80 \times 10^{-3}} = 1250 \, \text{Hz} \).  
   This is approximately **1300 Hz** when rounded.  

[2]"
1070,The arrangement of apparatus used to determine the wavelength of a sound wave is shown in Fig. 8.1.  (DIAGRAM)  The loudspeaker emits sound of one frequency. The microphone is connected to a cathode-ray oscilloscope (c.r.o.). The waveform obtained on the c.r.o. for one position of the microphone is shown in Fig. 8.2.  (DIAGRAM)  The time-base setting of the c.r.o. is 0.20 ms cm−1.   Explain how the apparatus is used to determine the wavelength of the sound. ....................................................................... [2],microphone is moved from plate to loudspeaker or vice versa wavelength is the twice the distance between adjacent maxima or minima  (seen on c.r.o.) B1 B1 [2],"The microphone is moved between the loudspeaker and the reflecting plate. As it moves, the amplitude of the waveform on the c.r.o. alternates between maxima (antinodes) and minima (nodes) due to the standing wave formed. The distance between consecutive maxima or minima corresponds to half the wavelength. By measuring this distance and doubling it, the wavelength of the sound wave is determined."
1071,The arrangement of apparatus used to determine the wavelength of a sound wave is shown in Fig. 8.1.  (DIAGRAM)  The loudspeaker emits sound of one frequency. The microphone is connected to a cathode-ray oscilloscope (c.r.o.). The waveform obtained on the c.r.o. for one position of the microphone is shown in Fig. 8.2.  (DIAGRAM)  The time-base setting of the c.r.o. is 0.20 ms cm−1.   The wavelength of the sound wave is 0.26 m. Calculate the speed of sound in this experiment.  speed = ................................................ m s−1 [2],v = fλ   = 1250 × 0.26   = 330 (325)ms–1 C1  A1 [2],"To calculate the speed of sound, use \( v = f\lambda \).  
The wavelength \( \lambda = 0.26 \, \text{m} \).  
From the CRO: One wave cycle spans \( 4 \, \text{cm} \).  
Time-base = \( 0.20 \, \text{ms/cm} \), so period \( T = 4 \times 0.20 = 0.80 \, \text{ms} = 0.0008 \, \text{s} \).  
Frequency \( f = \frac{1}{T} = \frac{1}{0.0008} = 1250 \, \text{Hz} \).  
Substitute into \( v = f\lambda \):  
\( v = 1250 \times 0.26 = 325 \, \text{m/s} \).  

Speed = **325** m s⁻¹  

[2]"
1072,A cell with internal resistance supplies a current. Explain why the terminal potential difference (p.d.) is less than the electromotive force (e.m.f.) of the cell. ............................................................................. [1],due to the lost volts in internal resistance/ cell or energy losses  in the internal resistance/ cell B1 [1],"When current flows through the cell, some of the electromotive force (e.m.f.) is used to overcome the internal resistance of the cell itself. This results in a voltage drop (lost volts) across the internal resistance, reducing the terminal potential difference compared to the e.m.f. [1]"
1073,"A battery of e.m.f. 12 V and internal resistance 0.50 Ω is connected to a variable resistor X and a resistor Y of constant resistance, as shown in Fig. 7.1.  (DIAGRAM)  The resistance R of X is increased from 2.0 Ω to 16 Ω. The variation with R of the current І in the circuit is shown in Fig. 7.2.  (DIAGRAM)  Calculate, for І = 1.2A,   the p.d. across X,  p.d. = ........................................... V [2]",V = ІR    = 1.2 × 6 = 7.2V C1 A1 [2],"To calculate the p.d. across resistor X when the current \( I = 1.2 \, \text{A} \):  
Using Ohm’s Law, \( V = IR \).  
From Fig. 7.2, when \( I = 1.2 \, \text{A} \), the resistance \( R \) of X is \( 6.0 \, \Omega \).  
Thus, \( V = 1.2 \times 6.0 = 7.2 \, \text{V} \).  

**Answer:**  
p.d. = **7.2 V**  
[2]"
1074,"A battery of e.m.f. 12 V and internal resistance 0.50 Ω is connected to a variable resistor X and a resistor Y of constant resistance, as shown in Fig. 7.1.  (DIAGRAM)  The resistance R of X is increased from 2.0 Ω to 16 Ω. The variation with R of the current І in the circuit is shown in Fig. 7.2.  (DIAGRAM)  Calculate, for І = 1.2A,   the resistance of Y,  resistance = ............................... Ω [3]",p.d. across Y and internal resistance r = 4.8(V) [12 – 7.2] resistance of Y + r = 4.8 / 1.2 = 4 (Ω) resistance of Y = 4 – 0.5 = 3.5 Ω C1 C1 A1 [3] or Rtotal = 12 / 1.2 = 10 (Ω) X + r = 6.5 (Ω) resistance of Y = 3.5Ω  (C1) (C1) (A1),"To calculate the resistance of Y when the current \( I = 1.2 \, \text{A} \):  

1. **Total circuit resistance**:  
   \[
   R_{\text{total}} = \frac{\text{EMF}}{I} = \frac{12}{1.2} = 10 \, \Omega
   \]  

2. **Voltage across Y and internal resistance \( r \)**:  
   \[
   V_{Y+r} = \text{EMF} - V_X = 12 - (I \times R_X) = 12 - (1.2 \times 6) = 4.8 \, \text{V}
   \]  
   (From Fig. 7.2, when \( I = 1.2 \, \text{A} \), \( R_X = 6 \, \Omega \).)  

3. **Resistance of \( Y + r \)**:  
   \[
   Y + r = \frac{V_{Y+r}}{I} = \frac{4.8}{1.2} = 4 \, \Omega
   \]  

4. **Resistance of Y**:  
   \[
   Y = 4 - r = 4 - 0.5 = 3.5 \, \Omega
   \]  

**Answer**: \( 3.5 \, \Omega \).  

[3]"
1075,"A battery of e.m.f. 12 V and internal resistance 0.50 Ω is connected to a variable resistor X and a resistor Y of constant resistance, as shown in Fig. 7.1.  (DIAGRAM)  The resistance R of X is increased from 2.0 Ω to 16 Ω. The variation with R of the current І in the circuit is shown in Fig. 7.2.  (DIAGRAM)  Calculate, for І = 1.2A,   the power dissipated in the battery  power = ..................................... W [2]",P = І2r    = (1.2)2 × 0.5 = 0.72W C1 A1 [2],"The power dissipated in the battery is calculated using \( P = I^2 r \), where \( I = 1.2 \, \text{A} \) and \( r = 0.50 \, \Omega \).  
Substituting the values:  
\( P = (1.2)^2 \times 0.5 = 1.44 \times 0.5 = 0.72 \, \text{W} \).  

Power = **0.72** W  
[2]"
1076,Use Fig. 7.2 to explain the variation in the terminal p.d. of the battery as the resistance R of X is increased. ........................................................................... [1],terminal p.d. increases as R is increased current decreases so there are less lost volts B1 [1],"When the resistance \( R \) of component X is increased, the current in the circuit decreases (since \( I = \frac{\text{EMF}}{R + r} \)). A lower current reduces the ""lost volts"" (\( Ir \)) across the internal resistance \( r \) of the battery. Therefore, the terminal p.d. (\( V = \text{EMF} - Ir \)) increases because less voltage is lost internally. 

[1]"
1077,"A motor is used to move bricks vertically upwards, as shown in Fig. 5.1.  (DIAGRAM)  The bricks start from rest and accelerate for 2.0 s. The bricks then travel at a constant speed of 0.64 ms−1 for 25 s. Finally the bricks are brought to rest in a further 3.0 s. The total mass of the bricks is 25 kg.Determine the change in kinetic energy of the bricks  in the first 2.0 s,  change in kinetic energy = ........................ J [2]",change in kinetic energy = ½mv2   = 0.5 × 25 × (0.64)2 = 5.1(2) J C1 A1 [2],"The bricks start from rest (initial velocity = 0) and accelerate to a final velocity of 0.64 m/s in 2.0 s.  
Change in kinetic energy = ½mv² − 0 = ½ × 25 × (0.64)².  
Calculating:  
0.5 × 25 = 12.5  
0.64² = 0.4096  
12.5 × 0.4096 = **5.12 J**  

Change in kinetic energy = 5.12 J  

[2]"
1078,"A motor is used to move bricks vertically upwards, as shown in Fig. 5.1.  (DIAGRAM)  The bricks start from rest and accelerate for 2.0 s. The bricks then travel at a constant speed of 0.64 ms−1 for 25 s. Finally the bricks are brought to rest in a further 3.0 s. The total mass of the bricks is 25 kg.Determine the change in kinetic energy of the bricks  in the next 25 s,  change in kinetic energy = ........................ J [1]",zero A1 [1],"The bricks move at a constant speed of 0.64 m/s during the 25 s period. Since kinetic energy depends on mass and speed (\( KE = \frac{1}{2}mv^2 \)), and the speed does not change during this time, there is no change in kinetic energy.  

**Change in kinetic energy = 0 J**  

[1]"
1079,"A motor is used to move bricks vertically upwards, as shown in Fig. 5.1.  (DIAGRAM)  The bricks start from rest and accelerate for 2.0 s. The bricks then travel at a constant speed of 0.64 ms−1 for 25 s. Finally the bricks are brought to rest in a further 3.0 s. The total mass of the bricks is 25 kg.Determine the change in kinetic energy of the bricks  in the final 3.0 s.  change in kinetic energy = ........................ J [1]",(–)5.1(2) J A1 [1],"The bricks decelerate from 0.64 m/s to rest in the final 3.0 s.  
Initial kinetic energy = ½mv² = 0.5 × 25 × (0.64)² = 5.12 J.  
Final kinetic energy = 0 J (as bricks stop).  
Change in kinetic energy = 0 – 5.12 = **–5.12 J**.  

[1]"
1080,"A motor is used to move bricks vertically upwards, as shown in Fig. 5.1.  (DIAGRAM)  The bricks start from rest and accelerate for 2.0 s. The bricks then travel at a constant speed of 0.64 ms−1 for 25 s. Finally the bricks are brought to rest in a further 3.0 s. The total mass of the bricks is 25 kg.The bricks are in a container. The weight of the container and bricks is 350 N. Calculate, for the lifting of the bricks and container when travelling at constant speed,   the gain in potential energy,  energy gain = ................................. J [3]",PE = mgh   = 350 × 0.64 × 25   = 5600 J (If full length used allow 1/3) C1 C1 A1   [3],"The gain in potential energy is calculated using \( \Delta PE = \text{weight} \times \text{height} \).  
At constant speed, height \( h = vt = 0.64 \, \text{m/s} \times 25 \, \text{s} = 16 \, \text{m} \).  
Thus, \( \Delta PE = 350 \, \text{N} \times 16 \, \text{m} = 5600 \, \text{J} \).  

[3]"
1081,"A motor is used to move bricks vertically upwards, as shown in Fig. 5.1.  (DIAGRAM)  The bricks start from rest and accelerate for 2.0 s. The bricks then travel at a constant speed of 0.64 ms−1 for 25 s. Finally the bricks are brought to rest in a further 3.0 s. The total mass of the bricks is 25 kg.The bricks are in a container. The weight of the container and bricks is 350 N. Calculate, for the lifting of the bricks and container when travelling at constant speed,   the power required.  power = .......................................... W [2]","P = Fv or gain in PE/ t, EP/ t or work done/ t, W/t   = 350 × 0.64 or 5600 / 25   = 220 (224)W C1  A1 [2]","The power required is calculated using \( P = Fv \), where \( F \) is the force needed to balance the weight.  
At constant speed, the upward force equals the weight: \( F = 350 \, \text{N} \).  
Velocity \( v = 0.64 \, \text{ms}^{-1} \).  
Thus, \( P = 350 \times 0.64 = 224 \, \text{W} \).  

power = **224** W  

[2]"
1082,"A trolley moves down a slope, as shown in Fig. 4.1.  (DIAGRAM)  The slope makes an angle of 25° with the horizontal. A constant resistive force FR acts up the slope on the trolley. At time t = 0, the trolley has velocity v = 0.50 m s−1 down the slope. At time t = 4.0 s, v = 12 m s−1 down the slope.  Show that the acceleration of the trolley down the slope is approximately 3 m s−2. [2]  ",acceleration = (v – u) / t or (12 – 0.5) / 4   = (12 – 0.5) / 4 = 2.9 (2.875) (= approximately 3ms–2) C1 M1 [2],"To calculate the acceleration, we use the formula \( a = \frac{v - u}{t} \).  
Initial velocity \( u = 0.50 \, \text{m s}^{-1} \), final velocity \( v = 12 \, \text{m s}^{-1} \), time \( t = 4.0 \, \text{s} \):  
\[  
a = \frac{12 - 0.50}{4.0} = \frac{11.5}{4.0} = 2.875 \, \text{m s}^{-2} \, (\approx 3 \, \text{m s}^{-2}).  
\]  
The resistive force and slope angle are not required for this calculation, as the acceleration is derived directly from the velocity-time data.  

[2]"
1083,"A trolley moves down a slope, as shown in Fig. 4.1.  (DIAGRAM)  The slope makes an angle of 25° with the horizontal. A constant resistive force FR acts up the slope on the trolley. At time t = 0, the trolley has velocity v = 0.50 m s−1 down the slope. At time t = 4.0 s, v = 12 m s−1 down the slope.  Calculate the distance x moved by the trolley down the slope from time t = 0 to t = 4.0 s.  x = ..................................................... m [2]",x = (u + v)t / 2   = [(12 + 0.5) × 4] / 2   = 25m  C1 A1 [2],"To calculate the distance \( x \), we use the formula for constant acceleration:  
\( x = \frac{(u + v)}{2} \times t \).  
Substituting \( u = 0.5 \, \text{m/s} \), \( v = 12 \, \text{m/s} \), and \( t = 4.0 \, \text{s} \):  
\( x = \frac{(0.5 + 12)}{2} \times 4 = \frac{12.5}{2} \times 4 = 6.25 \times 4 = 25 \, \text{m} \).  

**Answer:**  
\( x = 25 \, \text{m} \)."
1084,"A trolley moves down a slope, as shown in Fig. 4.1.  (DIAGRAM)  The slope makes an angle of 25° with the horizontal. A constant resistive force FR acts up the slope on the trolley. At time t = 0, the trolley has velocity v = 0.50 m s−1 down the slope. At time t = 4.0 s, v = 12 m s−1 down the slope.  On Fig. 4.2, sketch the variation with time t of distance x moved by the trolley.  (DIAGRAM) ",line with increasing gradient non-zero gradient at origin M1 A1 [2],"(DIAGRAM: A graph with time t (0 to 4 s) on the horizontal axis and distance x on the vertical axis. The curve starts at the origin (0,0) with an initial slope matching v = 0.50 m/s. The curve is concave upwards, showing increasing gradient as time progresses. At t = 4 s, the instantaneous slope corresponds to v = 12 m/s. The curve is smooth, with no straight-line segments, indicating continuous acceleration due to constant net force.)  

The trolley starts at x = 0 with an initial velocity of 0.50 m/s, so the x-t graph begins with a non-zero gradient. As the trolley accelerates down the slope (due to a net force = mg sinθ − Fᴿ), its velocity increases uniformly. This results in a parabolic x-t curve (distance ∝ t² under constant acceleration), where the gradient (dx/dt) steadily becomes steeper. The curve therefore has an increasing gradient from t = 0 to t = 4 s.  

[2]"
1085,"A trolley moves down a slope, as shown in Fig. 4.1.  (DIAGRAM)  The slope makes an angle of 25° with the horizontal. A constant resistive force FR acts up the slope on the trolley. At time t = 0, the trolley has velocity v = 0.50 m s−1 down the slope. At time t = 4.0 s, v = 12 m s−1 down the slope.The mass of the trolley is 2.0 kg.  Show that the component of the weight of the trolley down the slope is 8.3 N. [1]  ",weight down slope = 2 × 9.81 × sin 25° = 8.29 / 8.3 M1 [1],"The component of the weight down the slope is calculated as:  
\( W_{\text{down slope}} = mg \sin \theta = 2.0 \times 9.81 \times \sin 25^\circ \).  
Using \( \sin 25^\circ \approx 0.4226 \):  
\( W_{\text{down slope}} = 2.0 \times 9.81 \times 0.4226 = 8.29 \, \text{N} \approx 8.3 \, \text{N} \).  

[1]"
1086,"A trolley moves down a slope, as shown in Fig. 4.1.  (DIAGRAM)  The slope makes an angle of 25° with the horizontal. A constant resistive force FR acts up the slope on the trolley. At time t = 0, the trolley has velocity v = 0.50 m s−1 down the slope. At time t = 4.0 s, v = 12 m s−1 down the slope.The mass of the trolley is 2.0 kg.  Calculate the resistive force FR.  FR = ...................................................... N [2]",(F = ma)   8.3 – FR = 2 × 2.9 FR = 2.5 (2.3 if 3 used for a) N C1 A1 [2],"To find the resistive force \( F_R \):

1. Calculate acceleration \( a \):
\[
a = \frac{v - u}{t} = \frac{12 - 0.50}{4.0} = 2.875 \, \text{m/s}^2 \, (\text{rounded to } 2.9 \, \text{m/s}^2)
\]

2. Determine the component of gravitational force down the slope:
\[
mg \sin(25^\circ) = 2.0 \times 9.81 \times \sin(25^\circ) \approx 8.3 \, \text{N}
\]

3. Apply Newton’s second law:
\[
8.3 - F_R = ma = 2.0 \times 2.9 = 5.8
\]
Solving for \( F_R \):
\[
F_R = 8.3 - 5.8 = 2.5 \, \text{N}
\]

**Final answer:**  
\( F_R = 2.5 \, \text{N} \)  
[2]"
1087,Define pressure. .................................................................... [1],pressure = force / area (normal to the force) [clear ratio essential] B1 [1],"Pressure is the force applied perpendicular (normal) to a surface divided by the area over which the force is distributed.  

Pressure = Force / Area.  

[1]"
1088,"A cylinder is placed on a horizontal surface, as shown in Fig. 2.1.  (DIAGRAM)  The following measurements were made on the cylinder: mass = 5.09 ± 0.01 kg diameter = 9.4 ± 0.1 cm.  Calculate the pressure produced by the cylinder on the surface.  pressure = ................................. Pa [3] ",P = mg / A = (5.09 × 9.81) / A A = (πd2 / 4) = π × (9.4 × 10–2)2 / 4 (= 0.00694m2) P = 49.93 / 0.00694    = 7200 (7195)Pa (minimum of 2 s.f. required) C1 C1  A1 [3],"To calculate the pressure \( P \), first determine the force (weight) exerted by the cylinder:  
\( F = mg = 5.09 \, \text{kg} \times 9.81 \, \text{m/s}^2 = 49.93 \, \text{N} \).  

Next, calculate the contact area \( A \) using the diameter \( d \):  
\( A = \frac{\pi d^2}{4} = \frac{\pi \times (9.4 \times 10^{-2} \, \text{m})^2}{4} = 0.00694 \, \text{m}^2 \).  

Finally, divide force by area to find the pressure:  
\( P = \frac{49.93}{0.00694} = 7195 \, \text{Pa} \, \text{(rounded to 7200 Pa to 2 s.f.)} \).  

**Answer**: \( 7200 \, \text{Pa} \)."
1089,"A cylinder is placed on a horizontal surface, as shown in Fig. 2.1.  (DIAGRAM)  The following measurements were made on the cylinder: mass = 5.09 ± 0.01 kg diameter = 9.4 ± 0.1 cm.  Calculate the actual uncertainty in the pressure.  actual uncertainty = ............................ Pa [3]",∆P / P = ∆m / m + 2∆d / d   = 0.01 / 5.09 + (2 × 0.1) / 9.4 (= 0.0020 + 0.021 or 2.3%) ∆P = 170 (165 to 167)Pa C1 C1 A1 [3],"To calculate the actual uncertainty in pressure, first determine the pressure using \( P = \frac{4mg}{\pi d^2} \).  
Relative uncertainty in \( P \):  
\( \frac{\Delta P}{P} = \frac{\Delta m}{m} + 2 \cdot \frac{\Delta d}{d} \).  
Substitute values:  
\( \frac{0.01}{5.09} + 2 \cdot \frac{0.1}{9.4} = 0.00196 + 0.02128 = 0.02324 \, (2.32\%) \).  

Calculate \( P \):  
\( d = 0.094 \, \text{m}, \, g = 9.81 \, \text{m/s}^2 \),  
\( P = \frac{4 \times 5.09 \times 9.81}{\pi \times (0.094)^2} \approx 7197 \, \text{Pa} \).  

Actual uncertainty:  
\( \Delta P = 7197 \times 0.02324 \approx 167 \, \text{Pa} \).  
Rounded, \( \Delta P = 170 \, \text{Pa} \).  

[3]"
1090,"A cylinder is placed on a horizontal surface, as shown in Fig. 2.1.  (DIAGRAM)  The following measurements were made on the cylinder: mass = 5.09 ± 0.01 kg diameter = 9.4 ± 0.1 cm.  State the pressure, with its actual uncertainty.  pressure = ....................... ± ........................ Pa [1]",P = 7200 ± 200Pa A1 [1],"To calculate the pressure \( P \) exerted by the cylinder:  
1. **Force**: \( F = mg = 5.09 \, \text{kg} \times 9.81 \, \text{m/s}^2 \approx 49.93 \, \text{N} \).  
   Uncertainty in \( F \): \( \frac{0.01}{5.09} \times 49.93 \approx 0.098 \, \text{N} \).  

2. **Area**: Radius \( r = \frac{9.4 \, \text{cm}}{2} = 4.7 \, \text{cm} = 0.047 \, \text{m} \).  
   Uncertainty in \( r \): \( \frac{0.1}{2} = 0.05 \, \text{cm} = 0.0005 \, \text{m} \).  
   \( A = \pi r^2 = \pi (0.047)^2 \approx 0.00694 \, \text{m}^2 \).  
   Fractional uncertainty in \( A \): \( 2 \times \frac{0.0005}{0.047} \approx 2.13\% \).  

3. **Pressure**: \( P = \frac{F}{A} = \frac{49.93}{0.00694} \approx 7190 \, \text{Pa} \).  
   Total fractional uncertainty: \( \frac{0.098}{49.93} + 0.0213 \approx 2.32\% \).  
   Absolute uncertainty: \( 7190 \times 0.0232 \approx 167 \, \text{Pa} \approx 200 \, \text{Pa} \).  

Final answer: \( 7200 \pm 200 \, \text{Pa} \)."
1091,Define electric potential at a point. .....................................................................[2],work done bringing unit positive charge from infinity (to the point) M1 A1 [2],"The electric potential at a point is the work done per unit positive charge to bring it from infinity to that point.  

[Work done is specified (M1) and ""unit positive charge from infinity"" is included (A1).]  

[2]"
1092,"Two point charges A and B are separated by a distance of 20 nm in a vacuum, as illustrated in Fig. 3.1.  (DIAGRAM)  A point P is a distance x from A along the line AB. The variation with distance x of the electric potential VA due to charge A alone is shown in Fig. 3.2.  (DIAGRAM)  The variation with distance x of the electric potential VB due to charge B alone is also shown in Fig. 3.2.   State and explain whether the charges A and B are of the same, or opposite, sign. .................................................................[2]",either both potentials are positive/ same sign   so same sign or gradients are positive & negative (so fields in opposite directions)   so same sign M1 A1 (M1) (A1) [2],"The electric potential due to a point charge is positive if the charge is positive and negative if the charge is negative. From the graph, both VA and VB are positive at all points along AB. Since potentials from both charges A and B have the same sign, the charges must be of the same sign (both positive).  

(Alternatively, the gradient of VA (electric field due to A) is negative (potential decreases with distance from A), while the gradient of VB (electric field due to B) is positive (potential increases as x approaches B). These opposing gradients indicate electric fields in opposite directions, which occurs when the charges have the same sign.)  

Charges A and B are of the same sign.  

[2]"
1093,"Two point charges A and B are separated by a distance of 20 nm in a vacuum, as illustrated in Fig. 3.1.  (DIAGRAM)  A point P is a distance x from A along the line AB. The variation with distance x of the electric potential VA due to charge A alone is shown in Fig. 3.2.  (DIAGRAM)  The variation with distance x of the electric potential VB due to charge B alone is also shown in Fig. 3.2.   By reference to Fig. 3.2, state how the combined electric potential due to both charges may be determined. ....................................................................[1]",the individual potentials are summed B1 [1],"The combined electric potential at any point is found by adding the individual potentials from each charge at that point. Since electric potential is a scalar quantity, the total potential at point P is the algebraic sum of VA and VB corresponding to the same distance x on Fig. 3.2. 

[1]"
1094,"Two point charges A and B are separated by a distance of 20 nm in a vacuum, as illustrated in Fig. 3.1.  (DIAGRAM)  A point P is a distance x from A along the line AB. The variation with distance x of the electric potential VA due to charge A alone is shown in Fig. 3.2.  (DIAGRAM)  The variation with distance x of the electric potential VB due to charge B alone is also shown in Fig. 3.2.   Without any calculation, use Fig. 3.2 to estimate the distance x at which the combined electric potential of the two charges is a minimum.  x = .......................................... nm [1]",allow value of x between 10nm and 13nm A1 [1],"The combined electric potential is the sum of VA and VB. From the graph, VA decreases with x while VB increases. The minimum total potential occurs where the rates of decrease (VA) and increase (VB) balance. By inspecting Fig. 3.2, this balance point (minimum sum) lies where the curves’ slopes counteract each other, estimated between **x = 10 nm and 13 nm** based on the intersection or steepest gradient regions.  

**Answer:**  
x = 11 nm (accept any value between 10 nm and 13 nm).  

[1]"
1095,"Two point charges A and B are separated by a distance of 20 nm in a vacuum, as illustrated in Fig. 3.1.  (DIAGRAM)  A point P is a distance x from A along the line AB. The variation with distance x of the electric potential VA due to charge A alone is shown in Fig. 3.2.  (DIAGRAM)  The variation with distance x of the electric potential VB due to charge B alone is also shown in Fig. 3.2.   The point P is a distance x = 10 nm from A. An α-particle has kinetic energy EK when at infinity. Use Fig. 3.2 to determine the minimum value of EK such that the α-particle may travel from infinity to point P.  EK = ............................................. J [3]",V = 0.43V  (allow 0.42V → 0.44V) energy = 2 × 1.6 × 10–19 × 0.43    = 1.4 × 10–19 J M1 A1 A1 [3],"To determine the minimum kinetic energy \( E_K \) required for the α-particle to reach point P:

1. **Total Potential at P**:  
From Fig. 3.2, at \( x = 10 \, \text{nm} \), the total electric potential \( V_{\text{total}} = V_A + V_B = 0.43 \, \text{V} \).  

2. **Electric Potential Energy (EPE) at P**:  
The α-particle has charge \( +2e \).  
\( \text{EPE} = qV = 2e \times 0.43 \, \text{V} \).  
Substituting \( e = 1.6 \times 10^{-19} \, \text{C} \):  
\( \text{EPE} = 2 \times 1.6 \times 10^{-19} \times 0.43 = 1.4 \times 10^{-19} \, \text{J} \).  

3. **Minimum Kinetic Energy**:  
By energy conservation, \( E_K \) at infinity must equal the EPE at P:  
\( E_K = 1.4 \times 10^{-19} \, \text{J} \).  

**Answer**: \( \boxed{E_K = 1.4 \times 10^{-19} \, \text{J}} \)."
1096,State Newton's law of gravitation.  .......................................................................................................................................... .......................................................................................................................................... ......................................................................................................................................[2]   ,force proportional to product of the two masses and inversely proportional to the square of their separation either reference to point masses or separation >> 'size' of masses M1 A1 [2],"Newton's law of gravitation states that the gravitational force between two masses is directly proportional to the product of their masses and inversely proportional to the square of the distance between them. This applies when the masses are considered as point masses or when their separation is much larger than their physical dimensions.  

[2]"
1097,"A star and a planet are isolated in space. The planet orbits the star in a circular orbit of radius R, as illustrated in Fig. 1.1.  (DIAGRAM)  The angular speed of the planet about the star is ω. By considering the circular motion of the planet about the star of mass M, show that ω and R are related by the expression                                                          R3ω2 = GM where G is the gravitational constant. Explain your working. [3]        ",gravitational force provides the centripetal force GMm/R2 = mRω2 where m is the mass of the planet  GM = R3ω2 B1 M1 A1 A0 [3],"The gravitational force provides the centripetal force for the planet’s circular orbit.  
Gravitational force: \( F = \frac{GMm}{R^2} \).  
Centripetal force: \( F = mR\omega^2 \).  
Equating the two forces:  
\( \frac{GMm}{R^2} = mR\omega^2 \).  
Cancelling \( m \) from both sides:  
\( \frac{GM}{R^2} = R\omega^2 \).  
Rearranging: \( GM = R^3\omega^2 \), so \( R^3\omega^2 = GM \).  

[3]"
