,Question,Mark Scheme,Explanation
433,"Two horizontal metal plates are 14 mm apart in a vacuum. A potential difference (p.d.) of 1.9 kV is applied across the plates, as shown in Fig. 3.1.  (DIAGRAM)  A uniform electric field is produced between the plates. The sphere S in (b) is charged and is held stationary between the plates by the electric field.   The magnitude of the p.d. applied to the plates is increased. Explain why S accelerates towards the top plate. .....................................................................[2]",electric force increases / is greater (than weight) charge (on S) is negative to give resultant/ net/ sum/ total force up B1 B1 [2],"When the potential difference increases, the electric field strength \( E = \frac{V}{d} \) between the plates also increases. This results in a greater upward electric force \( F = qE \) acting on the sphere. Since the sphere was initially stationary, the electric force balanced its weight. The sphere must have a negative charge, causing the electric force (directed upwards, opposite to the field) to exceed the weight after the increase, leading to acceleration towards the top plate."
434,A ball is thrown from A to B as shown in Fig. 2.1.  (DIAGRAM)  The ball is thrown with an initial velocity V at 60° to the horizontal. The variation with time t of the vertical component Vv of the velocity of the ball from t = 0 to t = 0.60 s is shown in Fig. 2.2.  (DIAGRAM)  Assume air resistance is negligible.  Complete Fig. 2.2 for the time until the ball reaches B. [2]  ,straight line from t = 0.60s to t = 1.2 s and |Vv| = 5.9 at t = 1.2 s Vv = – 5.9 at t = 1.2 s i.e. line is for negative values of Vv M1 A1 [2],"The vertical velocity decreases at a constant rate of 9.81 m/s². From t = 0.60 s, the velocity becomes negative. The graph is a straight line extending to t = 1.2 s, where the vertical velocity is -5.9 m/s. (DIAGRAM: A straight line drawn from (0.60 s, 0) to (1.2 s, -5.9) with the same gradient as the initial segment.)"
435,A ball is thrown from A to B as shown in Fig. 2.1.  (DIAGRAM)  The ball is thrown with an initial velocity V at 60° to the horizontal. The variation with time t of the vertical component Vv of the velocity of the ball from t = 0 to t = 0.60 s is shown in Fig. 2.2.  (DIAGRAM)  Assume air resistance is negligible.  Calculate the maximum height reached by the ball.  height = ................................................m [2] ,s = 0 + ½ × 9.81 × (0.6)2  or area of graph = (5.9 × 0.6) / 2   = 1.8 (1.77) m                    = 1.8 (1.77) m C1 A1 [2],"To calculate the maximum height, we can use the area under the vertical velocity-time graph. The graph forms a triangle with base 0.60 s and height 5.9 m s⁻¹. The area is (5.9 × 0.60)/2 = 1.77 m, which rounds to **1.8 m**. 

Alternatively, using \( s = \frac{1}{2} g t^2 \):  
\( s = 0.5 × 9.81 × (0.60)^2 = 1.77 \, \text{m} ≈ 1.8 \, \text{m} \).  

height = **1.8** m [2]"
436,A ball is thrown from A to B as shown in Fig. 2.1.  (DIAGRAM)  The ball is thrown with an initial velocity V at 60° to the horizontal. The variation with time t of the vertical component Vv of the velocity of the ball from t = 0 to t = 0.60 s is shown in Fig. 2.2.  (DIAGRAM)  Assume air resistance is negligible.  Calculate the horizontal component Vh of the velocity of the ball at time t = 0.  Vh = ................................................. m s−1 [2],Vh = V cos 60° and Vv = V sin 60° or Vh = 5.9 / tan 60° or Vh = 5.9 tan 30° Vh = 3.4 ms−1 C1 A1 [2],"The vertical component of velocity at t=0 is 5.9 m/s. Since the angle is 60°, Vv = V sin 60° and Vh = V cos 60°. Using tan 60° = Vv / Vh, rearranging gives Vh = 5.9 / tan 60° = 5.9 / 1.732 ≈ 3.4 m s⁻¹. 

horizontal component = 3.4 m s⁻¹"
437,"A ball is thrown from A to B as shown in Fig. 2.1.  (DIAGRAM)  The ball is thrown with an initial velocity V at 60° to the horizontal. The variation with time t of the vertical component Vv of the velocity of the ball from t = 0 to t = 0.60 s is shown in Fig. 2.2.  (DIAGRAM)  Assume air resistance is negligible.  On Fig. 2.2, sketch the variation with t of Vh. Label this sketch Vh. [1]  ",horizontal line at 3.4 from t = 0 to t = 1.2s  [to half a small square]  B1 [1],"(DIAGRAM) A horizontal straight line is drawn on the graph, starting at Vh = 3.4 m/s (from V cos60° if Vv initial is V sin60° = 5.88 m/s, giving V = 5.88/sin60° ≈ 6.8 m/s; thus Vh = 6.8 × cos60° = 3.4 m/s). The line remains constant at 3.4 m/s from t = 0 to t = 1.2 s (total flight time, calculated from vertical motion)."
438,"A ball is thrown from A to B as shown in Fig. 2.1.  (DIAGRAM)  The ball is thrown with an initial velocity V at 60° to the horizontal. The variation with time t of the vertical component Vv of the velocity of the ball from t = 0 to t = 0.60 s is shown in Fig. 2.2.  (DIAGRAM)  Assume air resistance is negligible.The ball has mass 0.65 kg. Calculate, for the ball,  the maximum kinetic energy,  maximum kinetic energy = ..................................J [3]",KE = ½mv2 = ½ × 0.65 × (6.81)2  [allow if valid method to find v] = 15 (15.1) J C1 C1 A1 [3],"To calculate the maximum kinetic energy, we use the kinetic energy formula KE = ½mv². The mass is 0.65 kg. The maximum speed occurs at launch, where the velocity has both horizontal and vertical components. From the graph (Fig. 2.2), the initial vertical component of velocity is determined. The total initial speed V is found using the vertical component and the launch angle. However, the mark scheme directly uses 6.81 m/s as the speed. Thus:

KE = ½ × 0.65 × (6.81)²  
= 0.5 × 0.65 × 46.37  
= 15.1 J  

The maximum kinetic energy is **15 J**."
439,"A ball is thrown from A to B as shown in Fig. 2.1.  (DIAGRAM)  The ball is thrown with an initial velocity V at 60° to the horizontal. The variation with time t of the vertical component Vv of the velocity of the ball from t = 0 to t = 0.60 s is shown in Fig. 2.2.  (DIAGRAM)  Assume air resistance is negligible.The ball has mass 0.65 kg. Calculate, for the ball,  the maximum potential energy above the ground.  maximum potential energy = .............................J [2]",PE = 0.65 × 9.81 × 1.77    = 11(11.3) J C1 A1 [2],"To calculate the maximum potential energy, first determine the maximum height reached by the ball. The time to reach maximum height is 0.60 s (from the graph). The initial vertical velocity \( V_v \) is found using \( V_v = g \times t = 9.81 \times 0.60 = 5.886 \, \text{m s}^{-1} \). The maximum height \( h \) is then \( h = \frac{V_v^2}{2g} = \frac{(5.886)^2}{2 \times 9.81} = 1.77 \, \text{m} \). Finally, potential energy is \( PE = mgh = 0.65 \times 9.81 \times 1.77 = 11.3 \, \text{J} \).

maximum potential energy = 11 J"
440,The Young modulus of the metal of a wire is 1.8 × 1011 Pa. The wire is extended and the strain produced is 8.2 × 10–4. Calculate the stress in GPa.  stress = ..............................................GPa [2],stress = Young modulus × strain   = 1.8 × 1011 × 8.2 × 10–4 or 1.476 × 108   = 0.15 (0.148) GPa  C1 A1 [2],"stress = Young modulus × strain  
= 1.8 × 10¹¹ × 8.2 × 10⁻⁴  
= 1.476 × 10⁸ Pa  
= 0.148 GPa ≈ 0.15 GPa"
441,An electromagnetic wave has frequency 12 THz.  Calculate the wavelength in μm.  wavelength = .....................................................μm [2] ,wavelength = 3 × 108 / 12 × 1012   = 25µm C1 A1 [2],"wavelength = 3 × 10⁸ / (12 × 10¹²)  
= 0.25 × 10⁻⁴ m  
= 25 × 10⁻⁶ m  
= 25 μm  

The wavelength is calculated using \( c = f\lambda \), converting frequency from THz to Hz and metres to micrometres.  

wavelength = .....................................................μm **25**"
442,An electromagnetic wave has frequency 12 THz.  State the name of the region of the electromagnetic spectrum for this frequency. ......................................................................[1],infra-red/ IR B1 [1],infra-red / IR
443,"An object B is on a horizontal surface. Two forces act on B in this horizontal plane. A vector diagram for these forces is shown to scale in Fig. 1.1.  (DIAGRAM)  A force of 7.5 N towards north and a force of 2.5 N from 30° north of east act on B. The mass of B is 750 g.    On Fig. 1.1, draw an arrow to show the approximate direction of the resultant of these two forces. [1]  ",arrow drawn up to the left of 7.5N force approximately 5° to 40° to west of north A1 [1],"To determine the direction of the resultant force, resolve the two forces into components. The 7.5 N force acts north (positive y-direction). The 2.5 N force, originating from 30° north of east, acts towards 30° south of west. This force has components:  
\( F_x = -2.5 \cos(30°) \approx -2.165 \, \text{N} \) (westward),  
\( F_y = -2.5 \sin(30°) = -1.25 \, \text{N} \) (southward).  

Adding to the 7.5 N northward force:  
Total \( F_x = -2.165 \, \text{N} \), Total \( F_y = 6.25 \, \text{N} \).  

The resultant angle west of north is \( \theta = \tan^{-1}(2.165/6.25) \approx 19^\circ \).  

(DIAGRAM: On Fig. 1.1, draw an arrow angled approximately 19° to the left (west) of the 7.5 N northward force, within the 5°–40° range specified.)  

**Answer:**  
The resultant direction is approximately 19° west of north.  

Arrow drawn ≈ 20° west of north."
444,An object B is on a horizontal surface. Two forces act on B in this horizontal plane. A vector diagram for these forces is shown to scale in Fig. 1.1.  (DIAGRAM)  A force of 7.5 N towards north and a force of 2.5 N from 30° north of east act on B. The mass of B is 750 g.    1. Show that the magnitude of the resultant force on B is 6.6 N. [1]  2. Calculate the magnitude of the acceleration of B produced by this resultant force.   magnitude = .............................. m s–2 [2],1. correct vector triangle or working to show    magnitude of resultant force = 6.6N     allow 6.5 to 6.7N if scale diagram  M1 [1]   2. magnitude of acceleration = 6.6 / 0.75    [scale diagram: (6.5 to 6.7) / 0.75]    = 8.8 ms–2 [scale diagram: 8.7 – 8.9 ms–2] C1  A1 [2],"1. The two forces are resolved into their components. The 7.5 N force acts north. The 2.5 N force at 30° north of east (directed southwest) has components:  
West: 2.5 × cos(30°) = 2.165 N  
South: 2.5 × sin(30°) = 1.25 N  
Resultant north-south component: 7.5 N − 1.25 N = 6.25 N north  
Resultant west component: 2.165 N  
Resultant force magnitude: √(6.25² + 2.165²) = 6.6 N.  

2. Using F = ma:  
a = 6.6 / 0.75 = 8.8 m s⁻²."
445,An object B is on a horizontal surface. Two forces act on B in this horizontal plane. A vector diagram for these forces is shown to scale in Fig. 1.1.  (DIAGRAM)  A force of 7.5 N towards north and a force of 2.5 N from 30° north of east act on B. The mass of B is 750 g.    Determine the angle between the direction of the acceleration and the direction of the 7.5 N force.  angle = ........................................................ ° [1],19° [use of scale diagram allow 17° to 21° (a diagram must be seen)]  B1 [1],"The angle between the direction of acceleration and the 7.5 N force is **19°**.  
(DIAGRAM) Draw the 7.5 N vector vertically upwards (north). From the same origin, draw the 2.5 N vector at 30° north of east. Complete the parallelogram and measure the angle between the resultant vector (acceleration direction) and the 7.5 N vector using a protractor. The measured angle is approximately 19°."
446,One likely means by which nuclear fusion may be achieved on a practical scale is the D-T reaction.State what is meant by nuclear fusion. .............................................................................. [1],'light' nuclei combine to form 'heavier' nuclei B1 [1],Nuclear fusion is the process where lighter nuclei combine to form a heavier nucleus.
447,"One likely means by which nuclear fusion may be achieved on a practical scale is the D-T reaction.In the D-T reaction, a deuterium (21H) nucleus fuses with a tritium (31H) nucleus to form a helium-4 (42He) nucleus. The nuclear equation for the reaction is       (DIAGRAM)  Some data for this reaction are given in Fig. 9.1.  (DIAGRAM)    Calculate the energy, in MeV, equivalent to 1.00 u. Explain your working.  energy = ........................................ MeV [3]",either energy = c2∆m or energy = (3.00 × 108)2 × 1.66 × 10–27 energy = 1.494 × 10–10 J   = (1.494 × 10–10)/(1.60 × 10–13)   = 934MeV (3 s.f.)  C1 C1  A1 [3],"energy = (1.00 u) × (1.66 × 10⁻²⁷ kg/u) × (3.00 × 10⁸ m s⁻¹)²  
= 1.494 × 10⁻¹⁰ J  
Convert to MeV: 1.494 × 10⁻¹⁰ J ÷ (1.60 × 10⁻¹³ J MeV⁻¹)  
= 934 MeV  

energy = 934 MeV [3]"
448,"One likely means by which nuclear fusion may be achieved on a practical scale is the D-T reaction.In the D-T reaction, a deuterium (21H) nucleus fuses with a tritium (31H) nucleus to form a helium-4 (42He) nucleus. The nuclear equation for the reaction is       (DIAGRAM)  Some data for this reaction are given in Fig. 9.1.  (DIAGRAM)    Use data from Fig. 9.1 and your answer in (i) to determine the energy released in this D-T reaction.  energy = ......................................... MeV [2]",∆m = (2.01356 + 3.01551) – (4.00151 + 1.00867)   = 5.02907 – 5.01018   = 0.01889u C1 [2] energy = 0.01889 × 934   = 17.6 MeV (allow 2 s.f.) A1,"The mass defect Δm is calculated by subtracting the total mass of the products from the total mass of the reactants:  
Δm = (2.01356 + 3.01551) – (4.00151 + 1.00867) = 0.01889 u.  
Using the conversion factor 1 u = 934 MeV, the energy released is:  
0.01889 × 934 = 17.6 MeV.  

energy = 17.6 MeV [2]"
449,"One likely means by which nuclear fusion may be achieved on a practical scale is the D-T reaction.In the D-T reaction, a deuterium (21H) nucleus fuses with a tritium (31H) nucleus to form a helium-4 (42He) nucleus. The nuclear equation for the reaction is       (DIAGRAM)  Some data for this reaction are given in Fig. 9.1.  (DIAGRAM)    Suggest why, for the D-T reaction to take place, the temperature of the deuterium and the tritium must be high. ....................................................................... [2]",high temperature means high speeds / kinetic energy of nuclei D and T nuclei collide despite repelling one another B1 B1 [2],"The high temperature provides the deuterium and tritium nuclei with sufficient kinetic energy to overcome the electrostatic repulsion between their positively charged nuclei. This allows them to collide at high speeds, enabling the strong nuclear force to act and fusion to occur."
450,"White light is incident on a cloud of cool hydrogen gas, as illustrated in Fig. 8.1.  (DIAGRAM)  The spectrum of the light emerging from the gas cloud is found to contain a number of dark lines.Explain why these dark lines occur. ......................................................................... [3]",photon 'absorbed' by electron photon has energy equal to difference in energy of two energy levels electron de-excites emitting photon (of same energy) in any direction B1 B1 B1 [3],"The dark lines occur because electrons in hydrogen atoms absorb photons from the white light. The absorbed photon energy corresponds to the exact difference between two energy levels in the atom, exciting the electrons to higher states. These electrons later de-excite, re-emitting photons of the same energy, but in random directions. This scattering reduces the intensity of those specific wavelengths in the transmitted light, creating dark absorption lines in the spectrum."
451,"White light is incident on a cloud of cool hydrogen gas, as illustrated in Fig. 8.1.  (DIAGRAM)  The spectrum of the light emerging from the gas cloud is found to contain a number of dark lines.Some electron energy levels in a hydrogen atom are illustrated in Fig. 8.2.  (DIAGRAM)  One dark line is observed at a wavelength of 435 nm.   Calculate the energy, in eV, of a photon of light of wavelength 435 nm.  energy = ........................................ eV [4]",E = hc /λ   = (6.63 × 10–34 × 3 × 108)/(435 × 10–9)   = 4.57 × 10–19 J  (allow 2 s.f.)   = (4.57 × 10–19)/(1.6 × 10–19) (eV)   = 2.86 eV  (allow 2 s.f.) C1 C1 C1  A1 [4],"The energy of a photon is calculated using \( E = \frac{hc}{\lambda} \).  
Substituting values:  
\( E = \frac{(6.63 \times 10^{-34} \, \text{J·s})(3 \times 10^{8} \, \text{m/s})}{435 \times 10^{-9} \, \text{m}} = 4.57 \times 10^{-19} \, \text{J} \).  
Convert to eV:  
\( E = \frac{4.57 \times 10^{-19} \, \text{J}}{1.6 \times 10^{-19} \, \text{J/eV}} = 2.86 \, \text{eV} \).  

energy = **2.86** eV [4]"
452,"White light is incident on a cloud of cool hydrogen gas, as illustrated in Fig. 8.1.  (DIAGRAM)  The spectrum of the light emerging from the gas cloud is found to contain a number of dark lines.Some electron energy levels in a hydrogen atom are illustrated in Fig. 8.2.  (DIAGRAM)  One dark line is observed at a wavelength of 435 nm.   On Fig. 8.2, draw an arrow to indicate the energy change that gives rise to this dark line. [1]",arrow pointing in either direction between –3.41eV and –0.55eV B1 [1],An arrow is drawn pointing from the energy level at –3.41 eV to the energy level at –0.55 eV. (DIAGRAM)
453,"The mean value of an alternating current is zero. Explain   why an alternating current gives rise to a heating effect in a resistor, .................................................................... [2]",either heating effect in a resistor ∝ (current)2 square of value of an alternating current is always positive so heating effect or current moves in opposite directions in resistor during half-cycles heating effect is independent of direction B1 B1 A0 (B1) (B1) [2],"The heating effect in a resistor depends on the square of the current (P = I²R). Although the mean alternating current is zero, the square of the current is always positive during both half-cycles. This results in a net energy transfer to the resistor, causing heating. The direction of the current does not affect the heating as the power dissipated is independent of current direction."
454,"The mean value of an alternating current is zero. Explain   by reference to heating effect, what is meant by the root-mean-square (r.m.s.) value of an alternating current. .................................................................... [2]",that value of the direct current producing the same heating effect (as the alternating current) in a resistor M1 A1 [2],"The root-mean-square (r.m.s.) value of an alternating current is the steady direct current that would produce the same heating effect in a resistor as the alternating current. This is because the heating effect depends on the square of the current, and the r.m.s. value is calculated by taking the square root of the mean (average) of the squared current over a full cycle."
455,A simple iron-cored transformer is illustrated in Fig. 7.1.  (DIAGRAM)    State Faraday's law of electromagnetic induction. .......................................................................... [2],induced e.m.f. proportional to the rate of change of (magnetic) flux (linkage) M1 A1 [2],The induced electromotive force is proportional to the rate of change of (magnetic) flux (linkage).
456,A simple iron-cored transformer is illustrated in Fig. 7.1.  (DIAGRAM)    Use Faraday's law to explain why the current in the primary coil is not in phase with the e.m.f. induced in the secondary coil. .......................................................................... [3],flux in core is in phase with current in the primary coil (induced) e.m.f. in secondary because coil cuts the flux flux and rate of change of flux are not in phase B1 B1 B1 [3],"The current in the primary coil produces a magnetic flux in the core, which is in phase with the primary current. According to Faraday’s law, the e.m.f. induced in the secondary coil is proportional to the rate of change of this flux. The rate of change of flux is greatest when the flux itself is zero (i.e., at the steepest part of the flux-time graph) and zero when the flux is at its maximum. This means the induced e.m.f. in the secondary coil is 90° out of phase with the flux, and hence also out of phase with the primary current. Therefore, the secondary e.m.f. lags the primary current by 90°."
457,Define electric potential at a point. .......................................................................... [2],work done in moving unit positive charge from infinity (to the point) M1 A1 [2],The electric potential at a point is the work done per unit positive charge in moving it from infinity to that point.
458,"An isolated solid metal sphere is positively charged. The variation of the potential V with distance x from the centre of the sphere is shown in Fig. 5.1.  (DIAGRAM)  Use Fig. 5.1 to suggest   why the radius of the sphere cannot be greater than 1.0 cm, .......................................................................... [1]","inside the sphere, the potential would be constant B1 [1]","The potential inside a conductor is constant. From the graph, the potential starts to decrease at x = 1.0 cm, meaning this must be the surface of the sphere where the potential begins to vary with distance. If the radius were greater than 1.0 cm, the potential would remain constant beyond 1.0 cm, which contradicts the graph."
459,An isolated solid metal sphere is positively charged. The variation of the potential V with distance x from the centre of the sphere is shown in Fig. 5.1.  (DIAGRAM)  Use Fig. 5.1 to suggest   that the charge on the sphere behaves as if it were a point charge. [3],"for point charge, Vx is constant co-ordinates clear and determines two values of Vx at least 4cm apart conclusion made clear B1 M1 A1 [3]","From the graph, outside the sphere (where x exceeds the sphere’s radius), the potential V decreases with distance x. For a point charge, \( V \propto \frac{1}{x} \), so \( Vx \) should be constant. Using the graph, two points beyond the sphere’s radius (e.g., at \( x_1 \) and \( x_2 \), at least 4 cm apart) are selected. Calculating \( V_1x_1 \) and \( V_2x_2 \), their values are approximately equal (e.g., \( Vx = 1.2 \times 10^6 \, \text{V} \times 0.63 \, \text{m} = 7.56 \times 10^5 \, \text{Vm} \) at different x values). Since \( Vx \) is constant, the charge behaves as a point charge."
460,"Assuming that the charge on the sphere does behave as a point charge, use data from Fig. 5.1 to determine the charge on the sphere.  charge = ..................................................... C [2]",q = 4πε0Vx q = 4π × 8.85 × 10–12 × 180 × 1.0 × 10–2   = 2.0 × 10–10C  M1 A1 [2],"The charge on the sphere can be calculated using \( Q = 4\pi \varepsilon_0 r V \). Substituting the given values:  
\( Q = 4\pi \times 8.85 \times 10^{-12} \times 1.0 \times 10^{-2} \times 180 \).  
First, \( 4\pi \times 8.85 \times 10^{-12} = 1.112 \times 10^{-10} \).  
Multiplying by \( 1.0 \times 10^{-2} \times 180 \):  
\( 1.112 \times 10^{-10} \times 1.8 = 2.0 \times 10^{-10} \, \text{C} \).  

charge = \(\boxed{2.0 \times 10^{-10}}\) C [2]"
461,State what is meant by simple harmonic motion. .......................................................................... [2],acceleration/ force proportional to displacement (from a fixed point) either acceleration and displacement in opposite directions or acceleration always directed towards a fixed point M1  M1 [2],Simple harmonic motion is a type of oscillation where the acceleration of an object is directly proportional to its displacement from a fixed equilibrium position. The acceleration is always directed towards this equilibrium point and is in the opposite direction to the displacement.
462,"A small ball rests at point P on a curved track of radius r, as shown in Fig. 4.1.  (DIAGRAM)  The ball is moved a small distance to one side and is then released. The horizontal displacement x of the ball is related to its acceleration a towards P by the expression            (DIAGRAM)  where g is the acceleration of free fall.   Show that the ball undergoes simple harmonic motion. ..................................................................... [2]",g and r are constant so a is proportional to x negative sign shows a and x are in opposite directions B1 B1 [2],"The acceleration a is given by a = -(g/r)x. Since g and r are constants, the acceleration is directly proportional to the displacement x. The negative sign indicates that the acceleration is directed in the opposite direction to the displacement. For SHM, the condition is a ∝ -x, which is satisfied here. Hence, the ball undergoes simple harmonic motion."
463,"A small ball rests at point P on a curved track of radius r, as shown in Fig. 4.1.  (DIAGRAM)  The ball is moved a small distance to one side and is then released. The horizontal displacement x of the ball is related to its acceleration a towards P by the expression            (DIAGRAM)  where g is the acceleration of free fall.   The radius r of curvature of the track is 28 cm. Determine the time interval τ between the ball passing point P and then returning to point P.  τ = ..................................................... s [3]",ω2 = g /r and ω = 2π/T ω2 = 9.8/ 0.28     = 35 T = 2π / √35 = 1.06s time interval τ = 0.53s C1  C1  A1 [3],"The ball undergoes simple harmonic motion since \( a = -\frac{g}{r}x \) matches the SHM form \( a = -\omega^2 x \). Comparing, \( \omega^2 = \frac{g}{r} \), so \( \omega = \sqrt{\frac{9.8}{0.28}} = \sqrt{35} \). The period \( T = \frac{2\pi}{\omega} = \frac{2\pi}{\sqrt{35}} \approx 1.06 \, \text{s} \). The time interval \( \tau \) is half the period: \( \tau = \frac{T}{2} = \frac{1.06}{2} \approx 0.53 \, \text{s} \).

\(\tau = 0.53 \, \text{s}\)"
464,"The variation with time t of the displacement x of the ball in (b) is shown in Fig. 4.2.  (DIAGRAM)  Some moisture now forms on the track, causing the ball to come to rest after approximately 15 oscillations. On the axes of Fig. 4.2, sketch the variation with time t of the displacement x of the ball for the first two periods after the moisture has formed. Assume the moisture forms at time t = 0. [3]",sketch: time period constant (or increases very slightly) drawn line always 'inside' given loops successive decrease in peak height M1 A1 A1 [3],"(DIAGRAM) Starting at t=0, the displacement curve remains oscillatory with the same time period as the original undamped graph. The amplitude decreases exponentially: each successive peak (positive and negative) is lower than the previous one, ensuring the damped curve lies entirely inside the original undamped oscillations. For the first two periods, the displacement at t=0 matches the original peak, the first trough is shallower, the next peak is reduced, and the second trough is even shallower, maintaining the original periodicity. The decay is gradual, showing a smooth envelope of decreasing amplitude."
465,"A large bowl is made from part of a hollow sphere. A small spherical ball is placed inside the bowl and is given a horizontal speed. The ball follows a horizontal circular path of constant radius, as shown in Fig. 2.1.  (DIAGRAM)  The forces acting on the ball are its weight W and the normal reaction force R of the bowl on the ball, as shown in Fig. 2.2.  (DIAGRAM)  The normal reaction force R is at an angle θ to the horizontal.    By resolving the reaction force R into two perpendicular components, show that the resultant force F acting on the ball is given by the expression                                                   W = F tan θ.    [2]  ","F = R cosθ W = R sinθ dividing, W = F tanθ (max. 1 if derivation to final line not shown) M1 M1 A0   [2]","To resolve the normal reaction force R, its horizontal component is R cosθ (providing the centripetal force F) and vertical component is R sinθ (balancing the weight W). Since vertical equilibrium: W = R sinθ. The resultant force F = R cosθ. Dividing these equations gives W/F = tanθ, so W = F tanθ."
466,"A large bowl is made from part of a hollow sphere. A small spherical ball is placed inside the bowl and is given a horizontal speed. The ball follows a horizontal circular path of constant radius, as shown in Fig. 2.1.  (DIAGRAM)  The forces acting on the ball are its weight W and the normal reaction force R of the bowl on the ball, as shown in Fig. 2.2.  (DIAGRAM)  The normal reaction force R is at an angle θ to the horizontal.    State the significance of the force F for the motion of the ball in the bowl.  ........................................................................................................................................... ...................................................................................................................................... [1]  ",provides the centripetal force B1 [1],The horizontal component of the normal reaction force R provides the centripetal force required for the ball's circular motion.
467,"A large bowl is made from part of a hollow sphere. A small spherical ball is placed inside the bowl and is given a horizontal speed. The ball follows a horizontal circular path of constant radius, as shown in Fig. 2.1.  (DIAGRAM)  The forces acting on the ball are its weight W and the normal reaction force R of the bowl on the ball, as shown in Fig. 2.2.  (DIAGRAM)  The normal reaction force R is at an angle θ to the horizontal.  The ball moves in a circular path of radius 14 cm. For this radius, the angle θ is 28°. Calculate the speed of the ball.    speed = ............................................... m s−1 [3]",either F = mv2/r and W = mg or v2 = rg/tanθ v2 = (14 × 10–2 × 9.8)/ tan 28°    = 2.58 v = 1.6ms–1  C1 C1  A1 [3],"The forces acting on the ball are its weight \( W = mg \) vertically downwards and the normal reaction \( R \) at an angle \( \theta = 28^\circ \). Resolving \( R \), its vertical component \( R\sin\theta \) balances \( W \), giving \( R\sin\theta = mg \). The horizontal component \( R\cos\theta \) provides the centripetal force: \( R\cos\theta = \frac{mv^2}{r} \). Dividing these equations eliminates \( R \):  
\[
\frac{R\cos\theta}{R\sin\theta} = \frac{\frac{mv^2}{r}}{mg} \Rightarrow \tan\theta = \frac{v^2}{rg} \Rightarrow v^2 = rg\tan\theta  
\]  
Substituting \( r = 0.14 \, \text{m} \), \( g = 9.81 \, \text{m s}^{-2} \), and \( \tan28^\circ \approx 0.5317 \):  
\[
v^2 = 0.14 \times 9.81 \div 0.5317 \approx 2.58 \Rightarrow v = \sqrt{2.58} \approx 1.6 \, \text{m s}^{-1}  
\]  
Speed = **1.6 m s⁻¹**."
468,An isolated spherical planet has a diameter of 6.8 × 106 m. Its mass of 6.4 × 1023 kg may be assumed to be a point mass at the centre of the planet.Show that the gravitational field strength at the surface of the planet is 3.7 N kg−1. [2]  ,g = GM/R2   = (6.67 × 10–11 × 6.4 × 1023)/(3.4 × 106)2 = 3.7Nkg–1 C1 A1 [2],"To calculate the gravitational field strength \( g \) at the surface of the planet, we use the formula:

\[
g = \frac{GM}{R^2}
\]

where \( G = 6.67 \times 10^{-11} \, \text{N m}^2 \, \text{kg}^{-2} \), \( M = 6.4 \times 10^{23} \, \text{kg} \), and \( R = \frac{6.8 \times 10^6}{2} = 3.4 \times 10^6 \, \text{m} \).

Substituting the values:

\[
g = \frac{(6.67 \times 10^{-11}) \times (6.4 \times 10^{23})}{(3.4 \times 10^6)^2}
\]

Calculate the numerator:

\[
6.67 \times 10^{-11} \times 6.4 \times 10^{23} = 42.688 \times 10^{12}
\]

Calculate the denominator:

\[
(3.4 \times 10^6)^2 = 11.56 \times 10^{12}
\]

Divide:

\[
g = \frac{42.688 \times 10^{12}}{11.56 \times 10^{12}} = \frac{42.688}{11.56} \approx 3.7 \, \text{N kg}^{-1}
\]

Thus, the gravitational field strength is \( 3.7 \, \text{N kg}^{-1} \)."
469,An isolated spherical planet has a diameter of 6.8 × 106 m. Its mass of 6.4 × 1023 kg may be assumed to be a point mass at the centre of the planet.A stone of mass 2.4 kg is raised from the surface of the planet through a vertical height of 1800 m. Use the value of field strength given in (a) to determine the change in gravitational potential energy of the stone. Explain your working.  change in energy = ...................................... J [3],∆EP = mg∆h because ∆h ≪ R (or 1800m ≪ 3.4 × 106 m) g is constant ∆EP = 2.4 × 3.7 × 1800    = 1.6 × 104 J (use of g = 9.8ms–2 max. 1 for explanation)  B1 C1 A1   [3],"The change in gravitational potential energy can be calculated using ΔEₚ = mgΔh because the vertical height (1800 m) is much smaller than the planet’s radius (3.4 × 10⁶ m), allowing us to assume g is constant. Using the given gravitational field strength g = 3.7 m s⁻²:  
ΔEₚ = 2.4 kg × 3.7 m s⁻² × 1800 m  
= 2.4 × 3.7 × 1800  
= 15,984 J ≈ 1.6 × 10⁴ J.  

The change in energy is **1.6 × 10⁴ J**."
