,question,explanation,answer,index
1106,A ball is thrown from A to B as shown in Fig. 2.1.  (DIAGRAM)  The ball is thrown with an initial velocity V at 60° to the horizontal. The variation with time t of the vertical component Vv of the velocity of the ball from t = 0 to t = 0.60 s is shown in Fig. 2.2.  (DIAGRAM)  Assume air resistance is negligible.  Calculate the horizontal component Vh of the velocity of the ball at time t = 0.  Vh = ................................................. m s−1 [2],"   {The value of the complete velocity vector V is not given. Only a component is given in the graph. So, from the vertical component of velocity Vv, we can calculate the overall velocity V and then calculate the horizontal component from it.}   EITHER Horizontal component Vh = V cos 60° and Vv = V sin 60°  {Alternatively, the component could be calculate directly as follows}   OR Vh = 5.9 / tan 60° OR Vh = 5.9 tan 30° Horizontal component Vh = 3.4 ms-1 ",Vh = V cos 60° and Vv = V sin 60° or Vh = 5.9 / tan 60° or Vh = 5.9 tan 30° Vh = 3.4 ms−1 C1 A1 [2],"(350, 'a.iii')"
1107,"A ball is thrown from A to B as shown in Fig. 2.1.  (DIAGRAM)  The ball is thrown with an initial velocity V at 60° to the horizontal. The variation with time t of the vertical component Vv of the velocity of the ball from t = 0 to t = 0.60 s is shown in Fig. 2.2.  (DIAGRAM)  Assume air resistance is negligible.  On Fig. 2.2, sketch the variation with t of Vh. Label this sketch Vh. [1]  ",   {The horizontal component is not affected by gravity.}   The graph is a horizontal line at 3.4 from t = 0 to t = 1.2 s [to half a small square],horizontal line at 3.4 from t = 0 to t = 1.2s  [to half a small square]  B1 [1],"(350, 'a.iv')"
1108,"A ball is thrown from A to B as shown in Fig. 2.1.  (DIAGRAM)  The ball is thrown with an initial velocity V at 60° to the horizontal. The variation with time t of the vertical component Vv of the velocity of the ball from t = 0 to t = 0.60 s is shown in Fig. 2.2.  (DIAGRAM)  Assume air resistance is negligible.The ball has mass 0.65 kg. Calculate, for the ball,  the maximum kinetic energy,  maximum kinetic energy = ..................................J [3]",   {The speed used here is the overall velocity V and can be calculated as shown above.}   Kinetic energy = ½ mv2 = 0.5 (0.65) (6.81)2 = 15 (15.1) J,KE = ½mv2 = ½ × 0.65 × (6.81)2  [allow if valid method to find v] = 15 (15.1) J C1 C1 A1 [3],"(350, 'b.i')"
1109,"A ball is thrown from A to B as shown in Fig. 2.1.  (DIAGRAM)  The ball is thrown with an initial velocity V at 60° to the horizontal. The variation with time t of the vertical component Vv of the velocity of the ball from t = 0 to t = 0.60 s is shown in Fig. 2.2.  (DIAGRAM)  Assume air resistance is negligible.The ball has mass 0.65 kg. Calculate, for the ball,  the maximum potential energy above the ground.  maximum potential energy = .............................J [2]",  Potential energy (= mgh) = 0.65 (9.81) (1.77) = 11 (11.3) J,PE = 0.65 × 9.81 × 1.77    = 11(11.3) J C1 A1 [2],"(350, 'b.ii')"
1110,The Young modulus of the metal of a wire is 1.8 × 1011 Pa. The wire is extended and the strain produced is 8.2 × 10–4. Calculate the stress in GPa.  stress = ..............................................GPa [2],Stress = Young modulus × strain = (1.8 × 1011) × (8.2 × 10–4) OR = 1.476 × 108 Stress = 0.15 (0.148) GPa,stress = Young modulus × strain   = 1.8 × 1011 × 8.2 × 10–4 or 1.476 × 108   = 0.15 (0.148) GPa  C1 A1 [2],"(351, 'a')"
1111,An electromagnetic wave has frequency 12 THz.  Calculate the wavelength in μm.  wavelength = .....................................................μm [2] ,  Wavelength = (3 × 108) / (12 × 1012) = 25 μm,wavelength = 3 × 108 / 12 × 1012   = 25µm C1 A1 [2],"(351, 'b.i')"
1112,An electromagnetic wave has frequency 12 THz.  State the name of the region of the electromagnetic spectrum for this frequency. ......................................................................[1],  Infra-red / IR,infra-red/ IR B1 [1],"(351, 'b.ii')"
1113,"An object B is on a horizontal surface. Two forces act on B in this horizontal plane. A vector diagram for these forces is shown to scale in Fig. 1.1.  (DIAGRAM)  A force of 7.5 N towards north and a force of 2.5 N from 30° north of east act on B. The mass of B is 750 g.    On Fig. 1.1, draw an arrow to show the approximate direction of the resultant of these two forces. [1]  ","  The arrow should be drawn up to the left of the 7.5 N force, approximately 5° to 40° to west of north  (DIAGRAM) ",arrow drawn up to the left of 7.5N force approximately 5° to 40° to west of north A1 [1],"(351, 'c.i')"
1114,An object B is on a horizontal surface. Two forces act on B in this horizontal plane. A vector diagram for these forces is shown to scale in Fig. 1.1.  (DIAGRAM)  A force of 7.5 N towards north and a force of 2.5 N from 30° north of east act on B. The mass of B is 750 g.    1. Show that the magnitude of the resultant force on B is 6.6 N. [1]  2. Calculate the magnitude of the acceleration of B produced by this resultant force.   magnitude = .............................. m s–2 [2],"  1. A correct vector triangle or working to show that magnitude of resultant force = 6.6 N  A triangle is formed with the 2.5N vector at an angle of 60° to the vertical 7.5N vector. Since the resultant vector is opposite to the 60° angle, the cosine rule can be used. Let the resultant vector be R. R2 = 7.52 + 2.52 – 2(7.5)(2.5)cos 60° Resultant vector R = 6.6N  (allow 6.5 to 6.7 N if scale diagram)  2.  {Resultant force F = ma}   Magnitude of acceleration a = 6.6 / 0.75 = 8.8 m s–2 [scale diagram: (6.5 to 6.7) / 0.75] [scale diagram: 8.7 – 8.9 m s–2]",1. correct vector triangle or working to show    magnitude of resultant force = 6.6N     allow 6.5 to 6.7N if scale diagram  M1 [1]   2. magnitude of acceleration = 6.6 / 0.75    [scale diagram: (6.5 to 6.7) / 0.75]    = 8.8 ms–2 [scale diagram: 8.7 – 8.9 ms–2] C1  A1 [2],"(351, 'c.ii')"
1115,An object B is on a horizontal surface. Two forces act on B in this horizontal plane. A vector diagram for these forces is shown to scale in Fig. 1.1.  (DIAGRAM)  A force of 7.5 N towards north and a force of 2.5 N from 30° north of east act on B. The mass of B is 750 g.    Determine the angle between the direction of the acceleration and the direction of the 7.5 N force.  angle = ........................................................ ° [1],"   {The acceleration is in the same direction as the resultant force. Let the required angle be Consider the triangle formed by the 3 vectors (same triangle as in part (c)(ii)1.). Using sine rule, sin θ/ 2.5 = sin 60 / 6.6 Angle = sin-1 (2.5sin 60 / 6.6) = 19°}   Angle = 19° [use of scale diagram allow 17° to 21° (a diagram must be seen)]",19° [use of scale diagram allow 17° to 21° (a diagram must be seen)]  B1 [1],"(351, 'c.iii')"
1116,One likely means by which nuclear fusion may be achieved on a practical scale is the D-T reaction.State what is meant by nuclear fusion. .............................................................................. [1],"In nuclear fusion, ‘light’ nuclei combine to form a ‘heavier’ nuclei",'light' nuclei combine to form 'heavier' nuclei B1 [1],"(353, 'a')"
1117,"One likely means by which nuclear fusion may be achieved on a practical scale is the D-T reaction.In the D-T reaction, a deuterium (21H) nucleus fuses with a tritium (31H) nucleus to form a helium-4 (42He) nucleus. The nuclear equation for the reaction is       (DIAGRAM)  Some data for this reaction are given in Fig. 9.1.  (DIAGRAM)    Calculate the energy, in MeV, equivalent to 1.00 u. Explain your working.  energy = ........................................ MeV [3]","   {u = 1.66×10–27 kg}   EITHER energy = c2Δm    OR energy = (3.00 × 108)2 × 1.66×10–27 energy = 1.494 × 10–10 J  {To convert J into eV, we divide by the charge of an electron (1.60 × 10–19C). To convert eV to MeV, we divide by 106. Thus, to convert J to MeV, we divide by (1.60 × 10–19 × 106 = 1.60 × 10–13).}   Energy = (1.494 × 10–10) / (1.60 × 10–13) Energy = 934 MeV (3 s.f.)",either energy = c2∆m or energy = (3.00 × 108)2 × 1.66 × 10–27 energy = 1.494 × 10–10 J   = (1.494 × 10–10)/(1.60 × 10–13)   = 934MeV (3 s.f.)  C1 C1  A1 [3],"(353, 'b.i')"
1118,"One likely means by which nuclear fusion may be achieved on a practical scale is the D-T reaction.In the D-T reaction, a deuterium (21H) nucleus fuses with a tritium (31H) nucleus to form a helium-4 (42He) nucleus. The nuclear equation for the reaction is       (DIAGRAM)  Some data for this reaction are given in Fig. 9.1.  (DIAGRAM)    Use data from Fig. 9.1 and your answer in (i) to determine the energy released in this D-T reaction.  energy = ......................................... MeV [2]",   {Δm = (mass of deuterium + mass of tritium) – (mass of helium-4 + mass of neutron)}   Δm = (2.01356 + 3.01551) – (4.00151 + 1.00867) Δm = 5.02907 – 5.01018 Δm = 0.01889 u  {1 u = 934 MeV}   Energy = 0.01889 × 934 Energy = 17.6 MeV,∆m = (2.01356 + 3.01551) – (4.00151 + 1.00867)   = 5.02907 – 5.01018   = 0.01889u C1 [2] energy = 0.01889 × 934   = 17.6 MeV (allow 2 s.f.) A1,"(353, 'b.ii')"
1119,"One likely means by which nuclear fusion may be achieved on a practical scale is the D-T reaction.In the D-T reaction, a deuterium (21H) nucleus fuses with a tritium (31H) nucleus to form a helium-4 (42He) nucleus. The nuclear equation for the reaction is       (DIAGRAM)  Some data for this reaction are given in Fig. 9.1.  (DIAGRAM)    Suggest why, for the D-T reaction to take place, the temperature of the deuterium and the tritium must be high. ....................................................................... [2]","  A high temperature means high speeds / kinetic energy of the nuclei. Deuterium and Tritium nuclei could collide despite repelling one another.  {There would be repulsion between the deuterium and the tritium nuclei. So, the kinetic energy of these nuclei would need to be very high so that the nuclei could approach one another and thus fusion could take place.} ",high temperature means high speeds / kinetic energy of nuclei D and T nuclei collide despite repelling one another B1 B1 [2],"(353, 'b.iii')"
1120,"White light is incident on a cloud of cool hydrogen gas, as illustrated in Fig. 8.1.  (DIAGRAM)  The spectrum of the light emerging from the gas cloud is found to contain a number of dark lines.Explain why these dark lines occur. ......................................................................... [3]",The photon is 'absorbed' by the electrons. The photon has energy equal to the difference in energy of two energy levels. The electron de-excites emitting photon (of same energy) in any direction.,photon 'absorbed' by electron photon has energy equal to difference in energy of two energy levels electron de-excites emitting photon (of same energy) in any direction B1 B1 B1 [3],"(354, 'a')"
1121,"White light is incident on a cloud of cool hydrogen gas, as illustrated in Fig. 8.1.  (DIAGRAM)  The spectrum of the light emerging from the gas cloud is found to contain a number of dark lines.Some electron energy levels in a hydrogen atom are illustrated in Fig. 8.2.  (DIAGRAM)  One dark line is observed at a wavelength of 435 nm.   Calculate the energy, in eV, of a photon of light of wavelength 435 nm.  energy = ........................................ eV [4]","  Energy E = hc / λ E = (6.63×10–34 × 3×108) / (435×10–9) E = 4.57 × 10–19 J  {To convert energy in J to eV, we divide by the charge of an electron.}   E = (4.57 × 10–19) / (1.6 × 10–19) (eV) E = 2.86 eV",E = hc /λ   = (6.63 × 10–34 × 3 × 108)/(435 × 10–9)   = 4.57 × 10–19 J  (allow 2 s.f.)   = (4.57 × 10–19)/(1.6 × 10–19) (eV)   = 2.86 eV  (allow 2 s.f.) C1 C1 C1  A1 [4],"(354, 'b.i')"
1122,"White light is incident on a cloud of cool hydrogen gas, as illustrated in Fig. 8.1.  (DIAGRAM)  The spectrum of the light emerging from the gas cloud is found to contain a number of dark lines.Some electron energy levels in a hydrogen atom are illustrated in Fig. 8.2.  (DIAGRAM)  One dark line is observed at a wavelength of 435 nm.   On Fig. 8.2, draw an arrow to indicate the energy change that gives rise to this dark line. [1]",  arrow pointing in either direction between –3.41 eV and –0.55 eV  {We need to consider 2 energy levels that have a difference in energy of 2.86eV. These are the energy levels –3.41 eV and –0.55 eV.} ,arrow pointing in either direction between –3.41eV and –0.55eV B1 [1],"(354, 'b.ii')"
1123,"The mean value of an alternating current is zero. Explain   why an alternating current gives rise to a heating effect in a resistor, .................................................................... [2]",  {Power loss in a resistor = I2R.} EITHER The heating effect in a resistor (current)2. But the square of value of an alternating current is always positive. So there is a heating effect. OR The current moves in opposite directions in the resistor during half-cycles. The heating effect is independent of direction.,either heating effect in a resistor ∝ (current)2 square of value of an alternating current is always positive so heating effect or current moves in opposite directions in resistor during half-cycles heating effect is independent of direction B1 B1 A0 (B1) (B1) [2],"(355, 'a.i')"
1124,"The mean value of an alternating current is zero. Explain   by reference to heating effect, what is meant by the root-mean-square (r.m.s.) value of an alternating current. .................................................................... [2]","  It is that value of the direct current, producing the same heating effect (as the alternating current) in a resistor.",that value of the direct current producing the same heating effect (as the alternating current) in a resistor M1 A1 [2],"(355, 'a.ii')"
1125,A simple iron-cored transformer is illustrated in Fig. 7.1.  (DIAGRAM)    State Faraday's law of electromagnetic induction. .......................................................................... [2],  Faraday's law of electromagnetic induction states that the induced e.m.f. is proportional to the rate of change of (magnetic) flux (linkage).,induced e.m.f. proportional to the rate of change of (magnetic) flux (linkage) M1 A1 [2],"(355, 'b.i')"
1126,A simple iron-cored transformer is illustrated in Fig. 7.1.  (DIAGRAM)    Use Faraday's law to explain why the current in the primary coil is not in phase with the e.m.f. induced in the secondary coil. .......................................................................... [3],  The flux in the core is in phase with the current in the primary coil. There is an (induced) e.m.f. in the secondary coil because the coil cuts the flux. The flux and the rate of change of flux are not in phase.,flux in core is in phase with current in the primary coil (induced) e.m.f. in secondary because coil cuts the flux flux and rate of change of flux are not in phase B1 B1 B1 [3],"(355, 'b.ii')"
1127,Define electric potential at a point. .......................................................................... [2],The electric potential at a point is defined as the work done in moving unit positive charge from infinity (to the point).,work done in moving unit positive charge from infinity (to the point) M1 A1 [2],"(356, 'a')"
1128,"An isolated solid metal sphere is positively charged. The variation of the potential V with distance x from the centre of the sphere is shown in Fig. 5.1.  (DIAGRAM)  Use Fig. 5.1 to suggest   why the radius of the sphere cannot be greater than 1.0 cm, .......................................................................... [1]","  In the sphere, the electric potential is constant.","inside the sphere, the potential would be constant B1 [1]","(356, 'b.i')"
1129,An isolated solid metal sphere is positively charged. The variation of the potential V with distance x from the centre of the sphere is shown in Fig. 5.1.  (DIAGRAM)  Use Fig. 5.1 to suggest   that the charge on the sphere behaves as if it were a point charge. [3],"  For a point charge, the product Vx is constant.  {We need to use points from the graph to show that the products for these points are constant.}   The co-ordinates should be clear and we need to determine two values of Vx at least 4 cm apart.  {Consider the points (6, 30) and (2, 90) from the graph. The product of both of them give a value of 180. So, the product obtained is constant at different points.}   Conclusion made clear:  since the product is constant, the charge on the sphere behaves as if it were a point charge. ","for point charge, Vx is constant co-ordinates clear and determines two values of Vx at least 4cm apart conclusion made clear B1 M1 A1 [3]","(356, 'b.ii')"
1130,"Assuming that the charge on the sphere does behave as a point charge, use data from Fig. 5.1 to determine the charge on the sphere.  charge = ..................................................... C [2]", {Vx = 180 Vcm = 180 × (1.0 × 10–2) Vm}   Charge q = 4πε0Vx = 4π × (8.85 × 10–12) × 180 × (1.0 × 10–2) = 2.0 × 10–10 C,q = 4πε0Vx q = 4π × 8.85 × 10–12 × 180 × 1.0 × 10–2   = 2.0 × 10–10C  M1 A1 [2],"(356, 'c')"
1131,State what is meant by simple harmonic motion. .......................................................................... [2],"For a simple harmonic motion, the acceleration / force is proportional to the displacement (from a fixed point) and the EITHER acceleration and displacement are in opposite directionsOR acceleration is always directed towards a fixed point",acceleration/ force proportional to displacement (from a fixed point) either acceleration and displacement in opposite directions or acceleration always directed towards a fixed point M1  M1 [2],"(357, 'a')"
1132,"A small ball rests at point P on a curved track of radius r, as shown in Fig. 4.1.  (DIAGRAM)  The ball is moved a small distance to one side and is then released. The horizontal displacement x of the ball is related to its acceleration a towards P by the expression            (DIAGRAM)  where g is the acceleration of free fall.   Show that the ball undergoes simple harmonic motion. ..................................................................... [2]","  Acceleration due to gravity, g and radius r are constant, so the acceleration a is proportional to the displacement x. The negative sign shows that a and x are in opposite directions.",g and r are constant so a is proportional to x negative sign shows a and x are in opposite directions B1 B1 [2],"(357, 'b.i')"
1133,"A small ball rests at point P on a curved track of radius r, as shown in Fig. 4.1.  (DIAGRAM)  The ball is moved a small distance to one side and is then released. The horizontal displacement x of the ball is related to its acceleration a towards P by the expression            (DIAGRAM)  where g is the acceleration of free fall.   The radius r of curvature of the track is 28 cm. Determine the time interval τ between the ball passing point P and then returning to point P.  τ = ..................................................... s [3]","   {For simple harmonic motion, acceleration a = – ω2x a = – ω2x = – gx / r giving}   ω2 = g / r      and     ω = 2π / T ω2 = 9.8 / 0.28 = 35 T = {2π / ω2 =} 2π / √35 = 1.06 s  {The ‘T’ calculated above is the period. The question asks for only the time interval τ between the ball passing point P and then returning to point P. This is half the period T.}   time interval τ = {T/2 =} 0.53 s",ω2 = g /r and ω = 2π/T ω2 = 9.8/ 0.28     = 35 T = 2π / √35 = 1.06s time interval τ = 0.53s C1  C1  A1 [3],"(357, 'b.ii')"
1134,"The variation with time t of the displacement x of the ball in (b) is shown in Fig. 4.2.  (DIAGRAM)  Some moisture now forms on the track, causing the ball to come to rest after approximately 15 oscillations. On the axes of Fig. 4.2, sketch the variation with time t of the displacement x of the ball for the first two periods after the moisture has formed. Assume the moisture forms at time t = 0. [3]",sketch: time period constant (or increases very slightly) drawn line always ‘inside’ given loops successive decrease in peak height  (DIAGRAM) ,sketch: time period constant (or increases very slightly) drawn line always 'inside' given loops successive decrease in peak height M1 A1 A1 [3],"(357, 'c')"
1135,"A large bowl is made from part of a hollow sphere. A small spherical ball is placed inside the bowl and is given a horizontal speed. The ball follows a horizontal circular path of constant radius, as shown in Fig. 2.1.  (DIAGRAM)  The forces acting on the ball are its weight W and the normal reaction force R of the bowl on the ball, as shown in Fig. 2.2.  (DIAGRAM)  The normal reaction force R is at an angle θ to the horizontal.    By resolving the reaction force R into two perpendicular components, show that the resultant force F acting on the ball is given by the expression                                                   W = F tan θ.    [2]  ","   {The weight acts vertically down, so it does not have any horizontal component. The force component of the force F is then only due to the horizontal component of the reaction force R.}   F = R cosθ  {The path is circular with a constant radius. This means that the ball does not move up or down in the surface of the sphere. Thus, the resultant vertical component of the force on the ball is zero – that is, the vertical upward component of the reaction force R is equal to the downward weight.}   W = R sinθ  {Dividing the equations eliminate R and gives the required expression.}   dividing, W = F tanθ","F = R cosθ W = R sinθ dividing, W = F tanθ (max. 1 if derivation to final line not shown) M1 M1 A0   [2]","(358, 'a.i')"
1136,"A large bowl is made from part of a hollow sphere. A small spherical ball is placed inside the bowl and is given a horizontal speed. The ball follows a horizontal circular path of constant radius, as shown in Fig. 2.1.  (DIAGRAM)  The forces acting on the ball are its weight W and the normal reaction force R of the bowl on the ball, as shown in Fig. 2.2.  (DIAGRAM)  The normal reaction force R is at an angle θ to the horizontal.    State the significance of the force F for the motion of the ball in the bowl.  ........................................................................................................................................... ...................................................................................................................................... [1]  ",  The force F provides the centripetal force.,provides the centripetal force B1 [1],"(358, 'a.ii')"
1137,"A large bowl is made from part of a hollow sphere. A small spherical ball is placed inside the bowl and is given a horizontal speed. The ball follows a horizontal circular path of constant radius, as shown in Fig. 2.1.  (DIAGRAM)  The forces acting on the ball are its weight W and the normal reaction force R of the bowl on the ball, as shown in Fig. 2.2.  (DIAGRAM)  The normal reaction force R is at an angle θ to the horizontal.  The ball moves in a circular path of radius 14 cm. For this radius, the angle θ is 28°. Calculate the speed of the ball.    speed = ............................................... m s−1 [3]"," {As shown above, W = F tanθ. The weight W is equal to mg. The resultant force F provides the centripetal force, given by mv2 / r. Replacing these in the equation (W = F tanθ) allows us to solve for speed v.}   EITHER F = mv2 / r and W = mg  {W = F tanθ giving mg = (mv2 / r) tan θ}   OR v2 = rg / tan θ v2 = (14×10–2 × 9.8) / tan 28° = 2.58 Speed v = 1.6 m s–1",either F = mv2/r and W = mg or v2 = rg/tanθ v2 = (14 × 10–2 × 9.8)/ tan 28°    = 2.58 v = 1.6ms–1  C1 C1  A1 [3],"(358, 'b')"
1138,An isolated spherical planet has a diameter of 6.8 × 106 m. Its mass of 6.4 × 1023 kg may be assumed to be a point mass at the centre of the planet.Show that the gravitational field strength at the surface of the planet is 3.7 N kg−1. [2]  ,"Gravitational field strength, g = GM / R2 Gravitational field strength, g = (6.67 × 10–11) (6.4 × 1023) / (3.4 × 106)2 = 3.7 Nkg-1",g = GM/R2   = (6.67 × 10–11 × 6.4 × 1023)/(3.4 × 106)2 = 3.7Nkg–1 C1 A1 [2],"(359, 'a')"
1139,An isolated spherical planet has a diameter of 6.8 × 106 m. Its mass of 6.4 × 1023 kg may be assumed to be a point mass at the centre of the planet.A stone of mass 2.4 kg is raised from the surface of the planet through a vertical height of 1800 m. Use the value of field strength given in (a) to determine the change in gravitational potential energy of the stone. Explain your working.  change in energy = ...................................... J [3],"Change in gravitational potential energy, ΔEP = mgΔh because the vertical height Δh << R (or 1800 m << 3.4 × 106 m) the gravitational field strength g is constant Change in gravitational potential energy, ΔEP = 2.4 × 3.7 × 1800 = 1.6 × 104 J",∆EP = mg∆h because ∆h ≪ R (or 1800m ≪ 3.4 × 106 m) g is constant ∆EP = 2.4 × 3.7 × 1800    = 1.6 × 104 J (use of g = 9.8ms–2 max. 1 for explanation)  B1 C1 A1   [3],"(359, 'b')"
1140,"An isolated spherical planet has a diameter of 6.8 × 106 m. Its mass of 6.4 × 1023 kg may be assumed to be a point mass at the centre of the planet.A rock, initially at rest at infinity, moves towards the planet. At point P, its height above the surface of the planet is 3.5 D, where D is the diameter of the planet, as shown in Fig. 1.1.  (DIAGRAM)  Calculate the speed of the rock at point P, assuming that the change in gravitational potential energy is all transferred to kinetic energy.  speed = ............................................... m s−1 [4]","Gravitational potential energy = (–) GMm / x  {x is the separation between the rock and the centre of the planet (since the planet is considered to be a point mass, all its mass is concentrated at the centre).} {The GPE is all transferred to kinetic energy. So, considering the magnitudes, ½ mv2 = GMm / x, giving v2 = 2GM / x.}   v2 = 2GM / x  {The rock is at a distance 3.5D from the surface of the planet. The surface is itself at a distance of D/2 = 0.5D form the centre of the planet. So, x = 3.5D + 0.5D = 4D}   Separation x = 4D = 4 × (6.8 × 106) m v2 = 2 × (6.67 × 10–11) × (6.4 × 1023) / (4 × 6.8 × 106) = 3.14 × 106 Speed v = 1.8 × 103 m s–1","gravitational potential energy = (–)GMm/ x v2 = 2GM / x x = 4D = 4 × 6.8 × 106 C1 C1 C1 [4] v2 = (2 × 6.67 × 10–11 × 6.4 × 1023)/(4 × 6.8 × 106)  = 3.14 × 106 v = 1.8 × 103 ms–1  (use of 3.5D giving 1.9 × 103 ms–1, allow max. 3)  A1","(359, 'c')"
1141,"On Fig. 5.1, sketch the temperature characteristic of a thermistor. [2]  (DIAGRAM) ","It is a curved line showing decreasing gradient with temperature rise. It be a smooth line not touching temperature axis, not horizontal or vertical anywhere.  (DIAGRAM) ","curved line showing decreasing gradient with temperature rise smooth line not touching temperature axis, not horizontal or vertical anywhere M1 A1 [2]","(360, 'a')"
1142,"A potential divider circuit is shown in Fig. 5.2.  (DIAGRAM)  The battery of electromotive force (e.m.f.) 12 V and negligible internal resistance is connected in series with resistors X and Y and thermistor Z. The resistance of Y is 15 kΩ and the resistance of Z at a particular temperature is 3.0 kΩ. The potential difference (p.d.) across Y is 8.0 V.   Explain why the power transformed in the battery equals the total power transformed in X, Y and Z. ....................................................................... [1]",  There is (no energy lost in battery because) no/negligible internal resistance,(no energy lost in battery because) no/negligible internal resistance B1 [1],"(360, 'b.i')"
1143,A potential divider circuit is shown in Fig. 5.2.  (DIAGRAM)  The battery of electromotive force (e.m.f.) 12 V and negligible internal resistance is connected in series with resistors X and Y and thermistor Z. The resistance of Y is 15 kΩ and the resistance of Z at a particular temperature is 3.0 kΩ. The potential difference (p.d.) across Y is 8.0 V.   Calculate the current in the circuit.  current = ...................................................... A [2],"  Current I = V / R  {The correct potential difference should be selected across the relevant resistor to obtain the correct circuit current. The current in the circuit is the same everywhere as it is a series connection. Current through Y = p.d. across Y / resistance of Y = 8 / 15×103 (this is the easiest) Current in complete circuit = e.m.f / total resistance in circuit. Here the resistance of Z should be found from the potential divider equation. The same goes for the other equivalent calculations – where we need to calculate additional quantities to find the current. So, you are recommended to use the above one.}   Current I = 8 / 15×103 or 1.6 / 3.0×103 or 2.4 / 4.5×103 or 12 / 22.5×103 Current I = 0.53 × 10–3 A",I = V/R   = 8/15 × 103 or 1.6/3.0 × 103 or 2.4/4.5 × 103 or 12/22.5 × 103   = 0.53 × 10–3A C1 A1 [2],"(360, 'b.ii')"
1144,A potential divider circuit is shown in Fig. 5.2.  (DIAGRAM)  The battery of electromotive force (e.m.f.) 12 V and negligible internal resistance is connected in series with resistors X and Y and thermistor Z. The resistance of Y is 15 kΩ and the resistance of Z at a particular temperature is 3.0 kΩ. The potential difference (p.d.) across Y is 8.0 V.   Calculate the resistance of X.  resistance = ............................................ Ω [3],"  EITHER  {p.d. across X = 12 – p.d. across Y – p.d. across Z p.d. across Y = 8.0 V and p.d. across Z = IR = 3.0×103 × 0.53×10–3}   p.d. across X = 12 – 8.0 – (3.0×103 × 0.53×10–3)(= 2.4 V) RX {= V / I} = 2.4 / (0.53 × 10–3) OR  {Here, we find the total resistance first and from there, calculate the resistance of X.}   Rtot = 12 / 0.53 × 10–3 (= 22.5 × 103 Ω) RX = (22.5 – 15.0 – 3.0) × 103 RX = 4.5(2) × 103 Ω",p.d. across X = 12 – 8.0 – 3.0 × 103 × 0.53 × 10–3 (= 2.4V)  RX = 2.4/(0.53 × 10–3) or Rtot = 12/0.53 × 10–3 (= 22.5 × 103 Ω) RX = (22.5 – 15.0 – 3.0) × 103 4.5(2) × 103 Ω C1 C1  (C1) (C1) A1 [3],"(360, 'b.iii')"
1145,A potential divider circuit is shown in Fig. 5.2.  (DIAGRAM)  The battery of electromotive force (e.m.f.) 12 V and negligible internal resistance is connected in series with resistors X and Y and thermistor Z. The resistance of Y is 15 kΩ and the resistance of Z at a particular temperature is 3.0 kΩ. The potential difference (p.d.) across Y is 8.0 V.   The temperature of Z is increased. State and explain the effect on the potential difference across Z. ........................................................................... [2],"  EITHER The resistance decreases and hence, the current (in the circuit) is greater. This causes the p.d. across X and Y to be greater, hence the p.d across Z decreases. OR explanation in terms of potential divider: RZ decreases, so RZ / (RX + RY + RZ) is less. Therefore the p.d. across Z decreases.",resistance decreases hence current (in circuit) is greater p.d. across X and Y is greater hence p.d across Z decreases  or explanation in terms of potential divider:  RZ decreases so RZ /(RX + RY + RZ) is less  therefore p.d. across Z decreases M1 A1   (M1) (A1) [2],"(360, 'b.iv')"
1146,"A rod PQ is attached at P to a vertical wall, as shown in Fig. 3.1.  (DIAGRAM)  The length of the rod is 1.60 m. The weight W of the rod acts 0.64 m from P. The rod is kept horizontal and in equilibrium by a wire attached to Q and to the wall at R. The wire provides a force F on the rod of 44 N at 30° to the horizontal.Determine  the vertical component of F,  vertical component = ....................................... N [1]",  Vertical component = 44 sin 30° = 22 N,(vertical component = 44 sin 30° =) 22N A1 [1],"(361, 'a.i')"
1147,"A rod PQ is attached at P to a vertical wall, as shown in Fig. 3.1.  (DIAGRAM)  The length of the rod is 1.60 m. The weight W of the rod acts 0.64 m from P. The rod is kept horizontal and in equilibrium by a wire attached to Q and to the wall at R. The wire provides a force F on the rod of 44 N at 30° to the horizontal.Determine  the horizontal component of F.  horizontal component = .................................. N [1]",  Horizontal component = 44 cos 30° = 38(.1) N,(horizontal component = 44 cos 30° =) 38(.1)N A1 [1],"(361, 'a.ii')"
1148,"A rod PQ is attached at P to a vertical wall, as shown in Fig. 3.1.  (DIAGRAM)  The length of the rod is 1.60 m. The weight W of the rod acts 0.64 m from P. The rod is kept horizontal and in equilibrium by a wire attached to Q and to the wall at R. The wire provides a force F on the rod of 44 N at 30° to the horizontal.By taking moments about P, determine the weight W of the rod.  W = ...................................................... N [2]", {The vertical component of F acts at a distance of (0.64 + 0.96 =) 1.60m from the pivot. Clockwise moment = Anti-clockwise moment}   W × 0.64 = 22 × 1.60 W = 55 N,W × 0.64 = 22 × 1.60 (W =) 55 N C1 A1 [2],"(361, 'b')"
