,Question,Mark Scheme,Response
719,"The Sun is one of many billions of stars in the Milky Way. The Sun emits a very large quantity of energy as electromagnetic radiation.  Approximately 4.6 billion years ago, the Sun formed from an interstellar cloud of gas and became a stable star.  Describe and explain what happens as a protostar becomes a stable star.  ........................................................................................................................................... ........................................................................................................................................... ........................................................................................................................................... ..................................................................................................................................... [3]", any three from:  (nuclear) fusion / nuclear reactions (in the star) forces are balanced gravitational force is inwards outwards force is due to high temperature    B3,"As a protostar contracts under its own **gravitational force** (which pulls matter inward), the core temperature rises dramatically due to the conversion of gravitational potential energy into thermal energy. When the core reaches about 10 million degrees Celsius, **nuclear fusion** begins—hydrogen nuclei fuse to form helium, releasing enormous energy as electromagnetic radiation. This energy heats the gas, creating an **outward force due to high temperature** (thermal pressure). Eventually, the outward force exactly balances the inward gravitational force. When these forces are balanced, the protostar stops contracting and becomes a **stable star**, maintaining a constant size and energy output for billions of years.  

*(Key points covered: gravitational force inwards, nuclear fusion, outward force due to temperature, and force balance.)*"
720,The isotope thallium-208  (DIAGRAM)  is radioactive. It decays by β-decay.  Thallium-208 decays to an isotope of lead (Pb).  Complete the equation for this decay.   (DIAGRAM) [3]  , B1  B1  B1,"To complete the equation for the β-decay of thallium-208 (²⁰⁸Tl) to an isotope of lead (Pb), recall that in β-decay:
- A neutron transforms into a proton, emitting an electron (β-particle) and an antineutrino.
- The **mass number (A) remains unchanged**.
- The **atomic number (Z) increases by 1** (since a proton is added).

Thallium (Tl) has an atomic number of **81**. After β-decay:
- Mass number: **208** (unchanged).
- Atomic number: **81 + 1 = 82** (which corresponds to lead, Pb).

The β-particle is represented as ⁰₋₁β (electron with mass number 0 and atomic number −1).  
The completed equation is:  
**²⁰⁸₈₁Tl → ²⁰⁸₈₂Pb + ⁰₋₁β**  

**Explanation:**  
- The mass numbers balance: 208 = 208 + 0.  
- The atomic numbers balance: 81 = 82 + (−1).  
- This confirms conservation of mass and charge in the decay."
721,The isotope thallium-208  (DIAGRAM)  is radioactive. It decays by β-decay.  Thallium-208 decays to an isotope of lead (Pb).  The β-emission of thallium-208 is accompanied by γ-emission from the nucleus.  Explain why this γ-emission does not affect the numbers in the equation in (a)(i).  ........................................................................................................................................... ..................................................................................................................................... [1]  ,γ-emission / it consists of waves / rays OR γ-emission has no mass / charge  B1,"The γ-emission consists of electromagnetic waves (gamma rays) that carry no mass and no charge. Therefore, when a nucleus emits γ-radiation, it does not change its mass number or atomic number. Only the energy state of the nucleus changes, not its identity. In the β-decay equation for thallium-208 decaying to lead, the numbers represent mass and atomic numbers, which remain unaffected by γ-emission.  

**Answer:**  
γ-emission has no mass or charge, so it does not alter the mass number or atomic number of the nucleus.  

**Key concept:**  
- **γ-rays** are high-energy photons (electromagnetic radiation) with zero mass and zero charge.  
- Nuclear equations depend on changes in mass number (\(A\)) and atomic number (\(Z\)), which only occur when particles with mass or charge (e.g., α, β) are emitted.  

[1]"
722,The isotope thallium-208  (DIAGRAM)  is radioactive. It decays by β-decay.  Thallium-208 decays to an isotope of lead (Pb).  Suggest one reason why a nucleus of thallium-208 is unstable.   ........................................................................................................................................... ..................................................................................................................................... [1]  ,(it contains) too many / excess of neutrons OR (nucleus is) too heavy B1,"A nucleus of thallium-208 is unstable because **it has an excess of neutrons** relative to the number of protons.  

### Explanation:  
In stable nuclei, there is a specific balance between the number of protons and neutrons. For heavier elements (like thallium, with atomic number 81), the nucleus requires more neutrons than protons to hold together. However, if there are *too many neutrons*, the nucleus becomes unstable.  

Thallium-208 decays via β⁻-decay, where a **neutron transforms into a proton**, emitting an electron (β-particle) and an antineutrino. This process reduces the neutron excess, making the resulting lead nucleus more stable.  

*(Alternative reason: The nucleus may also be unstable because it is ""too heavy"" (exceeds the stable mass limit for nuclei), but the neutron excess is the most direct explanation for β-decay.)*  

---  
**Note for students:**  
- β-decay occurs when a nucleus has too many neutrons.  
- After decay, the new element (lead) has:  
  - **Atomic number increased by 1** (proton created).  
  - **Mass number unchanged** (total protons + neutrons remains 208)."
723,The isotope thallium-208  (DIAGRAM)  is radioactive. It decays by β-decay.  A sample of thallium-208 is placed in a thick lead container. Fig. 8.1 shows a narrow beam of β-particles and γ-radiation emerging from a small hole in one side of the container.  (DIAGRAM) The narrow beam enters a region where there is a magnetic field that is directed into the page.  On Fig. 8.1: •  draw a line labelled β to indicate the path of the β-particles in the magnetic field •  draw a line labelled γ to indicate the path of the γ-radiation in the magnetic field.  [3],smooth curve (through magnetic field) AND labelled β B1 path towards bottom of page AND no upward component AND labelled β B1 (continuation of beam along) horizontal line through magnetic field AND labelled γ B1,"To answer this question, we need to draw the paths of β-particles and γ-radiation when they enter a magnetic field directed **into the page**. Here’s the explanation and diagram description:

### Key Physics Principles:
1. **β-particles**: These are **fast-moving electrons** (emitted during β-decay) and carry a **negative charge**.  
   - Charged particles experience a force in a magnetic field.  
   - The direction of this force is given by **Fleming’s left-hand rule** (for negative charges, reverse the direction predicted for positive charges).  
   - Initial motion: Beam is horizontal to the **right**.  
   - Magnetic field: Directed **into the page** (denoted by ⨉ symbols).  
   - Force direction:  
     - For a *negative* charge moving right in a field into the page, the force is **downward** (toward the bottom of the page).  
   - Result: β-particles follow a **circular arc** (due to constant perpendicular force), curving downward.  

2. **γ-radiation**: This is **electromagnetic radiation** (like light) and has **no charge**.  
   - Uncharged particles experience **no force** in a magnetic field.  
   - Result: γ-radiation continues in a **straight line**.  

### Diagram Instructions:
(DIAGRAM:  
- **γ-radiation path**: Draw a **straight horizontal line** continuing through the magnetic field region (no deflection). Label this line ""γ"".  
- **β-particles path**: Draw a **smooth downward curve** (circular arc) starting from the same entry point as the γ-beam and curving **toward the bottom of the page**. Ensure the curve has **no upward component**. Label this curve ""β"".  
- **Magnetic field indication**: Add ""⨉"" symbols uniformly across the region to denote the field direction **into the page**.)  

### Summary of Paths:
| Radiation | Charge | Path in Magnetic Field | Label |
|-----------|--------|-------------------------|-------|
| β-particles | Negative | Downward-curving arc | ""β"" |
| γ-radiation | None | Straight horizontal line | ""γ"" |  

This satisfies all mark scheme points:  
- Smooth downward curve for β (no upward deflection).  
- Straight horizontal line for γ.  
- Both paths clearly labelled.  

**Why no deflection for γ?**  
γ-rays are uncharged, so the magnetic field exerts no force on them. They retain their original direction.  

**Why downward curve for β?**  
The negative charge and rightward motion in an into-the-page field result in a downward force (Fleming’s left-hand rule for negative charges). The path is circular because the force is always perpendicular to the velocity."
724,The electromotive force (e.m.f.) of a battery is 7.5V.  Define the term electromotive force.  ................................................................................................................................................... ................................................................................................................................................... ............................................................................................................................................. [2]  ,(electrical) work done moving a unit charge around a (complete) circuit  A2 work done AND moving a charge (in a circuit) C1,"Electromotive force (e.m.f.) is defined as the **work done per unit charge** in moving a charge around a complete circuit.  

This means:  
- When charge flows through the battery, chemical energy is converted into electrical energy.  
- The e.m.f. (measured in volts, V) represents the **energy transferred** (work done) by the battery **per coulomb of charge** that moves through the entire circuit.  

For example, an e.m.f. of 7.5 V indicates that 7.5 joules of energy are supplied to each coulomb of charge passing through the battery.  

**Key points:**  
1. It is a measure of the battery's ability to provide energy to charges.  
2. The definition must include both **work done (energy)** and **movement of charge** around a complete path.  

\boxed{\text{Electromotive force is the work done per unit charge in moving charge around a complete circuit.}}"
725,"The electromotive force (e.m.f.) of a battery is 7.5V.  The battery is connected in series with a variable resistor and a 30Ω resistor. The battery is made using 1.5V cells.  Draw a circuit diagram that shows all the 1.5V cells connected to produce an e.m.f. of 7.5V, the variable resistor and the 30Ω resistor.         [3]  ","correct symbols for five cells in series B1 correct symbols for variable resistor AND fixed resistor B1 cells, variable resistor and fixed resistor connected in series B1","To draw the circuit diagram for the given scenario:

1. **Cells in series**: The battery must have an e.m.f. of 7.5V using 1.5V cells. Since \(7.5 \div 1.5 = 5\), you need **five 1.5V cells connected in series**.  
   - Represent each cell with the standard symbol: a pair of parallel lines (short for negative terminal, long for positive terminal).  
   - Connect the positive terminal of the first cell to the negative terminal of the second, and repeat until the fifth cell.  

2. **Resistors in series**: The circuit includes a **variable resistor** (e.g., rheostat) and a **fixed 30Ω resistor**, both connected in series with the battery.  
   - Use the variable resistor symbol: a rectangle with an arrow through it.  
   - Use the fixed resistor symbol: a zigzag line or rectangle.  

3. **Series connection**: All components must form a single loop:  
   - Start from the negative terminal of the last cell, connect to one end of the variable resistor.  
   - Link the other end of the variable resistor to one terminal of the 30Ω resistor.  
   - Connect the free terminal of the 30Ω resistor back to the positive terminal of the first cell.  

(DIAGRAM:  
- Draw five 1.5V cells in series: align them horizontally, connecting positive to negative sequentially. Label the battery ends as ""A"" (first cell’s positive) and ""B"" (last cell’s negative).  
- From ""B"", draw a wire to the variable resistor (rectangle with arrow). Label it ""variable resistor"".  
- From the variable resistor’s opposite terminal, draw a wire to the fixed resistor (zigzag line). Label it ""30Ω"".  
- From the fixed resistor’s free terminal, draw a wire back to ""A"".  
- Ensure no branches; the circuit is a single closed loop.)  

**Key physics**: Series connection ensures the same current flows through all components, and the total e.m.f. is the sum of individual cell e.m.f.s."
726,"The electromotive force (e.m.f.) of a battery is 7.5V.  The battery is connected in series with a variable resistor and a 30Ω resistor. The battery is made using 1.5V cells.  The resistance of the variable resistor can be varied from 0Ω to a maximum resistance of 150Ω. Using the axes in Fig. 7.1, draw a graph to show how the current in the circuit varies with the resistance of the variable resistor as it increases from 0Ω to 150Ω. Determine and label the value of the maximum current on the y-axis.  (DIAGRAM) [4]",curve with negative gradient of decreasing magnitude from 0Ω to 150Ω AND does not reach the x-axis A2 curve / line with negative gradient from 0Ω to 150Ω C1 y-axis labelled 0.25 where candidate’s line meets the y-axis OR the mark on the y-axis labelled 0.25 A2 R = V / I OR (Imax =) V / R OR 7.5 / 30 C1,"To draw the graph showing how the current varies with the resistance of the variable resistor, follow these steps:  

### Step 1: Understand the Circuit  
- The battery e.m.f. is 7.5 V.  
- The circuit has two resistors in series:  
  - A **fixed resistor** of 30 Ω.  
  - A **variable resistor** ranging from 0 Ω to 150 Ω.  
- **Total resistance** \( R_{\text{total}} = R_{\text{var}} + 30 \), where \( R_{\text{var}} \) is the resistance of the variable resistor.  

### Step 2: Calculate Maximum Current  
- **Maximum current** \( I_{\text{max}} \) occurs when \( R_{\text{var}} = 0 \) Ω (minimal resistance).  
- Using Ohm's Law:  
  \[
  I_{\text{max}} = \frac{V}{R_{\text{total}}} = \frac{7.5}{30} = 0.25  \text{A}
  \]  
- Label **0.25 A** on the y-axis.  

### Step 3: General Current Formula  
- For any \( R_{\text{var}} \), current \( I \) is:  
  \[
  I = \frac{V}{R_{\text{total}}} = \frac{7.5}{R_{\text{var}} + 30}
  \]  
- As \( R_{\text{var}} \) increases (0 Ω → 150 Ω), \( R_{\text{total}} \) increases (30 Ω → 180 Ω), so \( I \) **decreases**.  

### Step 4: Graph Characteristics  
- **Shape**: The equation \( I = \frac{7.5}{R_{\text{var}} + 30} \) is an **inverse relationship**, so the graph is a **curve** (not straight).  
- **Starting point**: At \( R_{\text{var}} = 0 \), \( I = 0.25  \text{A} \) → point **(0, 0.25)**.  
- **Ending point**: At \( R_{\text{var}} = 150  \Omega \),  
  \[
  I = \frac{7.5}{150 + 30} = \frac{7.5}{180} \approx 0.042  \text{A}
  \]  
  → point **(150, 0.042)**.  
- **Key behavior**:  
  - The curve has a **negative gradient** (current decreases as resistance increases).  
  - The gradient **becomes less steep** as \( R_{\text{var}} \) increases (current decreases slower at high resistances).  
  - The curve **never touches the x-axis** (current > 0 for all finite \( R_{\text{var}} \)).  

### Step 5: Draw the Graph  
(DIAGRAM:  
- **Axes**:  
  - **x-axis**: Label ""Resistance of variable resistor (Ω)"" from **0 to 150 Ω**.  
  - **y-axis**: Label ""Current (A)"" from **0 to 0.25 A**.  
- **Plot points**:  
  - Mark **(0, 0.25)** and label **0.25 A** on the y-axis.  
  - Mark **(150, 0.042)** (no need to label this value explicitly).  
- **Curve**:  
  - Start at **(0, 0.25)**.  
  - Draw a **smooth decreasing curve** that becomes flatter as \( R_{\text{var}} \) increases.  
  - End at **(150, 0.042)**, ensuring the curve **stays above the x-axis**.  
)  

### Summary  
- The graph starts at **0.25 A** when \( R_{\text{var}} = 0  \Omega \).  
- It curves downward with decreasing steepness as \( R_{\text{var}} \) increases to 150 Ω.  
- **Physics insight**: Higher resistance reduces current (Ohm’s Law: \( V = IR \)), but the inverse relationship creates a hyperbolic curve.  

This satisfies all requirements: **curve shape**, **labeled y-intercept**, and **correct behavior**."
727,Fig. 6.1 shows an isolated metal sphere suspended by an insulating thread from the ceiling.  (DIAGRAM)  The sphere is negatively charged.  The charge on the sphere produces an electric field in the surroundings.  State what is meant by ‘electric field’.  ........................................................................................................................................... ..................................................................................................................................... [1]  ,(region) where (an electric) charge experiences a force OR (region) where a force acts on a (an electric) charge  B1,"An electric field is a region in which an electric charge experiences a force.  

**Explanation:**  
- An electric field exists in the space surrounding any charged object (like the negatively charged sphere in the diagram).  
- If another charge is placed within this region, it will experience an attractive or repulsive force due to the electric field.  
- The direction of the force depends on the sign of the charge:  
  - A positive test charge would experience a force **toward** the negatively charged sphere.  
  - A negative test charge would experience a force **away** from the sphere.  

This definition focuses on the fundamental property of electric fields: they mediate forces between charges.  

*(Note: The diagram described would show a metal sphere hanging from an insulating thread, with arrows radiating inward toward the sphere to represent the electric field lines for a negative charge.)*"
728,Fig. 6.1 shows an isolated metal sphere suspended by an insulating thread from the ceiling.  (DIAGRAM)  The sphere is negatively charged.  The charge on the sphere produces an electric field in the surroundings.  Draw on Fig. 6.1 to show the pattern and direction of the electric field produced by the charge on the sphere. Draw at least four lines. [3]   ,at least four straight radial lines AND evenly spaced (by eye) surrounding sphere B1 four lines touching sphere AND no lines inside sphere B1 at least one arrowhead towards sphere AND no incorrect arrowheads B1,"To show the electric field pattern for the negatively charged metal sphere, follow these steps:

1. **Draw radial field lines**: Sketch at least four straight lines radiating outward from the sphere's surface. These lines must be **evenly spaced** around the sphere (e.g., positioned like north, south, east, and west on a compass).  
   - *Reason*: Electric field lines for an isolated charged sphere are radial (straight and perpendicular to the surface) because the charge distributes uniformly on the sphere.  

2. **Terminate lines at the sphere**: Ensure all lines **touch the sphere's surface** but **do not extend inside it**.  
   - *Reason*: Inside a conductor, the electric field is zero, so no field lines should appear within the sphere. Lines start/end at the surface where charge resides.  

3. **Add arrowheads for direction**: Include **arrowheads pointing towards the sphere** on all lines.  
   - *Reason*: For a *negative* charge, electric field lines *converge* toward the charge, indicating the direction a positive test charge would move.  

(DIAGRAM:  
- Draw a circle to represent the sphere.  
- Add four straight lines extending outward from the sphere: one upward, one downward, one left, and one right, each spaced 90° apart.  
- Start each line at the sphere's surface (touching it) and extend them to the edge of the diagram.  
- Draw arrowheads on every line, each pointing inward toward the sphere.  
- Ensure no lines cross or appear inside the sphere.)  

**Key physics**: The electric field direction is defined by the force on a *positive* test charge. A negative source charge attracts positive charges, so field lines point inward. The radial pattern reflects uniform charge distribution on a spherical conductor.  

---  
**Note**: This pattern satisfies all mark scheme requirements:  
- 4+ radial, evenly spaced lines.  
- Lines touch the sphere, none inside.  
- Arrowheads consistently point toward the sphere."
729,Fig. 6.1 shows an isolated metal sphere suspended by an insulating thread from the ceiling.  (DIAGRAM)  The sphere is negatively charged.  The magnitude of the charge on the sphere is 3.5 × 10–10C. An earthed metal wire is touched against the surface of the sphere and the sphere is discharged.    State what happens in the wire as the sphere is discharged.  ........................................................................................................................................... ........................................................................................................................................... ..................................................................................................................................... [2]  ,electrons move (through the wire) from the sphere OR electrons move (through the wire) to(wards) the Earth  A2 electrons move (in the wire) C1,"When the earthed metal wire touches the negatively charged sphere, **electrons move through the wire from the sphere to the Earth**.  

This happens because:  
1. The sphere has an **excess of electrons** (since it is negatively charged).  
2. The Earth provides a path to a **lower potential** (effectively ""neutral""), so electrons are repelled from the negatively charged sphere and flow through the wire toward the Earth.  
3. The flow continues until the sphere becomes neutral (discharged), with no excess electrons.  

Thus, the discharge process involves the **movement of electrons** through the wire.  

---

**Key Physics Explained:**  
- **Electrons** are the mobile charged particles in metals.  
- **Earthing** provides a conducting path to the Earth, which can accept excess charge.  
- **Discharge** occurs as electrons redistribute to achieve equilibrium (neutrality).  

*(No diagram description needed, as the explanation is textual.)*"
730,Fig. 6.1 shows an isolated metal sphere suspended by an insulating thread from the ceiling.  (DIAGRAM)  The sphere is negatively charged.  The magnitude of the charge on the sphere is 3.5 × 10–10C. An earthed metal wire is touched against the surface of the sphere and the sphere is discharged.    It takes a time of 0.14ns for the sphere to discharge completely. Calculate the average current in the earthed wire as the sphere discharges.       average current = ......................................................... [3],2.5 A A3 I = Q / t OR (I =) Q / t OR 3.5 × 10–10 / 1.4 × 10–10 C1 2.5 × 10N C1,"To calculate the average current in the earthed wire during discharge, we use the formula for current:  
**Current (I) = Charge (Q) / Time (t)**  
This formula is used because current is defined as the rate of flow of charge.  

Given:  
- Charge on the sphere, \( Q = 3.5 \times 10^{-10} \, \text{C} \)  
- Time for discharge, \( t = 0.14 \, \text{ns} \)  

**Step 1: Convert time to seconds**  
Since \( 1 \, \text{ns} = 10^{-9} \, \text{s} \),  
\[ t = 0.14 \times 10^{-9} \, \text{s} = 1.4 \times 10^{-10} \, \text{s} \]  

**Step 2: Substitute into the formula**  
\[ I = \frac{Q}{t} = \frac{3.5 \times 10^{-10}}{1.4 \times 10^{-10}} \]  

**Step 3: Calculate the result**  
\[ I = \frac{3.5}{1.4} = 2.5 \, \text{A} \]  

**Conclusion**  
The average current in the earthed wire is \( 2.5 \, \text{A} \).  

**Key Physics**:  
- Discharge occurs as electrons flow from the negatively charged sphere to the earth through the wire.  
- The magnitude of current depends on the total charge and the time taken for its transfer.  

\boxed{2.5}"
731,Describe how a longitudinal wave differs from a transverse wave.  ................................................................................................................................................... ................................................................................................................................................... ............................................................................................................................................. [2]  , any two from:  (longitudinal) vibration / oscillation in wave parallel to propagation direction / direction of travel transverse wave vibrates / oscillates perpendicular to propagation direction / direction of travel (longitudinal) consists of compressions and rarefactions transverse wave consists of crests / peaks and troughs (longitudinal) needs a medium (to travel)    B2,"### Answer:
A longitudinal wave and a transverse wave differ in two key ways:  

1. **Direction of Vibration**:  
   In a **longitudinal wave**, the particles of the medium vibrate *parallel* to the direction of wave propagation (direction of travel). For example, sound waves in air involve air particles moving back and forth along the same line as the wave travels.  
   In a **transverse wave**, the particles vibrate *perpendicular* to the direction of propagation. For instance, light waves or waves on a string involve particles moving up-and-down or side-to-side while the wave travels forward.  

2. **Wave Features**:  
   A longitudinal wave consists of **compressions** (regions where particles are close together) and **rarefactions** (regions where particles are spread apart).  
   A transverse wave consists of **crests** (peaks, the highest points) and **troughs** (the lowest points).  

*(Diagram: Sketch two labeled diagrams side by side. Left: A longitudinal wave shown as a series of compressed and spaced-out horizontal lines, with arrows indicating particle motion left/right parallel to the wave direction. Right: A transverse wave as a sine curve, with particles moving vertically perpendicular to the horizontal wave direction. Label compressions/rarefactions on the left and crests/troughs on the right.)*  

These differences arise from how energy is transferred through the medium. Longitudinal waves rely on particle density changes, while transverse waves involve perpendicular displacements."
732,Fig. 5.1 represents a seismic wave produced by an earthquake.  (DIAGRAM)   State whether this seismic wave is a P-wave (primary) or an S-wave (secondary). Justify your choice.  ........................................................................................................................................... ..................................................................................................................................... [1]  ,P-wave AND it is longitudinal  B1,"Based on the diagram (Fig. 5.1), the seismic wave shown is a **P-wave (primary wave)**.  

**Justification:**  
P-waves are *longitudinal* waves, meaning the particles of the medium vibrate **parallel** to the direction of the wave's travel. This creates regions of compression (where particles are close together) and rarefaction (where particles are spread apart) along the wave path. The diagram clearly shows this alternating pattern of compressions and rarefactions, confirming it is longitudinal and therefore a P-wave.  

*(Note: S-waves are transverse waves, where particles vibrate perpendicular to the wave direction, showing crests and troughs without compressions/rarefactions.)*  

---  
**Key physics:**  
- **Longitudinal waves:** Particle motion is parallel to energy transfer.  
- **P-waves:** Travel faster than S-waves, moving through solids and liquids.  
- **S-waves:** Transverse, only travel through solids.  

(DIAGRAM: A wave with parallel bands of high density [compressions] and low density [rarefactions] along the direction of propagation.)"
733,Fig. 5.1 represents a seismic wave produced by an earthquake.  (DIAGRAM)   The wave represented in Fig. 5.1 has a wavelength of 1.2 × 104m. Calculate the actual distance between point J and point K.     distance = ......................................................... [2] ,1.8 × 104m OR 18km A2 1.5λ OR 1.5 × 1.2 × 104 OR 1.8 × 10N C1,"### Answer:
To calculate the distance between point J and point K on the seismic wave diagram (Fig. 5.1), we use the relationship between wavelength and distance. From Fig. 5.1, the distance between J and K is **1.5 wavelengths** (i.e., one and a half full cycles of the wave).  

Given:  
- Wavelength \( \lambda = 1.2 \times 10^4  \text{m} \)  

Distance \( = 1.5 \times \lambda \)  
Substituting the value:  
\[ \text{Distance} = 1.5 \times (1.2 \times 10^4) \]  
\[ = (1.5 \times 1.2) \times 10^4 \]  
\[ = 1.8 \times 10^4  \text{m} \]  

Thus, the actual distance between J and K is \( 1.8 \times 10^4  \text{m} \) (or 18 km).  

**Final answer:**  
\[ \boxed{1.8 \times 10^{4}} \]"
734,"Fig. 5.1 represents a seismic wave produced by an earthquake.  (DIAGRAM)   The wave in (ii) travels through the ground at a speed of 4600m/s. As the wave passes a certain point, the ground completes 5 oscillations. Calculate the time that it takes for the wave to pass. Show your working.       time = ......................................................... [3]",v = f λ OR v= λ / t OR (t =) λ / v OR f = 4600 / 1.2×104  OR (t / 5 =) 1.2 × 104 / 4600 OR (t =) 6(.0) × 104 / 4600 M1 13s A2 t = 1 / f OR (time for one wave = ) 2.6 (s) C1,"To calculate the time taken for the seismic wave to pass a point as the ground completes 5 oscillations, we use the wave speed and properties of oscillations. The wave travels at **4600 m/s**, and **5 oscillations** occur. This means we are finding the time for 5 complete waves to pass a fixed point.

### Step-by-Step Solution:
1. **Identify key wave properties**:
   - **Wave speed (\(v\))**: 4600 m/s (given)
   - **Wavelength (\(\lambda\))**: 1.2 × 10⁴ m (obtained from the diagram in Fig. 5.1)
   - **Number of oscillations (\(n\))**: 5

2. **Time for one oscillation (period \(T\))**:
   - The period \(T\) is the time for one wave to pass. It is calculated using the wave equation:
     \[
     v = \frac{\lambda}{T} \quad \Rightarrow \quad T = \frac{\lambda}{v}
     \]
     - **Why?** The wave speed is the distance one wave travels (\(\lambda\)) divided by the time for that wave to pass (\(T\)).
   - Substitute values:
     \[
     T = \frac{1.2 \times 10^4}{4600} = \frac{12000}{4600} = \frac{120}{46} = \frac{60}{23} \approx 2.61  \text{s}
     \]

3. **Time for 5 oscillations**:
   - Total time (\(t\)) = number of oscillations × time per oscillation:
     \[
     t = n \times T = 5 \times \frac{60}{23} = \frac{300}{23} \approx 13.04  \text{s}
     \]
   - **Rounding**: The value ≈13.04 s is rounded to **13 s** (as the wave speed and wavelength are given with 2 significant figures, and the answer is expected as a whole number).

### Final Answer:
\[
\boxed{13  \text{s}}
\]

**Summary**: The time for the wave to pass is the time for 5 oscillations. We first found the period (time per oscillation) using \(T = \lambda / v\), then multiplied by 5. This shows how wave speed, wavelength, and oscillation count relate to time."
735,"The lens in a magnifying glass is a converging lens.  Fig. 4.1 shows the lens of the magnifying glass, its two focal points, F1 and F2, and its principal axis.  (DIAGRAM)   State what is meant by ‘focal point’.  ........................................................................................................................................... ........................................................................................................................................... ..................................................................................................................................... [2]  ","(point on principal axis) where rays of light parallel (to the principal axis, incident on converging lens) B1 (rays) meet / converge after passing through lens / refraction B1","The focal point of a converging lens is defined as follows:  

1. **Location and incident rays**:  
   It is a specific point on the principal axis of the lens.  
   This point is associated with light rays that travel *parallel to the principal axis* before entering the lens.  

2. **Convergence after refraction**:  
   After passing through the converging lens, these parallel rays are refracted (bent) inward. They *meet* (converge) precisely at this focal point on the other side of the lens.  

In summary:  
> *The focal point is where parallel rays incident on the lens converge after refraction.*  

**(DIAGRAM: Sketch a converging lens with its principal axis. Draw two parallel horizontal rays approaching the lens. After refraction, show the rays bending inward and intersecting at a single point (F) on the principal axis. Label F as the focal point.)**"
736,"The lens in a magnifying glass is a converging lens.  Fig. 4.1 shows the lens of the magnifying glass, its two focal points, F1 and F2, and its principal axis.  (DIAGRAM)   A student using the magnifying glass sees a magnified image of an object. On Fig. 4.1, mark: •  a point X on the principal axis for a possible position of the object •  a point E for a possible position of the student’s eye. [1]   ",X marked between one of the focal points and the lens AND E marked on other side of lens B1,"To use a converging lens as a magnifying glass, the object must be positioned so that a **virtual, upright, and magnified image** is formed. This occurs only when the object is placed **within one focal length** of the lens. The image appears on the **same side as the object**, so the eye must be on the opposite side to observe it.  

**(DIAGRAM:**  
- **Mark point X on the principal axis between the lens and either F1 or F2** (e.g., closer to the lens than a focal point).  
- **Mark point E on the principal axis on the side of the lens opposite to X**, such as beyond the other focal point, to view the magnified image.  
**)**
### Explanation:  
- **Object position (X)**: For magnification, the object must be inside the focal point (closer to the lens than F1 or F2). This ensures light rays diverge after refraction, creating a virtual image.  
- **Eye position (E)**: The eye must be on the opposite side of the lens from the object to receive the diverging rays, which the brain interprets as a magnified image.  

This setup aligns with how magnifying glasses work in IGCSE Physics."
737,"The lens in a magnifying glass is a converging lens.  Fig. 4.1 shows the lens of the magnifying glass, its two focal points, F1 and F2, and its principal axis.  (DIAGRAM)   Underline two words in the list that describe the image produced in (a)(ii).             inverted        real        upright       virtual  [1]  ",virtual AND upright  B1,"The image produced by a magnifying glass (a converging lens) when viewing an object closer than one focal length is:  
- **Virtual**: The rays diverge after passing through the lens, so the image cannot be projected onto a screen. It appears to be on the same side of the lens as the object.  
- **Upright**: The image is oriented the same way as the object, making it easier to view (e.g., text appears right-side up).  

**Underlined words:** virtual, upright.  

*(Note: ""Real"" and ""inverted"" are incorrect because a real image is formed when the object is beyond the focal point, and it would be inverted.)*"
738,The lens in a magnifying glass is a converging lens.  The refractive index of the glass used to make the lens is 1.5.  The speed of light in air is 3.0 × 108m/s. Calculate the speed of light in the glass.      speed in glass = ......................................................... [2]  ,2.0 × 108 m / s A2 n = c / vg OR (vg =) c / n OR (vg =) 3(.0) × 108 / 1.5 C1,"To calculate the speed of light in glass, we use the relationship between refractive index and the speed of light. The refractive index \( n \) of a material is defined as:  

\[ n = \frac{\text{speed of light in vacuum (or air)}}{\text{speed of light in the material}} \]  

Given:  
- Refractive index of glass, \( n = 1.5 \)  
- Speed of light in air, \( c = 3.0 \times 10^8 \, \text{m/s} \)  

Let \( v_g \) be the speed of light in glass. The formula becomes:  
\[ n = \frac{c}{v_g} \]  

Rearranging to solve for \( v_g \):  
\[ v_g = \frac{c}{n} \]  

Substitute the values:  
\[ v_g = \frac{3.0 \times 10^8}{1.5} \]  

Calculate the result:  
\[ v_g = 2.0 \times 10^8 \, \text{m/s} \]  

Thus, the speed of light in the glass is \( 2.0 \times 10^8 \, \text{m/s} \).  

**Key concept**: Refractive index quantifies how much a material slows down light compared to air/vacuum. A higher \( n \) means greater reduction in speed. Here, \( n = 1.5 \) indicates light travels 1.5 times slower in glass than in air.  

\boxed{2.0 \times 10^{8}}"
739,The lens in a magnifying glass is a converging lens.  The refractive index of the glass used to make the lens is 1.5.  State what happens to the wavelength of light as it passes into the lens.  ........................................................................................................................................... ..................................................................................................................................... [1]  ,(wavelength) decreases B1,"The wavelength of light decreases as it passes into the glass lens.  

This occurs because:  
- Light slows down when entering a denser medium (like glass, refractive index 1.5) due to the higher refractive index.  
- The **frequency** of the light remains constant (determined by the source).  
- Using the wave equation \( v = f \lambda \), if speed \( v \) decreases and frequency \( f \) stays the same, the wavelength \( \lambda \) must decrease.  

Thus, the wavelength shortens in the glass.  

\boxed{\text{decreases}}"
