,Prompt,Response
447,"A temperature-time graph for boiling water: a horizontal line at 100°C during boiling, falling only once boiling stops.","\begin{tikzpicture}
    % Axes
    \draw[->] (0,0) -- (8,0) node[below] {Time (t)};
    \draw[->] (0,0) -- (0,6) node[left] {Temperature ($^\circ$C)};
    
    % Scale adjustments: y-axis (0.05cm per °C), x-axis (1cm per unit time)
    \begin{scope}[x=1cm, y=0.05cm]
        % Boiling phase (horizontal line at 100°C)
        \draw[thick] (0,100) -- (5,100);
        % Cooling phase (falling line after boiling stops)
        \draw[thick] (5,100) -- (7,80);
        
        % Label for 100°C line
        \node[above] at (2.5,100) {$100^\circ$C};
        % Label for transition point
        \node[below right] at (5,100) {boiling stops};
    \end{scope}
\end{tikzpicture}"
448,"Diagram D shows a path consisting of many short, straight segments in random directions. The path constantly changes direction abruptly, creating a jagged, zig-zag pattern with no overall predictable shape.","\begin{tikzpicture}
  \draw (0,0) \foreach \i in {1,...,30} { -- ++({360*rnd}:0.3) };
\end{tikzpicture}"
449,"** A car labeled ""mass = 900 kg"" moving with an arrow showing ""velocity = 20 m/s →"". Below, an equation: **momentum = mass × velocity = 900 × 20 = 18,000 kg·m/s**.","\documentclass[tikz,border=3.14mm]{standalone}
\usetikzlibrary{arrows.meta}
\begin{document}
\begin{tikzpicture}[scale=0.5]
    % Draw the car body
    \draw[thick, fill=gray!30] (0,0) rectangle (4,1.5);
    % Draw wheels
    \draw[thick, fill=black] (0.5,0) circle (0.4);
    \draw[thick, fill=black] (3.5,0) circle (0.4);
    
    % Mass label
    \node at (2,0.75) {\textbf{mass = 900 kg}};
    
    % Velocity arrow and label
    \draw[-{Latex[length=3mm, width=2mm]}, line width=1.5pt, red] (4,2) -- (7,2)
        node[midway, above] {\textbf{velocity = 20 m/s $\rightarrow$}};
    
    % Momentum equation
    \node[below, align=center] at (2,-2) {
        \textbf{momentum = mass $\times$ velocity} \\
        \textbf{= 900 $\times$ 20} \\
        \textbf{= 18,000 kg$\cdot$m/s}
    };
\end{tikzpicture}
\end{document}"
450,"A container labeled ""mass = 120 g"" next to an identical container filled with liquid labeled ""total mass = 600 g"" and ""volume of liquid = 600 cm³"". Arrows show subtraction: ""liquid mass = 600 g – 120 g = 480 g"".","\begin{tikzpicture}
\usetikzlibrary{patterns}
% Containers
\draw (0,0) rectangle (2,3); % Left container (empty)
\node at (1, -0.7) {mass = 120 g};

\draw[pattern=horizontal lines] (4,0) rectangle (6,3); % Right container (filled)
\node at (5, -0.7) {total mass = 600 g};
\node at (5, 3.7) {volume of liquid = 600 cm³};

% Subtraction arrow and equation
\draw[->, thick, line width=1pt] (4,3.3) -- (2,3.3);
\node at (3, 3.6) {liquid mass = 600 g -- 120 g = 480 g};
\end{tikzpicture}"
451,"A straight line sloping upward from P to Q, indicating steady movement.","\begin{tikzpicture}
    \draw[-Stealth, line width=0.8pt] (0,0) -- (4,2)
        node[pos=0, left] {P}
        node[pos=1, right] {Q};
\end{tikzpicture}"
452,"A flat line from Q to R, indicating no movement.","\begin{tikzpicture}
    \draw (0,1) -- (4,1);
    \node[below] at (0,1) {Q};
    \node[below] at (4,1) {R};
\end{tikzpicture}"
453,"A straight line sloping upward from R to S, indicating steady movement resumes.","\begin{tikzpicture}
  \draw[thick, -stealth] (0,0) node[below left] {R} -- (3,1.5) node[above right] {S};
\end{tikzpicture}"
454,Two NAND gates. Gate 1: Inputs A and B → Output X. Gate 2: Both inputs connected to X → Output Y.,"\begin{circuitikz}[circuit logic US]
    % Gate 1
    \node[nand gate, inputs=nn] (gate1) at (0,0) {};
    \draw (gate1.input 1) -- ++(-1,0) node[left] {A};
    \draw (gate1.input 2) -- ++(-1,0) node[left] {B};
    \draw (gate1.output) -- ++(1,0) coordinate (X) node[right] {X};
    
    % Gate 2
    \node[nand gate, inputs=nn] (gate2) at (4,0) {};
    \draw (X) -- ++(0.5,0) coordinate (branch);
    \draw (branch) |- (gate2.input 1);
    \draw (branch) |- (gate2.input 2);
    \draw (gate2.output) -- ++(1,0) node[right] {Y};
\end{circuitikz}"
455,"** Two resistors side-by-side, both labelled ""1.0 Ω"", connected at both ends to a battery. Arrows show current splitting equally into two paths before recombining.**","\begin{circuitikz}
    \draw (0,0) node [left] {$+$} to [battery1] (0,-2) node [left] {$-$};
    \draw (0,0) -- (3,0);
    \draw (0,-2) -- (3,-2);
    \draw (1.5,0) to [R, l=$1.0\,\Omega$] (1.5,-2);
    \draw (2.5,0) to [R, l=$1.0\,\Omega$] (2.5,-2);
    \draw[-{Stealth}, thick] (0.5,0) -- (1,0);
    \draw[-{Stealth}, thick] (1.5,-0.8) -- (1.5,-1.2);
    \draw[-{Stealth}, thick] (2.5,-0.8) -- (2.5,-1.2);
    \draw[-{Stealth}, thick] (1.0,-2) -- (0.5,-2);
\end{circuitikz}"
456,"A simple circuit with a battery, ammeter, and resistor. The ammeter shows ""12A"". A clock below indicates ""2.0 min"". Arrows illustrate electrons flowing through the ammeter, with a label: ""Charge flow = ? C"".","\begin{tikzpicture}[>=Stealth, circuitikz]
    % Circuit components
    \draw (0,0) to [battery] (0,2);
    \draw (0,2) -- (1,2) to [ammeter, l=12A] (3,2) -- (4,2);
    \draw (4,2) to [R] (4,0);
    \draw (4,0) -- (0,0);

    % Electron flow arrows near ammeter
    \draw[->, thick] (3.5,2.5) -- (2.5,2.5);
    \draw[->, thick] (2.5,2.5) -- (1.5,2.5);
    
    % Charge flow label
    \node at (2,3) {Charge flow = ? C};

    % Clock symbol
    \draw (2,-1) circle (0.5);
    \draw (2,-1) -- (2,-0.7); % Minute hand
    \draw (2,-1) -- (2.3,-1); % Hour hand
    \node at (2,-1.8) {2.0 min};
\end{tikzpicture}"
457,A satellite in space emitting a focused beam of microwaves toward a parabolic dish on Earth. The beam travels straight through the atmosphere without significant deviation.,"\begin{tikzpicture}[x=1cm, y=1cm]
  % Earth surface
  \draw[thick] (-3,0) -- (3,0);
  \node[anchor=north west] at (3,0) {Earth};

  % Parabolic dish (vertex at (0,0), focus at (0,2))
  \draw[thick] plot[domain=-1.5:1.5, samples=100] (\x, {(\x)^2/8});
  \node[below] at (0,-0.1) {Parabolic Dish};

  % Satellite at focus (0,2)
  \draw[fill=gray!30] (0,2) circle (0.2);
  \draw (0,2.2) -- (0,2.5) -- (0.2,2.5); % Antenna 1
  \draw (0,2.2) -- (-0.2,2.5); % Antenna 2
  \node[above] at (0,2.5) {Satellite};

  % Focused microwave beam (diverging rays to dish)
  \foreach \x in {-1.5, -1.0, -0.5, 0, 0.5, 1.0, 1.5} {
    \draw[red, dashed, ->, >=stealth] (0,2) -- (\x, {(\x)^2/8});
  }
\end{tikzpicture}"
458,"Plane waves approach a solid barrier from the left. The waves have straight wavefronts before the barrier. Directly behind the barrier is a sharp shadow region with no wavefronts. To the *side* of the barrier, the wavefronts are shown *curving* smoothly around the edge of the barrier into the region that would otherwise be shadow.","\begin{tikzpicture}
  % Barrier
  \fill [black!50] (0,-1.5) rectangle (0.1,1.5);
  
  % Incident plane waves (above and below barrier)
  \foreach \x in {-2,-1,0} {
    \draw (\x,-3) -- (\x,-1.5);
    \draw (\x,1.5) -- (\x,3);
  }
  
  % Transmitted waves (above and below barrier)
  \foreach \x in {0.1,0.6,1.1,1.6,2.1} {
    \draw (\x,1.5) -- (\x,3);
    \draw (\x,-1.5) -- (\x,-3);
  }
  
  % Diffracted waves (top edge)
  \foreach \r in {0.5,1,1.5,2} {
    \draw (0.1,1.5) ++(0:\r) arc (0:-90:\r);
  }
  
  % Diffracted waves (bottom edge)
  \foreach \r in {0.5,1,1.5,2} {
    \draw (0.1,-1.5) ++(0:\r) arc (0:90:\r);
  }
\end{tikzpicture}"
459,"Plane waves approach the barrier. The waves continue in perfectly straight, parallel lines past the barrier, leaving a sharp, rectangular shadow region directly behind it with no wavefronts.","\begin{tikzpicture}[scale=1]
    % Draw wavefronts
    \foreach \x in {-3,-2.5,...,3} {
        % Upper region waves
        \draw (\x,1) -- (\x,2);
        % Lower region waves
        \draw (\x,-1) -- (\x,-2);
        % Middle region waves (only left of barrier)
        \ifdim \x pt < 0pt
            \draw (\x,-1) -- (\x,1);
        \fi
    }
    
    % Draw barrier (filled rectangle)
    \fill[black] (0,-1) rectangle (0.5,1);
    \node[white] at (0.25,0) {barrier};
    
    % Draw shadow region
    \draw[dashed] (0.5,-1) rectangle (3,1);
    \node at (1.75,0) {shadow};
    
    % Draw propagation direction arrow
    \draw[->, ultra thick] (-3,2.5) -- (3,2.5) node[right] {direction of wave};
\end{tikzpicture}"
460,"Plane waves approach the barrier. Upon reaching the barrier, some wavefronts near the edge are shown *bending sharply away* from the barrier, almost as if reflecting off its side.","\begin{tikzpicture}
    % Incident plane waves (left of barrier)
    \foreach \y in {-4,-3.5,-3,-2.5,-2,-1.5,-1,-0.5,0,0.5,1,1.5,2,2.5,3,3.5,4} {
        \draw[thin] (-4,\y) -- (0,\y);
    }
    
    % Barrier (thick vertical line)
    \draw[ultra thick] (0,-3) -- (0,3);
    
    % Diffracted wavefronts (curved arcs from barrier edges)
    \draw (0,3) arc (90:0:1);  % Top edge arc 1
    \draw (0,3) arc (90:0:2);  % Top edge arc 2
    \draw (0,-3) arc (270:360:1);  % Bottom edge arc 1
    \draw (0,-3) arc (270:360:2);  % Bottom edge arc 2
\end{tikzpicture}"
461,"Plane waves approach the barrier. The waves stop abruptly at the edge of the barrier. The region behind the barrier is a sharp shadow with no wavefronts, and there is *no* bending or spreading of wavefronts around the edge visible.","\documentclass[tikz,border=3.14mm]{standalone}
\usepackage{tikz}
\usetikzlibrary{arrows.meta}
\begin{document}
\begin{tikzpicture}[>=Stealth]
    % Draw incident plane waves (left of barrier)
    \foreach \y in {-2,-1.5,...,2} {
        \draw[thin] (-4,\y) -- (0,\y);
    }
    
    % Draw barrier (thick vertical line)
    \draw[ultra thick] (0,-3) -- (0,3);
    
    % Add wave propagation arrows
    \draw[->, thick] (-3.5, 2.2) -- (-2.5, 2.2);
    \draw[->, thick] (-3.5, -2.2) -- (-2.5, -2.2);
    
    % Indicate shadow region (right of barrier) with no wavefronts
    \draw[white, line width=0pt] (0.1,-3.1) rectangle (3.9,3.1); % Invisible bounding box
    \node[align=center] at (2,0) {Sharp\\Shadow\\Region};
    
    % Add labels
    \node[anchor=east] at (-4,0) {Incident Plane Waves};
    \node[anchor=west] at (0.1,2.8) {Barrier Edge};
\end{tikzpicture}
\end{document}"
463,"Sunlight arrows hitting a flat solar panel, with an arrow labeled ""electric current"" outputting from the panel. No spinning parts or fluid flows are shown.","\begin{tikzpicture}
    % Solar panel
    \node[draw, fill=gray!20, minimum width=4cm, minimum height=0.8cm, rotate=30] (panel) at (0,0) {};
    
    % Sunlight rays
    \foreach \x in {-1.5,-0.5,0.5,1.0} {
        \pgfmathsetmacro{\yend}{(1+\x)/sqrt(3)}
        \draw[-Stealth] (\x, 2.5) -- (\x, \yend);
    }
    
    % Electric current arrow
    \draw[-Stealth, thick] (panel.south) -- ++(0,-1.2) node[midway, right] {electric current};
\end{tikzpicture}"
465,"Two small nuclei moving toward each other at high speed, colliding, and merging into a larger nucleus, with energy waves radiating outward.","\begin{tikzpicture}[scale=0.8]
    % Stage 1: Nuclei approaching
    \draw[->, thick] (-3,0.5) -- (-1.5,0.5) node[midway, above] {High speed};
    \draw[->, thick] (3,-0.5) -- (1.5,-0.5) node[midway, below] {High speed};
    \draw[fill=blue!30] (-3,0) circle (0.5) node {$+$};
    \draw[fill=red!30] (3,0) circle (0.5) node {$+$};
    
    % Stage 2: Collision/merging
    \begin{scope}[shift={(0,-4)}]
        \draw[fill=purple!40] (0,0) circle (0.8) node {$+$};
        \foreach \r in {1.2,1.6,2.0} {
            \draw[dashed, red, thick] (0,0) circle (\r);
        }
        \draw[->, thick, green!70!black] (0,0) -- (45:1.5) node[midway, above left] {Energy};
        \draw[->, thick, green!70!black] (0,0) -- (135:1.5) node[midway, above right] {waves};
        \draw[->, thick, green!70!black] (0,0) -- (225:1.5) node[midway, below right] {radiate};
        \draw[->, thick, green!70!black] (0,0) -- (315:1.5) node[midway, below left] {outward};
    \end{scope}
    
    % Arrows showing progression
    \draw[->, very thick, dotted] (-1.5,0) -- (-1.5,-3) -- (0,-4);
    \draw[->, very thick, dotted] (1.5,0) -- (1.5,-3) -- (0,-4);
    
    % Labels
    \node[align=center] at (-3,-1.5) {Small\\nucleus};
    \node[align=center] at (3,-1.5) {Small\\nucleus};
    \node[align=center] at (0,-6) {Merged\\nucleus};
\end{tikzpicture}"
466,"A thin gold foil with most α-particles passing straight through, a few deflected slightly, and a very small number rebounding sharply. A zoomed-in view shows a gold nucleus repelling an α-particle due to both being positive.","\documentclass[tikz,border=10pt]{standalone}
\usetikzlibrary{arrows.meta}
\begin{document}
\begin{tikzpicture}[>=Stealth, scale=0.8]

  % Main diagram elements
  % Alpha source
  \draw[fill=gray!20] (0,-1) rectangle (1,1);
  \node at (0.5,0) {$\alpha$ source};
  
  % Gold foil
  \draw[fill=yellow!30] (4,-2) rectangle (4.3,2);
  \node[above] at (4.15,2) {Gold foil};
  
  % Particle paths
  % Straight paths
  \foreach \y in {-1.5,-1,-0.5,0,0.5,1,1.5} {
    \draw[->, thick] (1,\y) -- (4,\y);
    \draw[->, thick] (4.3,\y) -- (8,\y);
  }
  
  % Slightly deflected paths
  \draw[->, thick] (1,0.7) -- (4,0.7);
  \draw[->, thick] (4.3,0.7) to[out=10,in=180] (7,1.7);
  
  \draw[->, thick] (1,-0.7) -- (4,-0.7);
  \draw[->, thick] (4.3,-0.7) to[out=-10,in=180] (7,-1.7);
  
  % Rebounding paths
  \draw[->, thick] (1,1.3) -- (4,1.3);
  \draw[->, thick] (4.3,1.3) to[out=160,in=0] (1.5,0.5);
  
  \draw[->, thick] (1,-1.3) -- (4,-1.3);
  \draw[->, thick] (4.3,-1.3) to[out=-160,in=0] (1.5,-0.5);

  % Zoomed-in view box
  \draw[dashed] (5,3) rectangle (10,7);
  \node[anchor=south] at (7.5,7) {Zoomed-in view};

  % Gold nucleus
  \draw[fill=red!20] (7.5,5) circle (0.4);
  \node at (7.5,5) {\Large +};
  \node[below] at (7.5,4.6) {Gold nucleus};

  % Alpha particle path
  \draw[->, ultra thick, red] (5.5,5) to[out=0,in=160] (7,5.3);
  \draw[->, ultra thick, red] (7,5.3) to[out=340,in=180] (8.5,4.7);
  \draw[->, ultra thick, red] (8.5,4.7) to[out=0,in=200] (9.5,5.2);
  
  % Alpha particle labels
  \node at (5.5,5.3) {$\alpha^{2+}$};
  \node at (9.5,5.5) {$\alpha^{2+}$};

\end{tikzpicture}
\end{document}"
468,AND gate symbol ➔ ⏏ + small circle on output ➔ ⏏○,"\begin{circuitikz}
    \node[nand port] at (0,0) {};
\end{circuitikz}"
470,A ray of light bends toward the normal as it enters the glass block. This bending visually confirms that light slows down in glass.,"\begin{tikzpicture}
    % Glass block
    \draw[thick] (0,-2) rectangle (4,2);
    % Media labels
    \node at (-1, 1.5) {Air};
    \node at (2,0) {Glass};
    % Normal line at point of incidence
    \draw[dashed] (-1,0) -- (1,0) node[above left] {Normal};
    % Incident ray
    \draw[red, thick, ->] (-2,0.5) -- (0,0);
    % Refracted ray (bent toward normal)
    \draw[red, thick, ->] (0,0) -- (2,-0.4);
\end{tikzpicture}"
471,"Simple sketch showing an object in front of a mirror, reflected rays diverging, and dotted lines extending behind the mirror where they meet at the image point","\begin{tikzpicture}
  % Mirror line
  \draw[thick] (0,-1.5) -- (0,3.5);
  
  % Object (arrow)
  \draw[thick,->] (-2,0) -- (-2,1) node[left] {Object};
  
  % Image (dashed arrow)
  \draw[dashed,thick,->] (2,0) -- (2,1) node[right] {Image};
  
  % Incident and reflected rays (Ray 1)
  \draw[red,->] (-2,1) -- (0,0); % Incident
  \draw[red,->] (0,0) -- (-1,-0.5); % Reflected
  \draw[dashed,red] (0,0) -- (2,1); % Extension
  
  % Incident and reflected rays (Ray 2)
  \draw[blue,->] (-2,1) -- (0,2); % Incident
  \draw[blue,->] (0,2) -- (-1,2.5); % Reflected
  \draw[dashed,blue] (0,2) -- (2,1); % Extension
\end{tikzpicture}"
473,A thermometer with a long capillary tube next to one with a short tube. Arrows show the liquid thread rising further in the longer tube for the same temperature change.,"\begin{tikzpicture}[scale=1]
  % Thermometer with long capillary tube
  \draw (0,0) circle (0.3); % Bulb
  \fill[red!50] (0,0) circle (0.3); % Liquid in bulb
  \draw (0,0.3) -- (0,4); % Long capillary tube
  \draw[red, line width=2.5pt] (0,0.3) -- (0,3); % Liquid thread (rises higher)
  
  % Thermometer with short capillary tube
  \draw (3,0) circle (0.3); % Bulb
  \fill[red!50] (3,0) circle (0.3); % Liquid in bulb
  \draw (3,0.3) -- (3,2); % Short capillary tube
  \draw[red, line width=2.5pt] (3,0.3) -- (3,1.5); % Liquid thread (rises less)
  
  % Labels
  \node[below] at (0,-0.5) {Long tube};
  \node[below] at (3,-0.5) {Short tube};
  
  % Arrows indicating rise difference
  \draw[->, >=stealth, blue, thick] (0,3) -- ++(1,0) node[midway, above] {Higher rise};
  \draw[->, >=stealth, blue, thick] (3,1.5) -- ++(-1,0) node[midway, above] {Lower rise};
  \node[align=center] at (1.5,4.5) {Same temperature change};
\end{tikzpicture}"
474,"** A cylinder with a piston. Left: Initial state labeled ""Volume = V, Pressure = P"". Right: Piston pushed leftward, labeled ""Volume = V/2, Pressure = 2P"". Arrows show piston movement and increased molecular collisions on the walls.","\begin{tikzpicture}
  % Initial state
  \draw (0,0) -- (0,2) -- (4,2) -- (4,0) -- cycle;
  \draw[line width=2pt] (4,0) -- (4,2); % Piston
  \node at (2,1) {Volume = V};
  \node at (2,0.5) {Pressure = P};
  
  % Force arrows initial state (molecular collisions)
  \foreach \y in {0.3,0.8,1.3,1.7} {
    \draw[->, thick] (4,\y) -- (5,\y);
  }
  
  % Piston movement arrow
  \draw[->, thick, dashed] (4,2.5) to [out=30,in=150] (8,2.5);
  
  % Final state
  \draw (6,0) -- (6,2) -- (8,2) -- (8,0) -- cycle;
  \draw[line width=2pt] (8,0) -- (8,2); % Piston
  \node at (7,1) {Volume = V/2};
  \node at (7,0.5) {Pressure = 2P};
  
  % Force arrows final state (increased molecular collisions)
  \foreach \y in {0.2,0.5,0.8,1.1,1.4,1.7} {
    \draw[->, thick, red] (8,\y) -- (9,\y);
  }
\end{tikzpicture}"
475,Imagine a simple sketch of a dam holding back water. A vertical line labeled 'h = 65m' extends from the water surface down to the base of the dam. Arrows pointing downwards near the base represent increasing water pressure.,"\documentclass[tikz,border=3.14mm]{standalone}
\usetikzlibrary{arrows.meta}
\begin{document}
\begin{tikzpicture}[scale=0.5, >=Stealth]
    % Water surface
    \draw[thick] (-4,0) -- (0,0);
    
    % Dam structure (thick vertical line)
    \draw[line width=3pt] (0,0) -- (0,-65);
    
    % Height dimension line (vertical)
    \draw[<->, dashed] (1.5,0) -- (1.5,-65) 
        node[midway, right] {$h = 65~\text{m}$};
    
    % Water area shading
    \fill[blue!20] (-4,0) rectangle (0,-65);
    
    % Increasing pressure arrows (downwards, near base)
    \foreach \y/\len in {-64/1, -64.5/1.5, -65/2} {
        \draw[->, line width=1pt, red] (-2,\y) -- ++(0,-\len);
    }
\end{tikzpicture}
\end{document}"
476,"** A lamp with an arrow labeled ""Input Power = 5.0 W"" entering, two arrows exiting: one labeled ""Useful Light Output = ?"" and another ""Wasted Heat = 1.0 W"".**","\begin{tikzpicture}
    % Lamp representation
    \draw (0,0) rectangle (1,1) node[midway] {Lamp};

    % Input power arrow
    \draw[->] (-1.5,0.5) -- (0,0.5) node[midway,above] {Input Power = 5.0 W};

    % Useful light output arrow
    \draw[->] (1,0.8) -- (2.5,0.8) node[midway,above] {Useful Light Output = ?};

    % Wasted heat arrow
    \draw[->] (1,0.2) -- (2.5,0.2) node[midway,above] {Wasted Heat = 1.0 W};
\end{tikzpicture}"
477,"A car at the bottom of a hill labeled ""h = 0 m, GPE = 0 J"" and at the top labeled ""h = 5.0 m, GPE = 40,000 J"". Arrows show the car gaining GPE as it climbs.","\begin{tikzpicture}
  % Hill curve with horizontal tangents at ends and peak at (2,5)
  \draw (0,0) .. controls (1,0) and (1,5) .. (2,5) 
              .. controls (3,5) and (3,0) .. (4,0);
  
  % Bottom car at (0,0)
  \draw[fill=gray!30] (0,0) rectangle (0.4,0.2);
  
  % Top car at (2,5)
  \draw[fill=gray!30] (2,5) rectangle (2.4,5.2);
  
  % Labels for bottom and top
  \node[below, align=center] at (0,-0.5) {h = 0 m, GPE = 0 J};
  \node[above, align=center] at (2,5.5) {h = 5.0 m, GPE = 40,000 J};
  
  % Arrow showing climbing motion
  \draw[->, >=stealth, thick, red] (0.2,0.2) .. controls (1,3) and (1.5,5) .. (1.8,5.2);
\end{tikzpicture}"
478,Bar charts comparing P and Q: Momentum bars equal height; KE bar for Q twice as tall as P.,"\begin{tikzpicture}[scale=0.8]
    % Momentum bars
    \draw[->] (0,0) -- (0,4) node[above] {Value};
    \draw[->] (0,0) -- (3,0) node[right] {Object};
    \draw[fill=blue!30] (0.5,0) rectangle (1.5,2) node[midway,above] {P};
    \draw[fill=red!30] (1.5,0) rectangle (2.5,2) node[midway,above] {Q};
    \node at (1.5,-0.5) {Momentum};

    % Kinetic Energy bars (shifted right)
    \draw[->] (4,0) -- (4,4) node[above] {Value};
    \draw[->] (4,0) -- (7,0) node[right] {Object};
    \draw[fill=blue!30] (4.5,0) rectangle (5.5,1) node[midway,above] {P};
    \draw[fill=red!30] (5.5,0) rectangle (6.5,2) node[midway,above] {Q};
    \node at (5.5,-0.5) {Kinetic Energy};
\end{tikzpicture}"
480,"F₁ and F₂ drawn head-to-tail, but R is incorrectly shown as a straight line from start of F₁ to end of F₂, but with the wrong magnitude/direction.","\begin{tikzpicture}[>=Stealth]
  % Start point
  \coordinate (A) at (0,0);
  % Draw F1 from A to B
  \draw[->, thick] (A) -- node[midway, below] {$F_1$} ++(0:3) coordinate (B);
  % Draw F2 from B to C
  \draw[->, thick] (B) -- node[midway, above right] {$F_2$} ++(45:2) coordinate (C);
  % Draw resultant R from A to C
  \draw[->, thick] (A) -- node[midway, above, sloped] {$R$} (C);
\end{tikzpicture}"
481,"F₁ and F₂ are parallel and act in the same direction, but R is shown smaller than both.","\begin{tikzpicture}
  % Draw force F₁
  \draw[thick, -latex] (0,0) -- (0,-2) node[midway, left] {$F_1$};
  % Draw force F₂
  \draw[thick, -latex] (1.5,0) -- (1.5,-2) node[midway, left] {$F_2$};
  % Draw resultant R (smaller than both)
  \draw[thick, -latex] (3,0) -- (3,-1) node[midway, right] {$R$};
\end{tikzpicture}"
482,"F₁ and F₂ act in opposite directions, but R is shown perpendicular to both.","\documentclass[tikz,border=10pt]{standalone}
\usetikzlibrary{arrows.meta}
\begin{document}
\begin{tikzpicture}[>=Stealth]
  \coordinate (O) at (0,0);
  % Force F₁ to the right
  \draw[->, thick] (O) -- (1,0) node[midway, above] {$\vec{F}_1$};
  % Force F₂ to the left
  \draw[->, thick] (O) -- (-1,0) node[midway, below] {$\vec{F}_2$};
  % Resultant R perpendicular upward
  \draw[->, thick] (O) -- (0,1) node[midway, left] {$\vec{R}$};
  \fill (O) circle (1.5pt);
\end{tikzpicture}
\end{document}"
485,"A simple diagram showing two carbon atoms: one labeled ""Carbon-12: 6 protons, 6 neutrons"" and the other ""Carbon-14: 6 protons, 8 neutrons"". Both are inside a box titled ""Isotopes of Carbon"" to emphasize the same proton count.","\begin{tikzpicture}
    % Main box
    \draw (0,0) rectangle (10,4);
    \node[anchor=south] at (5,4) {\large Isotopes of Carbon};
    
    % Carbon-12 atom
    \draw (2.5,2) circle (1.2);
    \node[align=center, text width=2cm] at (2.5,2) 
        {Carbon-12: \\ 6 protons \\ 6 neutrons};
    
    % Carbon-14 atom
    \draw (7.5,2) circle (1.2);
    \node[align=center, text width=2cm] at (7.5,2) 
        {Carbon-14: \\ 6 protons \\ 8 neutrons};
\end{tikzpicture}"
486,"Imagine two horizontal plates, one marked '+' on top, one marked '-' below. Straight, vertical arrows point downwards from the '+' plate to the '-' plate, spaced evenly apart","\begin{tikzpicture}
    % Draw the top plate labeled '+'
    \draw[thick] (-2.5, 1) -- (2.5, 1) node[midway, above=3pt] {\large $+$};
    % Draw the bottom plate labeled '-'
    \draw[thick] (-2.5, -1) -- (2.5, -1) node[midway, below=3pt] {\large $-$};
    % Draw evenly spaced vertical arrows from top to bottom
    \foreach \x in {-2,-1,0,1,2} {
        \draw[-latex, thick] (\x, 1) -- (\x, -1);
    }
\end{tikzpicture}"
487,"Simple bar chart showing typical sound speeds: solids ~3000–5000 m/s, liquids ~1500 m/s, gases ~300–1300 m/s.","\begin{tikzpicture}[x=0.001cm, y=1cm]
  % Axes
  \draw[->] (0,0) -- (6500,0) node[right] {Speed (m/s)};
  \draw[->] (0,0) -- (0,4) node[above] {Medium};
  
  % X-axis ticks
  \foreach \x in {0,1000,2000,3000,4000,5000,6000}
    \draw (\x,0.1) -- (\x,-0.1) node[below] {\x};
  
  % Category labels
  \node[left] at (0,3) {Solids};
  \node[left] at (0,2) {Liquids};
  \node[left] at (0,1) {Gases};
  
  % Bars (fill=lightgray)
  \draw[fill=lightgray] (3000,2.75) rectangle (5000,3.25); % Solids: 3000–5000 m/s
  \draw[fill=lightgray] (1400,1.75) rectangle (1600,2.25); % Liquids: ~1500 m/s (1400–1600)
  \draw[fill=lightgray] (300,0.75) rectangle (1300,1.25);  % Gases: 300–1300 m/s
\end{tikzpicture}"
489,"** A ray of light approaching a glass block. The incident ray in air makes a 46° angle with the normal. Inside the glass, the refracted ray bends toward the normal, making a 26° angle with it. Label angles and normal clearly.**","\begin{tikzpicture}[>=Latex]
\usetikzlibrary{optics, arrows.meta}
% Glass block
\draw (0,0) rectangle (4,1);
% Normal line
\draw[densely dashed] (2,0) -- (2,2) node[above] {Normal};
% Media labels
\node at (1,0.5) {Glass};
\node at (2,1.5) {Air};
% Incident ray
\def\anglei{46}
\def\leni{2}
\pgfmathsetmacro{\startx}{2 - \leni*sin(\anglei)}
\pgfmathsetmacro{\starty}{1 + \leni*cos(\anglei)}
\draw[ray, ->] (\startx,\starty) -- (2,1);
% Refracted ray
\def\angler{26}
\pgfmathsetmacro{\lenr}{1 / cos(\angler)}
\pgfmathsetmacro{\endx}{2 + \lenr*sin(\angler)}
\draw[ray, ->] (2,1) -- (\endx,0);
% Angle of incidence arc
\draw (2,1) ++(44:0.5) arc (44:90:0.5) node[midway, above left] {$46^\circ$};
% Angle of refraction arc
\draw (2,1) ++(270:0.5) arc (270:296:0.5) node[midway, below right] {$26^\circ$};
\end{tikzpicture}"
490,"A vertical line represents the mirror. An object is shown in front. Arrows from the object hit the mirror and reflect outward. Dashed lines extend backward behind the mirror, meeting at point N.","\begin{tikzpicture}
  % Mirror (vertical line)
  \draw (0,-2) -- (0,2);

  % Object (arrow in front of mirror)
  \draw[thick, -latex] (-2,0) -- (-2,1);

  % Incident and reflected rays
  \draw[->] (-2,1) -- (0,0.5); % Incident ray 1
  \draw[->] (0,0.5) -- (-1,0.25); % Reflected ray 1
  \draw[->] (-2,1) -- (0,1.5); % Incident ray 2
  \draw[->] (0,1.5) -- (-1,1.75); % Reflected ray 2

  % Dashed lines extending behind mirror
  \draw[dashed] (0,0.5) -- (2,1);
  \draw[dashed] (0,1.5) -- (2,1);

  % Point N (intersection of dashed lines)
  \node at (2,1) [right] {N};
\end{tikzpicture}"
