Prompt,Response
A single straight diagonal line from start to finish.,"```latex
\begin{tikzpicture}
    \draw (0,0) -- (3,3);
\end{tikzpicture}
```"
"A smooth curve upwards from the origin, becoming steeper, for the entire motion.","```tikz
\begin{tikzpicture}
  \draw[->] (0,0) -- (4.5,0); % Time axis
  \draw[->] (0,0) -- (0,4.5); % Position axis
  \draw[thick, smooth, samples=100] plot[domain=0:4] (\x, {(\x*\x)/4}); % Position-time curve
\end{tikzpicture}
```"
"A beam of alpha particles aimed at gold foil; most pass through, a few deflect sharply.","```latex
\usetikzlibrary{patterns, arrows.meta}
\begin{tikzpicture}[>=Stealth]
    % Alpha particle source
    \node[circle, fill=black, inner sep=1.5pt] (source) at (0,0) {};
    \node[below] at (0,-0.3) {$\alpha$ source};

    % Gold foil
    \draw[pattern=north east lines, pattern color=black!40] (4,-1.5) rectangle (4.2,1.5);
    \node[above] at (4.1,1.6) {Gold foil};

    % Undeflected particles
    \foreach \y in {-1.2,-0.6,0,0.6,1.2} 
        \draw[->, thin] (0,0) -- (4.1,\y) -- (8,\y);

    % Deflected particles
    \draw[->, thick] (0,0) -- (4.1,-0.8) -- (6.5,-0.2) -- (8,0.4);
    \draw[->, thick] (0,0) -- (4.1,0.9) -- (6.5,0.3) -- (8,-0.3);
    \draw[->, thick, red] (0,0) -- (4.1,-0.3) -- (2,-1.2) -- (0.5,-2);
    \draw[->, thick, red] (0,0) -- (4.1,0.3) -- (2.5,1.8) -- (1,2.5);
\end{tikzpicture}
```"
"A wire shown with reduced diameter and extended length, with arrows indicating increased resistance.","```latex
\begin{tikzpicture}
    % Draw the extended wire with reduced diameter
    \draw[line width=0.5mm] (0,0) -- (8,0);
    
    % Arrow indicating increased length (double-headed)
    \draw[<->, >=Latex] (0,0.5) -- (8,0.5) node[midway, above] {increased length};
    
    % Arrow indicating reduced diameter (double-headed)
    \draw[<->, >=Latex] (4,-0.3) -- (4,0.3) node[midway, right] {reduced diameter};
\end{tikzpicture}
```"
Point near origin where curve is steep,"```latex
\begin{tikzpicture}
    % Axes
    \draw[->] (-0.5,0) -- (2,0) node[right] {$x$};
    \draw[->] (0,-0.5) -- (0,2) node[above] {$y$};
    
    % Origin label
    \fill (0,0) circle (1.5pt) node[below left] {O};
    
    % Steep curve (cubic function for illustration)
    \draw[domain=0:1.2, smooth, thick] plot (\x, {1.5*\x*\x*\x + 0.5*\x});
    
    % Point near origin
    \fill (0.3,0.3) circle (2pt);
\end{tikzpicture}
```"
Curve bending toward the voltage axis as V increases,"```latex
\begin{tikzpicture}
  % Axes
  \draw[->] (0,0) -- (5,0) node[below] {V};
  \draw[->] (0,0) -- (0,4) node[left] {I};
  
  % Curve bending toward voltage axis
  \draw[thick, red] plot[domain=0:4.5, samples=100, smooth] 
    (\x, {3 * exp(-0.3*\x)});
\end{tikzpicture}
```

- **Axes**: Horizontal axis labeled ""V"" (voltage), vertical axis labeled ""I"" (current).  
- **Curve**: Exponential decay curve starting at (0,3) and bending toward the voltage axis as V increases, modeled as \( I = 3e^{-0.3V} \).  
- **Appearance**: Smooth red curve (100 samples for smoothness), thick for visibility.  
- **Behavior**: Curve approaches but never touches the V-axis, demonstrating asymptotic bending toward it as voltage increases."
"** Sketch the electromagnetic spectrum as a horizontal line labeled with increasing frequency. Mark visible light at 5.0×10¹⁴ Hz, M far left at 5.0×10⁶ Hz in the radio section, and N just right of visible light at 5.0×10¹⁵ Hz in the UV section.**","```latex
\begin{tikzpicture}
  % Main axis (logarithmic scale representation)
  \draw[->] (0,0) -- (10,0);
  
  % Section boundaries (vertical ticks)
  \draw (0,0.1) -- (0,-0.1);
  \draw (3,0.1) -- (3,-0.1);
  \draw (6,0.1) -- (6,-0.1);
  \draw (8.6,0.1) -- (8.6,-0.1);
  \draw (8.9,0.1) -- (8.9,-0.1);
  \draw (10,0.1) -- (10,-0.1);
  
  % Section labels
  \node[above] at (1.5,0.5) {Radio};
  \node[above] at (4.5,0.5) {Microwave};
  \node[above] at (7.3,0.5) {Infrared};
  \node[above] at (8.75,0.5) {Visible};
  \node[above] at (9.45,0.5) {UV};
  
  % Marked points with labels
  % M (5.0×10⁶ Hz)
  \draw (0.7,0.1) -- (0.7,-0.1) node[below] {M};
  \node[below] at (0.7,-0.4) {$5.0\times10^{6}$ Hz};
  
  % Visible light (5.0×10¹⁴ Hz)
  \draw (8.7,0.1) -- (8.7,-0.1) node[below] {visible light};
  \node[below] at (8.7,-0.4) {$5.0\times10^{14}$ Hz};
  
  % N (5.0×10¹⁵ Hz)
  \draw (9.7,0.1) -- (9.7,-0.1) node[below] {N};
  \node[below] at (9.7,-0.4) {$5.0\times10^{15}$ Hz};
  
  % Axis label
  \node[below] at (5,-1) {Frequency (Hz)};
\end{tikzpicture}
```"
"Sketch showing air-glass boundary. Incident ray in air at 30° to the normal. Refracted ray in glass bends TOWARDS the normal, at a smaller angle.","```latex
\begin{tikzpicture}[>=Stealth]
  % Draw the interface (air-glass boundary)
  \draw[thick] (-3,0) -- (3,0);
  
  % Label the media
  \node[above] at (-2.5,0.3) {Air};
  \node[below] at (-2.5,-0.3) {Glass};
  
  % Draw the normal (dashed line)
  \draw[dashed] (0,-2) -- (0,2);
  
  % Draw incident ray (30° to normal)
  \draw[->, thick] (0,0) -- (120:2.5) node[midway, above left] {Incident ray};
  
  % Draw refracted ray (bent towards normal)
  \draw[->, thick] (0,0) -- (-70:2) node[midway, below right] {Refracted ray};
  
  % Draw angle of incidence (30°)
  \draw (0.5,0) arc (0:30:0.5);
  \node at (15:0.7) {30°};
  
  % Draw refracted angle (smaller arc, unlabeled)
  \draw (0.5,0) arc (0:-20:0.5);
\end{tikzpicture}
```"
"Sketch showing water at 25°C losing energy to ice at 0°C. Arrow labeled ""525 J"" from water to ice, with ice melting into water at 0°C. Caption: ""Energy conservation: Cooling energy → Melting energy"".","```latex
\begin{tikzpicture}[scale=0.8, every node/.style={font=\small}]
    % Water container (25°C)
    \draw[thick] (0,0) rectangle (3,2);
    \fill[blue!20] (0,0) rectangle (3,2);
    \node at (1.5,2.3) {Water 25°C};
    
    % Ice container (0°C)
    \draw[thick] (5,0) rectangle (8,2);
    \fill[blue!5] (5,0) rectangle (8,2);
    \node at (6.5,2.3) {Ice 0°C};
    
    % Water waves in ice container
    \fill[blue!20] (5,0) -- (5,0.7) sin (6,0.8) cos (7,0.7) sin (8,0.6) -- (8,0) -- cycle;
    \draw[blue] (5,0.7) sin (6,0.8) cos (7,0.7) sin (8,0.6);
    
    % Ice cube with melting effect
    \fill[blue!10] (5.7,1.2) rectangle (7.3,1.8);
    \draw (5.7,1.2) -- (5.7,1.8) -- (7.3,1.8) -- (7.3,1.2);
    \draw[blue, thick] (5.7,1.2) to[out=270,in=180] (6.0,1.0) to[out=0,in=240] (6.5,1.1) to[out=60,in=270] (7.3,1.2);
    
    % Energy transfer arrow
    \draw[-Stealth, line width=1.5pt, red] (3,1) -- (5,1) node[midway, above] {525 J};
    
    % Caption
    \node[below, align=center] at (4,-0.7) {Energy conservation: Cooling energy $\rightarrow$ Melting energy};
\end{tikzpicture}
```"
"A beam divided into black and white sections. Arrows labelled ""IR radiation from Sun"" point down to the beam. More arrows are absorbed by the black section; some arrows bounce off the white section. At night, arrows labelled ""IR radiation to surroundings"" emanate more strongly from the black section than the white section.","```latex
\begin{tikzpicture}
  % Daytime diagram
  \begin{scope}
    % Beam with black and white sections
    \fill[black] (0,0) rectangle (2,0.5);
    \fill[white, draw=black] (2,0) rectangle (4,0.5);
    
    % Labels for sections
    \node[below] at (1,0) {Black};
    \node[below] at (3,0) {White};
    
    % IR radiation from Sun (black section absorption)
    \foreach \x in {0.5,1,1.5} {
      \draw[-latex] (\x,2) -- (\x,0.5);
    }
    % IR radiation from Sun (white section reflection)
    \draw[-latex] (3,2) -- (3,0.5); % Incident ray
    \draw[-latex] (3,0.5) -- (3.5,2); % Reflected ray
    
    % Radiation label
    \node[above, align=center] at (2,2.2) {IR radiation from Sun};
    \node[above] at (2,3) {Day};
  \end{scope}

  % Nighttime diagram (shifted right)
  \begin{scope}[xshift=5cm]
    % Beam with black and white sections
    \fill[black] (0,0) rectangle (2,0.5);
    \fill[white, draw=black] (2,0) rectangle (4,0.5);
    
    % Labels for sections
    \node[below] at (1,0) {Black};
    \node[below] at (3,0) {White};
    
    % IR radiation to surroundings
    \foreach \x in {0.5,1,1.5} {
      \draw[-latex] (\x,0.5) -- (\x,2); % Stronger from black
    }
    \draw[-latex] (3,0.5) -- (3,1.5); % Weaker from white
    
    % Radiation label
    \node[above, align=center] at (2,2.2) {IR radiation to surroundings};
    \node[above] at (2,3) {Night};
  \end{scope}
\end{tikzpicture}
```"
"A large smoke particle surrounded by many smaller, fast-moving air molecules. Arrows of different sizes and directions show air molecules hitting the smoke particle from all sides.","```latex
\begin{tikzpicture}[>=latex]
    % Smoke particle (large central circle)
    \draw[fill=gray!40] (0,0) circle (0.8cm);
    
    % Air molecules (small circles with velocity arrows)
    \foreach \i in {1,...,25} {
        \pgfmathsetmacro{\ang}{360*rnd}
        \pgfmathsetmacro{\dist}{1.2 + 1.5*rnd}
        \pgfmathsetmacro{\x}{\dist*cos(\ang)}
        \pgfmathsetmacro{\y}{\dist*sin(\ang)}
        \pgfmathsetmacro{\len}{0.2 + 0.5*rnd}
        \pgfmathsetmacro{\arrang}{atan2(-\y,-\x)}
        
        \draw[fill=black] (\x,\y) circle (0.05cm);
        \draw[->,thick] (\x,\y) -- ++(\arrang:\len);
    }
\end{tikzpicture}
```"
"A simple cross-section of the Earth showing a hot core, a mantle, and a thin crust. An arrow points from the core to the surface, labeled ""Geothermal heat source - radioactive decay & primordial heat""","```latex
\begin{tikzpicture}
    % Earth layers
    \fill[red!60] (0,0) circle (1); % Core
    \fill[orange!40, even odd rule] (0,0) circle (2.5) (0,0) circle (1); % Mantle
    \fill[green!30, even odd rule] (0,0) circle (3) (0,0) circle (2.5); % Crust
    
    % Layer boundaries
    \draw (0,0) circle (1) (0,0) circle (2.5) (0,0) circle (3);
    
    % Layer labels
    \node at (120:0.7) {Core};
    \node at (120:1.8) {Mantle};
    \node at (120:2.8) {Crust};
    
    % Geothermal arrow
    \draw[-Stealth, line width=1pt] (0,0) -- (45:3) 
        node[midway, above, sloped, align=center] 
        {Geothermal heat source \\ radioactive decay \& primordial heat};
\end{tikzpicture}
```"
"Diagram C shows the 3 N force acting horizontally to the right and the 4 N force acting vertically upward. The resultant force X is an arrow starting at the same point as the other forces, pointing diagonally upward/right at an angle, with magnitude 5 N.","```latex
\usetikzlibrary{arrows.meta}
\begin{tikzpicture}[>=Stealth, scale=1]
    % Forces
    \draw[->, thick] (0,0) -- (3,0) node[midway, above] {3 N};
    \draw[->, thick] (0,0) -- (0,4) node[midway, right] {4 N};
    \draw[->, thick] (0,0) -- (3,4) node[midway, above right] {5 N};
    % Angle arc
    \draw (0.7,0) arc (0:atan(4/3):0.7) node[midway, right] {$\theta$};
\end{tikzpicture}
```"
Nucleus before decay → Nucleus after decay + α-particle moving away,"```latex
\begin{tikzpicture}[>=stealth]
    % Initial nucleus
    \node[circle, draw, minimum size=0.6cm] (initial) at (0,0) {};
    \node[below] at (0,-0.5) {Nucleus before decay};

    % Decay arrow
    \draw[->, thick] (0.7,0) -- (2.5,0) node[midway, above] {Decay};

    % Daughter nucleus
    \node[circle, draw, minimum size=0.5cm] (daughter) at (3.5,0.7) {};
    \node[above] at (3.5,1.3) {Nucleus after decay};
    \draw[->, thick] (3.5,0.7) -- (4.3,1.1);

    % Alpha particle
    \node[circle, draw, minimum size=0.4cm] (alpha) at (3.5,-0.7) {};
    \node[below] at (3.5,-1.3) {$\alpha$-particle};
    \draw[->, thick] (3.5,-0.7) -- (4.3,-1.1);
\end{tikzpicture}
```"
"A cardboard packet containing flour. A radiation source is positioned on one side, and a detector on the opposite side. If flour is above the level, it blocks radiation; if below, radiation reaches the detector.","```latex
\begin{tikzpicture}
  \usetikzlibrary{patterns, shapes.misc}
  % Cardboard packet (container)
  \draw[dashed] (0,0) rectangle (4,5);
  \node at (2,-0.5) {Cardboard Packet};
  
  % Flour fill with pattern and level indicator
  \fill[pattern=north east lines] (0,0) rectangle (4,3);
  \draw[dashed] (0,3) -- (4,3);
  \draw[->] (4.5,3) -- (4,3);
  \node at (4.5,3) [right] {Flour Level};
  
  % Radiation source (left side)
  \node[circle, draw, inner sep=2pt] (source) at (-1,2.5) {};
  \node[below] at (source) {Radiation Source};
  
  % Detector (right side)
  \node[rectangle, draw, inner sep=2pt] (detector) at (5,2.5) {};
  \node[below] at (detector) {Detector};
  
  % Radiation beam (blocked by flour)
  \draw[->, thick] (source) -- (0,2.5);
  \draw[dashed, thick] (0,2.5) -- (0.5,2.5);
  \node[cross out, draw=black, minimum size=6pt, line width=0.7pt] at (0.5,2.5) {};
  \node[above right] at (0.5,2.5) {Blocked};
\end{tikzpicture}
```"
"Assume the gate combination is as follows:  
- Inputs P and Q are connected to a NOR gate, with output X.  
- Input Q is also connected separately to a NOT gate, with output Y.","```latex
\begin{tikzpicture}[circuit logic US, thick]
    % Input nodes
    \node (P) at (0,1) {P};
    \node (Q) at (0,0) {Q};
    
    % Gates
    \node[nor gate] (nor) at (2,0.5) {};
    \node[not gate] (not) at (2,-1) {};
    
    % Connections
    \draw (P) -| (nor.input 1);
    \draw (Q) -- (0,-1) |- (not.input);
    \draw (Q) -| (nor.input 2);
    
    % Output labels
    \draw (nor.output) -- ++(0.5,0) node[right] (X) {X};
    \draw (not.output) -- ++(0.5,0) node[right] (Y) {Y};
\end{tikzpicture}
```"
"A circuit diagram showing an a.c. supply connected to two diodes arranged in a 'back-to-back' configuration pointing towards a central junction, with the lamp connected between this junction and the other supply terminal.","```tikz
\begin{circuitikz}
  \draw (0,0) to[sV, label=AC supply] (0,-2);
  \draw (0,0) to[diode] (2,-1) coordinate (C);
  \draw (0,-2) to[diode] (C);
  \draw (C) to[lamp] (0,-2);
\end{circuitikz}
```"
Rays spreading out as if coming from a point behind the object,"```latex
\begin{tikzpicture}[>=latex, use optics]
    % Lens
    \draw (0,-1.5) to [lens, double concave] (0,1.5);
    % Object arrow
    \draw[thick, ->] (-3,0) -- (-3,1);
    % Virtual image arrow (dashed)
    \draw[thick, ->, dashed] (-6,0) -- (-6,2);
    % Ray 1: Parallel to axis
    \draw[->] (-3,1) -- (0,1);
    \draw[->] (0,1) -- (2,2);
    \draw[dashed] (0,1) -- (-6,2);
    % Ray 2: Through center
    \draw[->] (-3,1) -- (0,0);
    \draw[->] (0,0) -- (3,-1);
    \draw[dashed] (0,0) -- (-6,2);
\end{tikzpicture}
```"
"Sketch showing air-glass boundary. Label incident ray, refracted ray, and normal. Angle x: between incident ray and normal. Angle y: between refracted ray and normal.","```latex
\documentclass[tikz,border=3.14mm]{standalone}
\usetikzlibrary{arrows.meta, angles, quotes}
\begin{document}
\begin{tikzpicture}[>=Stealth]
    % Boundary line (air-glass interface)
    \draw[thick] (-3,0) -- (3,0);
    \node[above] at (-2.5,0.2) {Air};
    \node[below] at (-2.5,-0.2) {Glass};
    
    % Normal line
    \draw[dashed] (0,-2) -- (0,2) node[above] {};
    \node[right] at (0,1.2) {Normal};
    
    % Incident ray (50° example)
    \draw[->, thick] (0,0) -- (140:2.5) node[midway, above left] {Incident ray};
    
    % Refracted ray (30° example)
    \draw[->, thick, blue] (0,0) -- (300:2) node[midway, right] {Refracted ray};
    
    % Angle labels
    \coordinate (O) at (0,0);
    \coordinate (N_upper) at (0,1);
    \coordinate (N_lower) at (0,-1);
    \coordinate (I) at (140:1);
    \coordinate (R) at (300:1);
    
    % Angle x (incident angle)
    \pic [draw, ->, angle radius=1cm, angle eccentricity=1.2, ""\(x\)""] {angle = N_upper--O--I};
    
    % Angle y (refracted angle)
    \pic [draw, ->, angle radius=1cm, angle eccentricity=1.2, ""\(y\)""] {angle = N_lower--O--R};
\end{tikzpicture}
\end{document}
```"
"A two-part sketch showing a small bubble labeled ""20 cm³, P = 1.25 × 10⁵ Pa"" at depth, and a larger bubble labeled ""25 cm³, P = 1.00 × 10⁵ Pa"" at the surface. Arrows indicate upward motion with ""pressure decreases → volume increases"".","```latex
\begin{tikzpicture}
    % Deep bubble (smaller volume, higher pressure)
    \draw (0,0) circle (1cm);
    \node[below, align=center] at (0,-1.2) {20 cm$^3$ \\ P = 1.25 $\times$ 10$^5$ Pa};
    
    % Surface bubble (larger volume, lower pressure)
    \draw (3,2) circle (1.1cm);
    \node[above, align=center] at (3,3.2) {25 cm$^3$ \\ P = 1.00 $\times$ 10$^5$ Pa};
    
    % Upward motion arrow with label
    \draw[-latex, thick] (0.8,0.55) -- (2.1,1.4) node[midway, above, sloped] {pressure decreases $\rightarrow$ volume increases};
\end{tikzpicture}
```"
"A simple sketch showing an object being pushed by a force arrow labeled ""F"" through a distance ""d"" along a straight line. Caption: ""Work done = F × d when force and motion are in the same direction.""","```latex
\usetikzlibrary{arrows.meta}
\begin{tikzpicture}
  % Ground line
  \draw (0,-0.15) -- (4.5,-0.15);
  % Initial object
  \draw (0,-0.15) rectangle (0.5,0.15);
  % Final object
  \draw (3,-0.15) rectangle (3.5,0.15);
  % Force arrow
  \draw[-{Stealth}, thick] (0.5,0.25) -- (1.5,0.25) node[midway, above] {F};
  % Distance arrow
  \draw[{Stealth}-{Stealth}, thick] (0.25,-0.5) -- (3.25,-0.5) node[midway, below] {d};
  % Caption
  \node[below, align=center] at (2,-1) {Work done = $F \times d$ \\ when force and motion are in the same direction.};
\end{tikzpicture}
```"
"A circle representing the orbit, Earth at center, satellite on the circle. Arrow D points straight from satellite to Earth's center. Arrows A, B, and C are shown incorrectly: A tangent to the orbit, B radially outward, C at 45° between tangent and outward.","```latex
\documentclass{standalone}
\usepackage{tikz}
\usetikzlibrary{arrows.meta}

\begin{document}
\begin{tikzpicture}[>=Stealth]
    % Orbit circle
    \draw (0,0) circle (3cm);
    
    % Earth at center
    \node[circle, fill=blue!30, minimum size=0.6cm] at (0,0) {Earth};
    
    % Satellite position
    \coordinate (satellite) at (0,3);
    \node at (satellite) [circle, fill=black, inner sep=1.5pt] {};
    
    % Arrow D (correct gravity direction)
    \draw[->, thick] (satellite) -- (0,0.3) node[midway, left] {D};
    
    % Incorrect arrows
    \draw[->] (satellite) -- ++(0:1.5) node[midway, above] {A}; % Tangent
    \draw[->] (satellite) -- ++(90:1.5) node[midway, left] {B}; % Radial outward
    \draw[->] (satellite) -- ++(45:1.5) node[midway, above left] {C}; % 45° direction
\end{tikzpicture}
\end{document}
```"
"** A speed-time graph with a horizontal line at 40 s. At this point, the slope is flat, indicating zero gradient and zero acceleration.","```latex
\begin{tikzpicture}
    \begin{axis}[
        axis lines = left,
        xlabel = {Time (s)},
        ylabel = {Speed (m/s)},
        xmin = 0, xmax = 80,
        ymin = 0, ymax = 50,
        xtick = {0,20,40,60,80},
        ytick = {0,10,20,30,40,50},
        xticklabels = {0,20,40,60,80},
        yticklabels = {0,10,20,30,40,50},
        grid = both,
        grid style = {dashed, gray!50},
        width = 10cm,
        height = 6cm
    ]
    \addplot [blue, very thick, domain=0:80] {40};
    \end{axis}
\end{tikzpicture}
```"
"Comparison table showing properties of α, β, γ radiation. Columns: Type | Identity | Charge | Penetration | Stopped By. For γ: ""EM wave"" | 0 | High | Thick lead","```latex
\begin{tikzpicture}
  \matrix (table) [matrix of nodes, 
                  nodes={draw, minimum height=7mm, minimum width=2.2cm, anchor=center, align=center},
                  row sep=-\pgflinewidth, 
                  column sep=-\pgflinewidth] 
  {
    Type & Identity & Charge & Penetration & Stopped By \\
    $\gamma$ & EM wave & $0$ & High & Thick lead \\
  };
  \draw[thick] (table-1-1.north west) -- (table-1-5.north east);
  \draw[thick] (table-1-1.south west) -- (table-1-5.south east);
  \draw[thick] (table-2-1.south west) -- (table-2-5.south east);
\end{tikzpicture}
```"
"Scientist holding a radioactive source at one end of long tongs. Arrows labeled ""β-particles"" spread out from the source but fade out before reaching the scientist's hand at the other end of the tongs. A dashed line at 30 cm from the source shows the maximum range.","```latex
\documentclass[tikz,border=3.14mm]{standalone}
\usetikzlibrary{arrows.meta}
\begin{document}
\begin{tikzpicture}[>=Stealth]

% Dashed line for maximum range
\draw[dashed] (3,-2.5) -- (3,2.5);
\node[above] at (3,2.5) {30 cm};

% Tongs
\draw[line width=2pt] (5,0.3) -- (0,0.1);
\draw[line width=2pt] (5,-0.3) -- (0,-0.1);

% Hand
\draw[thick,fill=white] (5,0) circle (0.3cm);
\node[above] at (5,0.5) {hand};

% Radioactive source
\node[draw,circle,minimum size=0.4cm] (source) at (0,0) {};
\foreach \a in {0,120,240} {
    \draw (source.\a) -- (\a:0.3);
}
\fill (0,0) circle (0.05cm);
\node[below] at (0,-0.4) {radioactive source};

% Beta particles arrows
\foreach \angle in {-30,-15,0,15,30} {
    \draw[thick] (\angle:0.3) -- (3, {3 * tan(\angle)});
    \draw[thick,->,opacity=0.3] (3, {3 * tan(\angle)}) -- (3.5, {3.5 * tan(\angle)});
}
\node[above] at (1.5,0.1) {$\beta$-particles};

\end{tikzpicture}
\end{document}
```"
"A gold foil with most α-particles passing through, a few deflected at small angles, and rare large-angle deflections. Arrows show repulsion between the positive nucleus and positive α-particle.","```latex
\documentclass[tikz,border=3.14mm]{standalone}
\usetikzlibrary{arrows.meta}
\begin{document}
\begin{tikzpicture}[>=Stealth]
    % Alpha source
    \node[circle, draw, fill=gray!20] at (0,0) {$\alpha$ source};
    
    % Gold foil
    \filldraw[fill=yellow!30, draw=black] (4,-3) rectangle (5,3) 
        node[above, yshift=0.3cm] at (4.5,3) {Gold foil};
    
    % Nucleus
    \filldraw[red] (4.5,1) circle (2pt) node[above] {Nucleus};
    
    % Straight trajectories (most particles)
    \foreach \y in {-2,-1,0,1,2} {
        \draw[->] (0.5,\y) -- (8,\y);
    }
    
    % Slightly deflected trajectory
    \draw[->] (0.5,2.5) .. controls (4,2.5) and (5,2.0) .. (8,2.0);
    
    % Large-angle deflected trajectory
    \draw[->] (0.5,0.5) .. controls (3,0.5) and (4.5,0.8) .. (8,-1.5);
    
    % Backscattered trajectory
    \draw[->] (0.5,-0.5) .. controls (3,-0.5) and (4.5,-1.0) .. (0.5,-2.5);
    
    % Repulsion force vectors
    \draw[red, thick, ->] (4.5,0.8) -- (4.5,0.6); % Force on alpha particle
    \draw[red, thick, ->] (4.5,1) -- (4.5,1.2);   % Force on nucleus
\end{tikzpicture}
\end{document}
```"
"A coil in a magnetic field between N and S poles. At 0°, side A moves ↑, side B moves ↓ → +V. At 180°, side A moves ↓, side B moves ↑ → –V.","```latex
\begin{tikzpicture}[>=latex, scale=0.8]
    % Diagram for 0°
    \begin{scope}
        % Magnetic poles
        \draw[fill=gray!20] (-2.5,-2) rectangle (-0.5,2) node[pos=.5] {N};
        \draw[fill=gray!20] (0.5,-2) rectangle (2.5,2) node[pos=.5] {S};
        
        % Magnetic field lines
        \foreach \y in {-1.5,-1,...,1.5} {
            \draw[->] (-0.5,\y) -- (0.5,\y);
        }
        
        % Coil (rectangle)
        \draw[ultra thick] (-1,-1) rectangle (1,1);
        
        % Labels and motion arrows
        \node[left] at (-1,0.5) {A};
        \node[right] at (1,0.5) {B};
        \draw[->, red, thick] (-1,0) -- (-1,0.7) node[midway, left] {↑};
        \draw[->, red, thick] (1,0) -- (1,-0.7) node[midway, right] {↓};
        
        % Voltage indication
        \node at (0,0) {+V};
        \node[above] at (0,1.2) {0°};
    \end{scope}
    
    % Diagram for 180° (shifted right)
    \begin{scope}[xshift=6cm]
        % Magnetic poles
        \draw[fill=gray!20] (-2.5,-2) rectangle (-0.5,2) node[pos=.5] {N};
        \draw[fill=gray!20] (0.5,-2) rectangle (2.5,2) node[pos=.5] {S};
        
        % Magnetic field lines
        \foreach \y in {-1.5,-1,...,1.5} {
            \draw[->] (-0.5,\y) -- (0.5,\y);
        }
        
        % Coil (rectangle)
        \draw[ultra thick] (-1,-1) rectangle (1,1);
        
        % Labels and motion arrows
        \node[left] at (-1,0.5) {A};
        \node[right] at (1,0.5) {B};
        \draw[->, red, thick] (-1,0) -- (-1,-0.7) node[midway, left] {↓};
        \draw[->, red, thick] (1,0) -- (1,0.7) node[midway, right] {↑};
        
        % Voltage indication
        \node at (0,0) {–V};
        \node[above] at (0,1.2) {180°};
    \end{scope}
\end{tikzpicture}
```"
"A simple sketch showing a person's hand accidentally touching a bare live wire protruding from a wall. Arrows indicate electric current flowing from the wire, through the person's body, and down to the ground/earth. A fuse is shown in the circuit near the supply.","```latex
\documentclass{standalone}
\usepackage{circuitikz}
\usetikzlibrary{arrows.meta}
\begin{document}
\begin{circuitikz}[scale=1]
    % Wall with gap for wire
    \draw[line width=3pt] (0,0) -- (0,2.7);
    \draw[line width=3pt] (0,3.3) -- (0,4);
    
    % Electrical circuit
    \draw (-1,3) to [fuse] (-0.5,3) -- (0,3);
    \draw (0,3) -- (2,3);
    \draw (-1,3) to [american voltage source, l=AC] (-1,2) node[ground] {};
    
    % Person and current path
    \draw (2,3) -- (2,0) node[ground] (earth) {};
    \fill (2,3) circle (2pt) node[above right] {Hand};
    
    % Current flow arrows
    \foreach \y in {2.8,2.3,1.8,1.3,0.8}
        \draw[-{Latex}] (2,\y) -- (2,\y-0.2);
    \draw[-{Latex}] (1.7,3) -- (1.9,3);
    
    % Labels
    \node[above] at (-0.75,3) {Fuse};
    \node[above] at (2,3) {Live Wire};
    \node[below] at (earth) {Earth};
\end{circuitikz}
\end{document}
```"
"Four lamps, each connected directly to the 240V supply terminals with individual paths. Voltage is identical across all lamps.","```latex
\begin{circuitikz}
    \draw (0,0) to [battery1, l=240V] (0,4); % Power supply
    \draw (0,4) -- (4,4); % Positive rail
    \draw (0,0) -- (4,0); % Negative rail
    \draw (1,4) to [lamp] (1,0); % Lamp 1
    \draw (2,4) to [lamp] (2,0); % Lamp 2
    \draw (3,4) to [lamp] (3,0); % Lamp 3
    \draw (4,4) to [lamp] (4,0); % Lamp 4
\end{circuitikz}
```"
"Sketch four wires with labels A, B, C, D. Show wire B as the shortest and thickest, visually emphasizing low resistance.","```tikz
\begin{tikzpicture}
    % Wire A (long and thin)
    \draw[fill=gray!30] (0,3) rectangle (4,3.1) node[left] at (0,3.05) {A};
    % Wire B (short and thick)
    \draw[fill=gray!30] (0,2) rectangle (2,2.4) node[left] at (0,2.2) {B};
    % Wire C (long and thin)
    \draw[fill=gray!30] (0,1) rectangle (4,1.1) node[left] at (0,1.05) {C};
    % Wire D (long and thin)
    \draw[fill=gray!30] (0,0) rectangle (4,0.1) node[left] at (0,0.05) {D};
\end{tikzpicture}
```"
"A simple circuit with a battery, switch, and bulb. The battery is labeled ""e.m.f. source"" with arrows showing electron flow from the negative terminal. Energy conversion: chemical → electrical.","```tikz
\begin{tikzpicture}[>=stealth, circuitikz]
% Battery with labels
\draw (0,0) to [battery1, l_=e.m.f. source] (0,2);
\node [left] at (0,1) {chemical $\rightarrow$ electrical};
% Switch and bulb
\draw (0,2) to [switch] (3,2);
\draw (3,2) to [lamp] (3,0);
\draw (3,0) -- (0,0);
% Electron flow arrows
\draw[->, thick] (1.5,0) -- (1.7,0); % Bottom wire
\draw[->, thick] (3,1) -- (3,1.3);   % Right wire
\draw[->, thick] (1.5,2) -- (1.3,2); % Top wire
% Negative terminal label
\node[below] at (0,0) {negative};
\end{tikzpicture}
```"
