,Prompt,Response
10," A standard supply and demand diagram with axes labelled ‘Price’ and ‘Quantity’, intersecting curves showing equilibrium price (P*) and quantity (Q*). At this point, the market clears, as there is no surplus or shortage. An increase in wages across the economy affects consumer income and production costs, influencing both demand and supply. For normal goods, higher wages raise disposable income, shifting the demand curve to the right. DIAGRAM: A rightward shift in demand from D1 to D2, leading to a higher equilibrium price (P1) and quantity (Q1). Conversely, for inferior goods, demand decreases as income rises, shifting the curve left. DIAGRAM: A leftward shift in demand from D1 to D2, resulting in lower equilibrium price (P1) and quantity (Q1). Simultaneously, higher wages increase firms’ production costs, shifting the supply curve left. DIAGRAM: A leftward supply shift from S1 to S2, causing price to rise (P1) and quantity to fall (Q1). The combined effect depends on the good’s nature: for normal goods, demand rises and supply falls, amplifying price increases but creating uncertainty over quantity. For inferior goods, demand falls and supply contracts, potentially stabilising prices but reducing quantity. ","\documentclass[tikz]{standalone}
\usepackage{pgfplots}
\pgfplotsset{compat=1.18}
\usetikzlibrary{arrows.meta}

\begin{document}

% Normal goods: Demand increase
\begin{tikzpicture}[>=Stealth]
\begin{axis}[
    axis lines = left,
    xlabel = {Quantity},
    ylabel = {Price},
    xmin = 0, xmax = 120,
    ymin = 0, ymax = 120,
    xtick = \empty,
    ytick = \empty,
    clip = false,
]

% Original supply and demand
\addplot[blue, thick, domain=0:100] {100 - x};
\node[above right, blue] at (100,0) {D1};
\addplot[red, thick, domain=0:100] {0.8*x};
\node[above left, red] at (100,80) {S1};

% Equilibrium P* Q*
\draw[dashed] (axis cs:50,50) -- (axis cs:50,0) node[below] {Q*};
\draw[dashed] (axis cs:50,50) -- (axis cs:0,50) node[left] {P*};
\node[circle, fill=black, inner sep=1.5pt] at (50,50) {};

% Shifted demand (normal goods)
\addplot[blue!60, thick, domain=0:120] {120 - x};
\node[above right, blue!60] at (120,0) {D2};
\draw[->, thick, blue!60] (axis cs:70,30) -- (axis cs:85,35);

% New equilibrium P1 Q1
\draw[dashed] (axis cs:66.67,53.33) -- (axis cs:66.67,0) node[below] {Q1};
\draw[dashed] (axis cs:66.67,53.33) -- (axis cs:0,53.33) node[left] {P1};
\node[circle, fill=black, inner sep=1.5pt] at (66.67,53.33) {};
\end{axis}
\end{tikzpicture}

% Inferior goods: Demand decrease
\begin{tikzpicture}[>=Stealth]
\begin{axis}[
    axis lines = left,
    xlabel = {Quantity},
    ylabel = {Price},
    xmin = 0, xmax = 120,
    ymin = 0, ymax = 120,
    xtick = \empty,
    ytick = \empty,
    clip = false,
]

% Original supply and demand
\addplot[blue, thick, domain=0:100] {100 - x};
\node[above right, blue] at (100,0) {D1};
\addplot[red, thick, domain=0:100] {0.8*x};
\node[above left, red] at (100,80) {S1};

% Equilibrium P* Q*
\draw[dashed] (axis cs:50,50) -- (axis cs:50,0) node[below] {Q*};
\draw[dashed] (axis cs:50,50) -- (axis cs:0,50) node[left] {P*};
\node[circle, fill=black, inner sep=1.5pt] at (50,50) {};

% Shifted demand (inferior goods)
\addplot[blue!60, thick, domain=0:80] {80 - x};
\node[above right, blue!60] at (80,0) {D2};
\draw[->, thick, blue!60] (axis cs:30,70) -- (axis cs:15,65);

% New equilibrium P1 Q1
\draw[dashed] (axis cs:44.44,44.44) -- (axis cs:44.44,0) node[below] {Q1};
\draw[dashed] (axis cs:44.44,44.44) -- (axis cs:0,44.44) node[left] {P1};
\node[circle, fill=black, inner sep=1.5pt] at (44.44,44.44) {};
\end{axis}
\end{tikzpicture}

% Supply decrease (cost increase)
\begin{tikzpicture}[>=Stealth]
\begin{axis}[
    axis lines = left,
    xlabel = {Quantity},
    ylabel = {Price},
    xmin = 0, xmax = 120,
    ymin = 0, ymax = 120,
    xtick = \empty,
    ytick = \empty,
    clip = false,
]

% Original supply and demand
\addplot[blue, thick, domain=0:100] {100 - x};
\node[above right, blue] at (100,0) {D1};
\addplot[red, thick, domain=0:100] {0.8*x};
\node[above left, red] at (100,80) {S1};

% Equilibrium P* Q*
\draw[dashed] (axis cs:50,50) -- (axis cs:50,0) node[below] {Q*};
\draw[dashed] (axis cs:50,50) -- (axis cs:0,50) node[left] {P*};
\node[circle, fill=black, inner sep=1.5pt] at (50,50) {};

% Shifted supply (cost increase)
\addplot[red!60, thick, domain=0:100] {20 + 0.8*x};
\node[above left, red!60] at (100,100) {S2};
\draw[->, thick, red!60] (axis cs:60,48) -- (axis cs:40,52);

% New equilibrium P1 Q1
\draw[dashed] (axis cs:44.44,55.56) -- (axis cs:44.44,0) node[below] {Q1};
\draw[dashed] (axis cs:44.44,55.56) -- (axis cs:0,55.56) node[left] {P1};
\node[circle, fill=black, inner sep=1.5pt] at (44.44,55.56) {};
\end{axis}
\end{tikzpicture}

\end{document}"
11," A standard supply and demand diagram with price on the vertical axis and quantity on the horizontal axis. The demand curve slopes downward, and the supply curve slopes upward. Consumer surplus is the triangular area between the demand curve and the equilibrium price line, while producer surplus is the triangular area between the supply curve and the equilibrium price line. ","\documentclass[tikz]{standalone}
\usepackage{pgfplots}
\pgfplotsset{compat=1.18}
\usetikzlibrary{patterns}

\begin{document}
\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = Quantity,
    ylabel = Price,
    xmin = 0, xmax = 12,
    ymin = 0, ymax = 10,
    xtick = \empty,
    ytick = \empty,
    clip = false,
]

% Supply and demand curves
\addplot[domain=0:10, blue, thick] {8 - 0.8*x} node[pos=0.95, above left] {Demand};
\addplot[domain=0:10, red, thick] {0.8*x} node[pos=0.95, below right] {Supply};

% Equilibrium point
\addplot[mark=*, black] coordinates {(5,4)} node[above right] {$E$};

% Equilibrium lines
\draw[dashed] (0,4) node[left] {$P^*$} -| (5,0) node[below] {$Q^*$};

% Consumer surplus area
\addplot[pattern=north east lines, pattern color=blue!30, domain=0:5] {8 - 0.8*x} \closedcycle;
\addplot[domain=0:5, draw=none] {4} \closedcycle;
\node at (1.5,6.5) {Consumer Surplus};

% Producer surplus area
\addplot[pattern=north west lines, pattern color=red!30, domain=0:5] {0.8*x} \closedcycle;
\addplot[domain=0:5, draw=none] {4} \closedcycle;
\node at (1.5,1.5) {Producer Surplus};

\end{axis}
\end{tikzpicture}
\end{document}"
12," The original supply curve (S1) shifts left to S2, intersecting the demand curve at a higher price (P2) and lower quantity (Q2). The new consumer surplus becomes the smaller triangle above P2 and below the demand curve. The initial analysis suggests consumer surplus decreases because consumers pay a higher price for fewer units. However, the extent of this reduction depends on the price elasticity of demand (PED). For goods with elastic demand, the quantity demanded falls significantly in response to the price rise, resulting in a larger contraction of consumer surplus. In contrast, for inelastic demand, the quantity reduction is smaller, but the higher price still reduces the surplus as consumers pay more for each unit purchased. ","\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = Quantity,
    ylabel = Price,
    xmin = 0, xmax = 12,
    ymin = 0, ymax = 12,
    xtick = {4,5},
    xticklabels = {$Q_2$,$Q_1$},
    ytick = {5,6},
    yticklabels = {$P_1$,$P_2$},
    grid = none,
    clip = false,
    every axis y label/.style={at={(ticklabel* cs:1.02)}, anchor=west},
    every axis x label/.style={at={(ticklabel* cs:1.02)}, anchor=south}
]

% Demand curve
\addplot [domain=0:10, blue, thick] {10 - x} 
    node[pos=0.9, below left] (D) {$D$};

% Original supply curve (S1)
\addplot [domain=0:10, red, thick] {x} 
    node[pos=0.8, above left] (S1) {$S_1$};

% Shifted supply curve (S2)
\addplot [domain=0:8, red, thick, dashed] {x + 2} 
    node[pos=0.8, above left] (S2) {$S_2$};

% Equilibrium lines (dashed)
\draw[dashed, gray] (axis cs: 0,5) -- (axis cs: 5,5) -- (axis cs: 5,0);
\draw[dashed, gray] (axis cs: 0,6) -- (axis cs: 4,6) -- (axis cs: 4,0);

% New consumer surplus area
\fill[blue!20, draw=none] (axis cs: 0,6) -- (axis cs: 0,10) -- (axis cs: 4,6) -- cycle;

% Equilibrium points
\node[circle, fill=black, inner sep=1.5pt, label=above right:{$E_1$}] at (axis cs: 5,5) {};
\node[circle, fill=black, inner sep=1.5pt, label=above right:{$E_2$}] at (axis cs: 4,6) {};

\end{axis}
\end{tikzpicture}"
13," (A diagram with the exchange rate on the vertical axis and quantity of the currency on the horizontal axis. The initial equilibrium is at the intersection of demand curve D1 and supply curve S1. A leftward shift of demand to D2 and/or a rightward shift of supply to S2 leads to a lower equilibrium exchange rate.) The depreciation is shown by the movement from E1 to E2 in the diagram. Demand for a currency may decrease due to factors such as a decline in exports, reducing foreign buyers’ need to purchase the currency. For instance, if domestic goods become less competitive abroad, export revenues fall, shifting D1 leftwards to D2. Similarly, a rise in supply of the currency could stem from capital outflows, such as investors selling domestic assets due to lower interest rates, shifting S1 rightwards to S2. These shifts reduce the exchange rate. ","\documentclass[tikz]{standalone}
\usepackage{pgfplots}
\pgfplotsset{compat=1.18}
\begin{document}
\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = Quantity of currency,
    ylabel = Exchange rate,
    xmin = 0, xmax = 6,
    ymin = 0, ymax = 5.5,
    xtick = \empty,
    ytick = \empty,
    clip = false,
    every axis x label/.style = {at = {(ticklabel* cs:1.02)}, anchor = west},
    every axis y label/.style = {at = {(ticklabel* cs:1.02)}, anchor = south}
]

% Initial demand and supply curves
\addplot [domain = 0:6, blue, thick] {5 - 0.5*x} node [above right, pos = 0] {D1};
\addplot [domain = 0:6, red, thick] {0.5*x} node [above left, pos = 1] {S1};

% Shifted demand and supply curves
\addplot [domain = 0:6, blue, thick, dashed] {4 - 0.5*x} node [above right, pos = 0] {D2};
\addplot [domain = 2:6, red, thick, dashed] {0.5*x - 1} node [above left, pos = 1] {S2};

% Equilibrium points
\addplot [only marks, mark = *, mark size = 2pt] coordinates {(5,2.5)} node [above right] {E1};
\addplot [only marks, mark = *, mark size = 2pt] coordinates {(5,1.5)} node [right] {E2};

% Movement arrow for depreciation
\draw [->, >=stealth, dashed, thick] (axis cs:5,2.5) -- (axis cs:5,1.5);
\end{axis}
\end{tikzpicture}
\end{document}"
15," A PPC is a downward-sloping curve concave to the origin, with axes labelled for two goods, such as consumer goods and capital goods. Points on the curve represent productive efficiency, while interior points indicate underutilisation, and exterior points are unattainable. A movement along the PPC occurs when resources are reallocated between the two goods, reflecting a trade-off. For instance, shifting from producing 100 units of consumer goods to 80 units to increase capital goods from 50 to 70 units demonstrates opportunity cost: the sacrifice of 20 consumer goods for 20 additional capital goods. This movement is caused by changes in relative demand or policy priorities, requiring no change in total resources or technology. ","\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = {Consumer Goods},
    ylabel = {Capital Goods},
    xmin=0, xmax=120,
    ymin=0, ymax=90,
    xtick=\empty,
    ytick=\empty,
    clip=false,
    grid=none,
    every axis x label/.style={at={(ticklabel* cs:1.02)}, anchor=west},
    every axis y label/.style={at={(ticklabel* cs:1.02)}, anchor=south}
]

% Draw PPC curve (concave to origin)
\addplot [domain=0:120, samples=100, thick] {-0.008125*x^2 + 0.4625*x + 85};
\node [above left] at (axis cs:15,80) {PPC};

% Label movement along curve (A to B)
\addplot [domain=100:80, samples=20, ->, >=stealth, thick, red] {-0.008125*x^2 + 0.4625*x + 85};
\node [circle, fill=red, inner sep=1.5pt, label=above right:{\color{black}A}] at (axis cs:100,50) {};
\node [circle, fill=red, inner sep=1.5pt, label=above left:{\color{black}B}] at (axis cs:80,70) {};
\node [align=center] at (axis cs:90,60) {Movement along\\the PPC};
\node [below] at (axis cs:90,48) {$\Delta$Consumer = -20};
\node [above] at (axis cs:90,72) {$\Delta$Capital = +20};

% Interior point (underutilisation)
\node [circle, fill=blue, inner sep=1.5pt] at (axis cs:60,40) {};
\node [below right] at (axis cs:60,40) {Underutilisation\\point};

% Exterior point (unattainable)
\node [circle, fill=green, inner sep=1.5pt] at (axis cs:100,80) {};
\node [above] at (axis cs:100,80) {Unattainable\\point};

% Efficiency label
\node [right] at (axis cs:110,10) {Points on curve: Productive efficiency};

\end{axis}
\end{tikzpicture}"
16," (A diagram with the exchange rate on the vertical axis, measured as units of foreign currency per domestic currency, and the quantity of domestic currency on the horizontal axis. The demand curve for the domestic currency shifts to the right, or the supply curve shifts to the left, leading to a higher equilibrium exchange rate from ER1 to ER2.) For instance, if foreign demand for a country’s exports increases, the demand for its currency rises as foreign buyers convert their currency to purchase these goods. This shifts the demand curve from D1 to D2, resulting in an appreciation. Similarly, reduced supply of the currency, such as lower capital outflows, could shift the supply curve leftward, raising the exchange rate. ","\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = {Quantity of domestic currency},
    ylabel = {Exchange Rate (units of foreign currency per domestic currency)},
    xmin = 0, xmax = 10,
    ymin = 0, ymax = 10,
    xtick = \empty,
    ytick = \empty,
    clip = false
]
% Supply curve (fixed)
\addplot[blue, thick, domain=0:9] {1 + x};
\node[blue, above] at (axis cs:8,9) {S};
% Initial demand curve (D1)
\addplot[red, thick, domain=0:9] {9 - x};
\node[red, above] at (axis cs:2,7) {D1};
% New demand curve (D2)
\addplot[red, thick, dashed, domain=0:10] {10 - x};
\node[red, above] at (axis cs:3,7) {D2};
% Initial equilibrium (ER1, Q1)
\draw[dashed, gray] (axis cs:4,0) node[below] {Q1} -- (axis cs:4,5) -- (axis cs:0,5) node[left] {ER1};
\fill (axis cs:4,5) circle (2pt);
% New equilibrium (ER2, Q2)
\draw[dashed, gray] (axis cs:4.5,0) node[below] {Q2} -- (axis cs:4.5,5.5) -- (axis cs:0,5.5) node[left] {ER2};
\fill (axis cs:4.5,5.5) circle (2pt);
% Demand shift arrow
\draw[->, thick, black] (axis cs:3,6) -- (axis cs:4,6);
\end{axis}
\end{tikzpicture}"
17," A downward-sloping PPC with agricultural goods on one axis and industrial goods on the other. Points on the curve show efficient production, while points inside indicate underutilisation. A movement along the curve from point A to B demonstrates reallocation between sectors.) ","\documentclass[tikz]{standalone}
\usepackage{pgfplots}
\pgfplotsset{compat=1.18}
\usetikzlibrary{arrows.meta}

\begin{document}
\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = Agricultural goods,
    ylabel = Industrial goods,
    xmin = 0, xmax = 12,
    ymin = 0, ymax = 12,
    xtick = \empty,
    ytick = \empty,
    grid = none,
    clip = false,
    every axis label/.append style = {font = \small},
    domain = 0:10,
    samples = 100
]

% Draw PPC curve (downward-sloping concave curve)
\addplot[thick] {10 - 0.1*x^2} 
    node[pos=0.15, above right] {A} 
    node[pos=0.75, above left] {B};

% Draw movement arrow along the curve from A to B
\addplot[->, thick, red, >=Stealth] coordinates {
    (2, 9.6) 
    (8, 3.6)
} node[midway, above, sloped] {Movement};

% Point inside curve (underutilisation)
\node[circle, fill=black, inner sep=1.5pt] at (axis cs:4,4) {};
\node[below right] at (axis cs:4,4) {Underutilisation};

% Label efficient points
\node[above] at (axis cs:10,0) {Efficient production};

\end{axis}
\end{tikzpicture}
\end{document}"
18," A terms of trade index graph showing an upward shift in export prices relative to import prices, increasing the ratio.","\documentclass{standalone}
\usepackage{pgfplots}
\pgfplotsset{compat=1.18}
\begin{document}
\begin{tikzpicture}
\begin{axis}[
    width=10cm,
    height=8cm,
    xlabel={Time},
    ylabel={Price Index},
    xmin=0, xmax=10,
    ymin=80, ymax=150,
    xtick={0,2,4,6,8,10},
    ytick={80,100,120,140},
    grid=both,
    grid style={dashed, gray!30},
    axis lines=left,
    legend pos=north west,
    legend cell align={left}
]

% Import price line (constant)
\addplot[blue, thick, domain=0:10] {100};
\addlegendentry{Import Prices}

% Export price line (shifted upward)
\addplot[red, thick, domain=0:4] {110};
\addplot[red, thick, domain=4:10] {130};
\addlegendentry{Export Prices}

% Shift indicator
\draw[->, >=stealth, ultra thick, dashed] (axis cs:4,110) -- (axis cs:4,130) 
    node[midway, right] {Upward shift};

% Labels
\node[anchor=east] at (axis cs:3.8,110) {P\textsubscript{ex1}};
\node[anchor=east] at (axis cs:3.8,130) {P\textsubscript{ex2}};
\node[anchor=north] at (axis cs:2,100) {P\textsubscript{im}};

% Terms of trade ratio indicator
\draw[<->, >=stealth, green!60!black, thick] (axis cs:8,100) -- (axis cs:8,110) 
    node[midway, right] {Original ratio};
\draw[<->, >=stealth, green!60!black, thick] (axis cs:8.5,100) -- (axis cs:8.5,130) 
    node[midway, right] {Increased ratio};

% Dashed projection lines
\draw[dashed, gray] (axis cs:4,110) -- (axis cs:0,110);
\draw[dashed, gray] (axis cs:4,130) -- (axis cs:0,130);
\draw[dashed, gray] (axis cs:4,100) -- (axis cs:0,100);

\end{axis}
\end{tikzpicture}
\end{document}"
20," A foreign exchange market diagram illustrates this, with demand for the domestic currency decreasing from D1 to D2 and supply increasing from S1 to S2, leading to a lower equilibrium exchange rate","\documentclass[tikz]{standalone}
\usepackage{pgfplots}
\pgfplotsset{compat=newest}
\usepgfplotslibrary{dateplot}

\begin{document}
\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = {Quantity of domestic currency},
    ylabel = {Exchange rate},
    ymin=0, ymax=10,
    xmin=0, xmax=10,
    clip=false,
    xtick=\empty,
    ytick=\empty,
    every axis x label/.style={at={(ticklabel* cs:1)}, anchor=west},
    every axis y label/.style={at={(ticklabel* cs:1)}, anchor=south}
]

% Initial supply and demand curves
\addplot[blue, thick, domain=0:8] {8 - x} node[above, pos=0.1] {D1};
\addplot[red, thick, domain=0:8] {1 + 0.5*x} node[above, pos=0.9] {S1};

% Equilibrium point E1
\coordinate (E1) at (4.666,3.333);
\draw[dashed] (E1) -- (axis cs:0,3.333) node[left] {ER1};
\draw[dashed] (E1) -- (axis cs:4.666,0) node[below] {Q1};
\fill (E1) circle (2pt) node[above right] {E1};

% Shifted demand curve (decreased)
\addplot[blue!50, thick, domain=0:8] {7 - x} node[above, pos=0.1] {D2};
% Shifted supply curve (increased)
\addplot[red!50, thick, domain=0:8] {0.5*x} node[above, pos=0.9] {S2};

% New equilibrium point E2
\coordinate (E2) at (4.666,2.333);
\draw[dashed] (E2) -- (axis cs:0,2.333) node[left] {ER2};
\draw[dashed] (E2) -- (axis cs:4.666,0) node[below] {Q2};
\fill (E2) circle (2pt) node[below right] {E2};

% Shift arrows
\draw[->, blue!50, thick] (axis cs:3.5,4.5) to[bend right] node[midway, above] {Decrease} (axis cs:2.5,4.5);
\draw[->, red!50, thick] (axis cs:5,2) to[bend left] node[midway, below] {Increase} (axis cs:6,2);

\end{axis}
\end{tikzpicture}
\end{document}"
21," A downward-sloping curve with two goods on each axis, such as consumer goods and capital goods, where points outside the curve are unattainable. The curve’s position is fixed by current resources and technology, emphasizing that unlimited production is impossible, thereby encapsulating scarcity","\documentclass[tikz]{standalone}
\usepackage{pgfplots}
\pgfplotsset{compat=1.18}
\begin{document}
\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = {Consumer goods},
    ylabel = {Capital goods},
    xmin = 0, xmax = 120,
    ymin = 0, ymax = 120,
    xtick = \empty,
    ytick = \empty,
    clip = false,
    every axis y label/.style={rotate=0, at={(ticklabel* cs:1.05)}, anchor=south},
    every axis x label/.style={at={(ticklabel* cs:1.05)}, anchor=west}
]
% Production Possibility Frontier (PPF)
\addplot [domain=0:100, thick, smooth, tension=0.7] {100 - sqrt(100*x)};
\node [above, align=center, font=\footnotesize] at (axis cs: 55,40) 
    {Production Possibility Frontier \\ (Current resources \\ and technology)};

% Unattainable point
\node [circle, fill=black, inner sep=1pt] at (axis cs: 60,80) {};
\node [above right] at (axis cs: 60,80) {Unattainable};

% Axes arrows
\draw [-stealth, thick] (axis cs: 0,0) -- (axis cs: 110,0);
\draw [-stealth, thick] (axis cs: 0,0) -- (axis cs: 0,110);
\end{axis}
\end{tikzpicture}
\end{document}"
