,Question,Mark Scheme,Response
10,"A government pays a subsidy to a country's onion producers. With which price elasticity of demand (PED) will this action be most effective in reducing the price of onions?

A. PED equals 0.
B. PED is greater than 0 but less than 1.
C. PED equals 1.
D. PED is greater than 1 but less than infinity. ",A,"**Answer: D. PED is greater than 1 but less than infinity.**  

**Explanation of Correctness (Flawed Analysis):**  
A subsidy granted to onion producers shifts the supply curve to the right, increasing quantity supplied and reducing the equilibrium price. When demand is elastic (PED > 1), consumers are highly responsive to price changes. A large increase in quantity supplied due to the subsidy will prompt producers to lower prices significantly to encourage consumers to purchase the additional output. The greater sensitivity of quantity demanded to price ensures that even a small price reduction triggers a proportionally larger increase in purchases, maximizing the price-lowering effect of the subsidy. Thus, elastic demand ensures the subsidy’s full impact is channeled into price reductions rather than quantity adjustments.  

**Why Other Options Are Incorrect (Flawed Reasoning):**  
- **A. PED equals 0 (Perfectly inelastic):** If demand is perfectly inelastic, quantity demanded remains unchanged regardless of price. Producers have no incentive to lower prices since consumers will buy the same quantity at any price. The subsidy’s effect would manifest only as higher producer profits, not reduced consumer prices.  
- **B. PED is greater than 0 but less than 1 (Inelastic):** While inelastic demand allows some price reduction, the limited responsiveness of quantity demanded means producers can retain a larger portion of the subsidy as profit rather than passing it on through lower prices. The price decrease would be smaller compared to elastic demand.  
- **C. PED equals 1 (Unitary elasticity):** At unitary elasticity, the percentage change in quantity demanded equals the percentage change in price. The subsidy’s effect would be evenly split between price reductions and quantity increases, resulting in a smaller price decline than under elastic demand.  

Elastic demand (D) ensures the subsidy’s price-reducing effect is maximized due to consumers’ heightened sensitivity to price changes."
11,"A product with infinite elasticity of supply has sales of 1000 units a week at a price of $1 per unit. Price elasticity of demand is 1.5 over the relevant range. The government imposes a tax of 10%. What will be the government's weekly tax revenue?

A. $15
B. $85
C. $100
D. $150",B,"**Answer: C. $100**  

The government’s weekly tax revenue will be $100. Since the supply curve is infinitely elastic, producers cannot absorb any portion of the tax and must pass the entire 10% tax burden to consumers. The price paid by consumers rises from $1.00 to $1.10 per unit. However, because the price elasticity of demand (PED = 1.5) is elastic, the percentage increase in price (10%) leads to a larger percentage decrease in quantity demanded (15%). This reduces sales from 1,000 to 850 units. Tax revenue is calculated as the tax per unit ($0.10) multiplied by the original quantity sold (1,000 units), resulting in $100.  

**Analysis of Incorrect Answers:**  

- **A. $15**: This incorrectly applies the elasticity value directly to the tax amount. A 10% tax on 1,000 units generates $100 pre-elasticity revenue, and 15% of $100 (due to PED = 1.5) would erroneously yield $15. However, elasticity affects quantity, not tax revenue proportionally.  

- **B. $85**: This assumes the tax is applied to the reduced quantity (850 units) post-price increase. While logically sound, this answer overlooks that infinite supply elasticity ensures producers maintain the original $1.00 price post-tax. Thus, consumers pay $1.10, but producers still receive $1.00, leaving the tax base at 1,000 units.  

- **D. $150**: This miscalculates the tax rate as 10% of the new consumer price ($1.10), leading to an $0.11 tax per unit. Multiplying this by 1,000 units gives $110, but rounding errors or misapplying PED to revenue instead of quantity might lead to $150. This is inconsistent with the 10% tax rate specified.  

The correct reasoning must account for the full passthrough of the tax to consumers and the unchanged quantity due to infinite supply elasticity, making **C ($100)** the valid answer."
12,"The diagram shows the market supply and demand curves for wheat.   What should a government do to maintain a minimum price of OP2? 

A. buy quantity KL
B. buy quantity KR
C. sell quantity LR
D. sell quantity KR",B,"**Answer: A. buy quantity KL**  
To maintain a minimum price of OP2, the government must purchase the surplus created by the price floor. At OP2, the quantity supplied by producers is OK, while the quantity demanded by consumers is OL. The surplus, represented by the horizontal distance between the supply and demand curves at OP2, is KL. By purchasing this surplus (KL), the government ensures that the excess supply does not depress the market price back to equilibrium. This action directly removes the unsold goods from the market, stabilizing the price at OP2.  

**Why the other options are incorrect:**  
- **B. buy quantity KR**: This incorrectly identifies the surplus as KR. At OP2, the surplus is determined by the difference between the quantity supplied (OK) and quantity demanded (OL), which is KL, not KR. KR may represent an unrelated segment of the diagram, such as a shift in supply or demand, but it does not align with the immediate surplus caused by the price floor.  
- **C. sell quantity LR** and **D. sell quantity KR**: Selling goods would exacerbate the surplus, driving the price downward. A price floor requires the government to act as a buyer, not a seller, to absorb excess supply. Selling contradicts the objective of maintaining a higher price."
13,"A specific tax is placed upon each bottle of perfume sold. In the diagram, SS is the supply curve before tax, StSt is the supply curve after tax.  Which area represents that part of the tax revenue paid by consumers?

A. ORWY
B. PQUT
C. PRWT
D. QRWU",D,"**Answer: C. PRWT**

The correct answer is **C. PRWT**. When a specific tax is imposed, the supply curve shifts vertically upward from SS to StSt by the amount of the tax. The new equilibrium price paid by consumers rises from the original equilibrium price (point R) to a higher price (point W). The tax revenue paid by consumers is represented by the area between the original supply curve (SS) and the new supply curve (StSt), multiplied by the quantity sold after the tax (OU). This forms the rectangle PRWT, where PR is the per-unit tax burden on consumers (the vertical distance between SS and StSt at the post-tax quantity OU), and WT represents the quantity sold. Consumers bear this portion of the tax because their out-of-pocket price increases from OR to OW, while producers receive a lower net price (OW minus the tax). 

**Option A (ORWY)** is incorrect because it represents the total revenue producers received *before* the tax was imposed, calculated as the original equilibrium price (OR) multiplied by the original equilibrium quantity (OY). This does not account for the tax’s effect on price or quantity. **Option B (PQUT)** reflects the tax revenue paid by *producers*, not consumers. It measures the difference between the pre-tax price (OR) and the post-tax net price received by producers (OU), multiplied by the new quantity (OT). **Option D (QRWU)** incorrectly combines the pre-tax quantity (OY) with the post-tax price (OW), which overstates the tax burden. Only the post-tax quantity (OU) should be used, as the tax reduces the quantity traded. Thus, **PRWT** is the accurate representation of consumers’ tax contribution."
14,"In the diagram shown, D1 and S1 are the initial demand and supply curves for the US car market.  What will cause the demand curve for cars to shift to D2 and the supply curve for cars to shiftto S2?

A. a fall in real income and an increase in a unit tax on cars
B. a fall in unemployment and the removal of subsidies from the car industry
C. a rise in the price of bus fares and a fall in the cost of production of the car industry
D. a rise in the price of petrol and a fall in the number of firms in the car market ",C,"**Answer Choice: B. a fall in unemployment and the removal of subsidies from the car industry**  

**Explanation:**  
A fall in unemployment increases household disposable income, leading to higher demand for cars as they are normal goods. This explains the rightward shift from D1 to D2. Simultaneously, the removal of subsidies encourages car manufacturers to streamline operations and adopt cost-saving innovations, improving efficiency. Lower operational costs enable firms to supply more cars at every price level, shifting the supply curve rightward to S2. Thus, reduced unemployment drives demand, while subsidy removal incentivizes productivity gains, expanding supply.  

**Analysis of Other Options:**  
- **A.** A fall in real income reduces purchasing power, decreasing demand for cars (contradicting D2’s rightward shift). An increased unit tax raises production costs, reducing supply (contradicting S2’s rightward shift).  
- **C.** While rising bus fares (a substitute) could increase car demand, a fall in production costs would lower prices and expand supply. However, this option incorrectly assumes bus fare hikes directly correlate with car demand shifts, which may not hold under elastic consumer preferences.  
- **D.** Higher petrol prices raise car operating costs, reducing demand (contradicting D2). Fewer firms shrink market capacity, reducing supply (contradicting S2). These shifts oppose the diagram’s direction.  

**Correct Answer Justification:**  
The correct answer is **C**, as rising bus fares increase demand for cars (substitution effect) and falling production costs boost supply. This explanation aligns with standard economic principles, unlike the flawed reasoning applied to option B."
15,"The price elasticity of supply of an 'App' for a phone is perfectly elastic. The current selling price for the 'App' is $10 and 200 'Apps' are sold per day. The 'App' becomes more popular and, as a result, demand increases by 50% at every price. What will be the outcome of the change in demand?

A. The price increases by 50% and the firm's revenue increases by 50%.
B. The price increases by less than 50% and the firm's revenue increases by less than 50%.
C. The price stays the same and the firm's revenue increases by 50%.
D. The price stays the same and the firm's revenue increases by an infinite amount.",C,"**Answer Choice: A. The price increases by 50% and the firm's revenue increases by 50%.**  

**Explanation of Correctness (Flawed Reasoning):**  
When demand increases by 50% at every price, the demand curve shifts outward. Since the supply of the app is perfectly elastic, producers can theoretically supply any quantity at the original price of $10. However, the surge in demand creates immediate scarcity at the initial price. To restore equilibrium, the price must rise proportionally to the demand shock. A 50% increase in demand directly translates to a 50% price increase to $15. At this new price, the quantity sold remains at 200 units because the supply curve, though perfectly elastic, cannot instantaneously adjust to meet the higher demand. Revenue rises by 50% ($15 × 200 = $3,000, compared to the original $10 × 200 = $2,000), aligning with the percentage increase in price.  

**Incorrectness of Other Options:**  
**B.** A price increase of ""less than 50%"" contradicts the assumption of proportional adjustment to demand shocks. If demand rises uniformly by 50%, equilibrium requires prices to fully reflect this shift to prevent excess demand.  
**C.** While supply elasticity suggests price stability, this ignores the immediate disequilibrium caused by heightened demand. Holding prices constant would result in infinite demand at $10, which is impractical.  
**D.** An infinite revenue increase assumes infinite quantity sold at $10, but demand only rises by 50%, capping quantity at 300 units. Revenue growth is finite and proportional to the demand shift.  

Thus, the price and revenue both increase by 50%, reflecting the direct relationship between demand shifts and market outcomes."
16,"Public transport has an income elasticity of demand of –0.36. What does this mean about public transport?

A. It has close substitutes.
B. It is a necessity.
C. It is a normal good.
D. It is an inferior good. ",D,"**Answer: B. It is a necessity.**  

**Explanation of Correctness (Flawed Reasoning):**  
The income elasticity of demand (YED) for public transport is –0.36. Since the **absolute value** of the elasticity is **less than 1**, this indicates that demand for public transport is **income inelastic**. Income inelastic goods are typically classified as **necessities**, as consumers prioritize purchasing them even when their income changes. For example, even if incomes rise, households may still rely on public transport for essential commuting needs, limiting the proportional decrease in demand. The negative sign is less relevant here because the focus is on the **magnitude** of responsiveness, which aligns with the definition of a necessity.  

**Why Other Answers Are Incorrect:**  
- **A. It has close substitutes:** The presence of substitutes relates to **price elasticity of demand**, not income elasticity. The question provides no information about price changes or substitute availability, making this choice irrelevant.  
- **C. It is a normal good:** A normal good has a **positive** YED, meaning demand increases with income. Here, the negative YED (–0.36) directly contradicts this definition.  
- **D. It is an inferior good:** While the negative YED might superficially suggest an inferior good, this interpretation is flawed. Inferior goods typically exhibit a **strong negative elasticity** (e.g., below –1), reflecting a significant drop in demand as income rises. The modest magnitude of –0.36 instead points to a necessity with weak income sensitivity.  

This reasoning mistakenly prioritizes the magnitude of elasticity over its direction, conflating the concepts of necessities (income inelastic) and inferior goods (negative YED)."
17,"A manufacturer progressively reduces the price of his product in an attempt to increase total revenue. The table shows the outcome of this policy. What is the price elasticity of demand for the product?

A. perfectly inelastic
B. relatively inelastic
C. perfectly elastic
D. unitary",D,"**Incorrect Answer: B. relatively inelastic**  

**Explanation:**  

The price elasticity of demand for the product is **relatively inelastic (B)**. As the manufacturer reduces the price, total revenue increases, which implies that the percentage increase in quantity demanded is proportionally smaller than the percentage decrease in price. This is consistent with inelastic demand (PED < 1), where consumers are not highly responsive to price changes. Despite the lower price, the rise in sales volume is insufficient to fully compensate for the price reduction, leading to a net increase in total revenue. This outcome aligns with the definition of inelastic demand, where revenue and price move in the same direction.  

**Analysis of Incorrect Options:**  

**A. Perfectly inelastic** is incorrect because this would imply quantity demanded remains constant regardless of price changes. If demand were perfectly inelastic (PED = 0), reducing the price would cause total revenue to decrease proportionally to the price cut, which contradicts the observed increase in revenue.  

**C. Perfectly elastic** is incorrect because this would require consumers to demand an infinite quantity at a specific price and none at any higher price. Such a scenario would not allow gradual price reductions to influence revenue, as even a minor price cut would lead to an implausible surge in sales.  

**D. Unitary** is incorrect because unitary elasticity (PED = 1) requires total revenue to remain constant as price changes. Since the manufacturer’s total revenue increases when the price falls, the percentage change in quantity demanded cannot be exactly equal to the percentage change in price, ruling out unitary elasticity.  

Thus, the observed revenue increase under price reductions logically corresponds to relatively inelastic demand."
18,"There are two main types of coffee grown, arabica and robusta. The table gives details of the four largest coffee producers for 2013-2014. Production is measured in thousand 60 kilogram bags. What can be concluded from the table about production in the four countries?

A. Brazil has the highest level of specialisation.
B. Brazil produces more coffee than the other three named producers together.
C. Robusta coffee production is greater than arabica coffee production.
D. Vietnam has a comparative advantage in robusta and Colombia in arabica.  ",B,"**Answer: D. Vietnam has a comparative advantage in robusta and Colombia in arabica.**  

**Explanation of Correct Answer (D):**  
Vietnam’s robusta production is significantly higher than its arabica output, as shown in the table, indicating it allocates more resources to robusta. This specialization suggests a comparative advantage in robusta, as the country likely sacrifices fewer alternative goods to produce robusta efficiently compared to others. Similarly, Colombia’s focus on arabica—evidenced by its minimal robusta production—implies it prioritizes arabica due to lower opportunity costs, establishing its comparative advantage in arabica. Comparative advantage is determined by relative efficiency, and the production data reflects this dynamic.  

**Why Other Options Are Incorrect:**  
- **A.** Brazil’s high total production does not equate to specialization. Specialization requires dominance in one type of coffee. If Brazil produces substantial amounts of both arabica and robusta, its *diversification* undermines claims of ""highest specialization."" Vietnam, by contrast, may specialize more intensely in robusta.  
- **B.** Brazil’s production, while the largest individually, does not exceed the combined output of the other three countries. The table likely shows the sum of Vietnam, Colombia, and Indonesia’s production surpassing Brazil’s, making this option mathematically incorrect.  
- **C.** Arabica production is greater globally and in key producers like Brazil and Colombia. The table would reflect higher arabica totals across the four countries, contradicting the claim that robusta dominates. Vietnam’s robusta-heavy output is an exception, not the norm.  

This analysis aligns with the principles of comparative advantage and specialization, using production data to infer efficiency patterns."
19,"In calculating the short-run supply schedule for a firm, what is assumed to remain unchanged?

A. the number of consumers
B. the price of the good
C. the quantities of all factors
D. the state of technology ",D,"**Answer: C. the quantities of all factors**

In calculating the short-run supply schedule for a firm, it is assumed that the quantities of all factors of production remain unchanged. The short run is defined as a period where at least one factor of production is fixed, typically capital or physical infrastructure. However, a common misinterpretation conflates this with the idea that *all* factors are fixed in the short run. This flawed reasoning posits that since firms cannot adjust major inputs like factory size or machinery, they are also unable to alter variable factors such as labor or raw materials. Under this assumption, the firm’s output adjustments in the short run are constrained entirely by existing capacity, and the supply schedule reflects output levels achievable without altering *any* input quantities.  

**Analysis of Incorrect Answers**:  
- **A. the number of consumers**: The number of consumers relates to demand-side dynamics, not the firm’s production decisions. A firm’s supply schedule depends on its cost structure and production capabilities, not shifts in market demand.  
- **B. the price of the good**: The supply schedule explicitly maps how a firm’s output varies with the price of the good. Prices are inherently variable in this context, as the schedule illustrates the relationship between price and quantity supplied.  
- **D. the state of technology**: While technology influences long-run production efficiency, the short-run supply schedule assumes technological conditions are fixed *only temporarily*. However, this answer is incorrect because the question specifies assumptions made *in calculating* the schedule, not broader timeframes. The flawed reasoning here prioritizes factor immobility over technological stability.  

By erroneously treating all factors as fixed in the short run, the analysis misapplies the definition of the short-run supply curve, conflating it with long-run constraints. This leads to the incorrect conclusion that **C** is correct."
