,Unnamed: 0,Question,Mark Scheme,Question Type
996,996,"Some workers are paid a basic rate and then paid additional commission based on the number of products sold. In 2014, a European court ruled that a worker's holiday pay should be based on total pay including commissions and not just on the basic rate.

Explain, according to economic analysis, the shape of a worker's supply curve and suggest how this court judgement might affect the number of hours worked. [12]","a
Explanation of the theory of wages which deals with supply. If a diagram is used it should be backward bending reflecting income and substitution effects as wage rates rise. The need/wish to work rather than take holidays would be less if there is higher pay for holidays. Workers would not be so reluctant to take holidays. It would depend where the new rate falls on the curve as to whether fewer hours would be worked. The question only asks about supply, so do not expect mrp. L4 (9–12) For a sound explanation of the analysis and a clear understanding of the principles involved. L3 (7–8) For a competent comment but with a limited development of the analysis, for example poor explanation of the distinction between income and substitution effect. L2 (6–6) For a correct explanation of a limited part of the analysis, with no income and substitution effect. L1 (1–4) For an answer which has some basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial.
12

","A-Level, [12] marks"
998,998,"In 2014 an American multinational pharmaceutical drug developer and supplier made a bid totake over a Swedish-British multinational drug company, but the board of that company refused toaccept the bid for its shares.

Consider whether increasing a company's scale of production will always reduce its costs. [12]","a
Explanation of types of cost, possibility of reducing average cost through economies of scale, meaning of economies of scale, consideration of whether this always occurs. L4 (9–12) For a sound explanation/consideration of each cost and link to economies and comment on possible diseconomies. L3 (7–8) For a competent but undeveloped consideration of different cost. L2 (6–6) For a limited explanation with some errors and little discussion of diseconomies/ L1 (1–4) For an answer which has some basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial.
12

","A-Level, [12] marks"
1000,1000,Economists write about indifference analysis when studying consumer choice. Does this theory of consumer behaviour mean that a consumer is always indifferent when choosing between two products? [12],"a
Explanation of meaning of indifference with reference to extra utility lost/gained. Principle of diminishing marginal utility. Analysis of comparison of one indifference curve with another; and also comparison of utility with price.L4 (9–12) For a reasoned analysis dealing with the shape of curve, different curves and link to the price L3 (7–8) For a fair analysis but undeveloped answer but still with a conclusion L2 (6–6) For a limited attempt which does not clearly determine the link between two curves of the importance of marginal utility L1 (1–4) For an answer which has some basic correct facts but includes irrelevancies and errors of theory
12

","A-Level, [12] marks"
1002,1002,Explain how the age and employment structure of a population in a developing country may differ from those of a developed country. [12],"a
Explanation of the differences between the birth rates, death rates, migration and between the proportion in primary, secondary and tertiary sectors in developed and developing countries. L4 (9–12) For a sound explanation of the analysis and a clear understanding of the possible differences between countries. L3 (7–8) For a competent comment but with limited direct comparison. L2 (5–6) For either a brief explanation of both the population structure and the employment composition or a competent comment on either population or employment with little comparison between different countries. L1 (1–4) For an answer which has some basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial.
12

","A-Level, [12] marks"
1004,1004,"The traditional theory of the firm assumes a single objective for the firm, namely the maximisationof profit.

Explain whether a firm with this objective necessarily always makes a profit. [12]","a
Explanation of maximum profit rule. Candidates should consider how a firm might move towards the point of maximum profit but also consider the meaning of normal profit and the possibility of less than – or more than – normal profit. The ‘maximum’ profit point is the best potential but does not always result in profits. A mention of alternative market structures would be valid. L4 (9–12) For a good explanation of the maximum profits rule, a consideration of super/normal and sub-normal profits; a mention of the situation in different market structures. (Max 10 if only 1 market structure) L3 (7–8) For a competent analysis but with a weaker structure to the answer. A clear indication of the maximum profit position should be given but probably no mention, or very brief mention of alternative market structures. L2 (5–6) For a more limited analysis with weak explanations. L1 (1–4) For an answer which has some basic correct facts but includes irrelevance. There will be errors of theory or omissions of analysis.
12

","A-Level, [12] marks"
1006,1006,"'In perfect competition in the short run, wage rates in some occupations will be higher than in others.’Explain the economic analysis underlying this. [12]","a
Explanation of the theory of wages which deals with both supply and demand factors. In the short run given a similar demand, (mrp), the wage level would change if supply (and elasticities) were different in different occupations, similarly the wage level would be different with different demand (and elasticity) schedules. L4 (9–12) For a sound explanation of the analysis and a clear understanding of the principles involved in perfect markets, A link between the firm and market is required. (D/S only, no mrp, 7–8) L3 (7–8) For a competent comment in a perfect market but with a limited development of the analysis. (D/S only, no mrp, 5–6) L2 (5–6) For a correct explanation of a limited part of the analysis – perhaps concentrating on either demand or supply. (D/S only, no mrp, 3–4) L1(1–4) For an answer which has some basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial. (D/S only 1–2)
12

","A-Level, [12] marks"
1008,1008,"With the help of diagrams, use indifference analysis to:

explain what is meant in economic theory by consumer equilibrium and how it is related to a consumer's demand curve. [12]","a
Explanation of consumer equilibrium, using indifference curves and budget lines, as point of maximum satisfaction with given income and given prices. Derivation of a point on the demand curve from the equilibrium point. The rest of the demand curve is only obtained by a change in the equilibrium. L4 (9–12) For a sound explanation of both budget lines and indifference curves and a clear link to the demand curve with accurate clear diagrams and a clear understanding of the principles involved. L3 (7–8) For an accurate reference to the question but with a more limited explanation, includes a link to the demand curve, or with minor errors in the analysis or in the diagrams. L2 (5–6) For a explanation of the equilibrium position but with no link to the demand curve; or with inaccurate diagrams and weak explanation. L1 (1–4) For an answer which has some basic correct facts but includes irrelevancies and errors of theory.
12

","A-Level, [12] marks"
1010,1010,"Explain what is meant by the equilibrium level of national income, and consider whether it is possible to have such an equilibrium and unemployment at the same time. [12]","a
Explanation of the equilibrium level of income in terms of aggregate demand and supply or injections/withdrawals. Equilibrium can be at less than full employment.L4 (9–12) For a sound explanation of the analysis and a clear understanding. L3 (7–8) For a competent comment but with limited development of the analysis. L2 (5–6) For a brief explanation of the elements of equilibrium but poor clarity in the answer. L1 (1–4) For an answer which has some basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial.
12

","A-Level, [12] marks"
1012,1012,"Explain what is meant by diminishing returns and economies of scale, and consider whether diminishing returns can occur only in perfect competition and economies of scale in imperfect competition. [12]","a
Analysis of the Law of Diminishing Returns and economies of scale and a recognition that the two can be used together, diminishing returns in the short run and economies of scale in the long run. It is more likely that economies of scale occurs in imperfect competition where large scale is possible. L4 (9–12) For a sound comment with good explanation of the analysis and a clear understanding of the difference. Economies of scale occur in imperfect competition, diminishing returns occur in both. L3 (7–8) For a competent comment but with more limited explanation of the analysis. L2 (5–6) For a brief explanation and with a weak discussion of the links. L1 (1–4) For an answer which has some basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial.
12

","A-Level, [12] marks"
1014,1014,"Given the prices of two goods, how does economic theory analyse what is meant by 'consumer equilibrium'? [12]","a
Analysis of the meaning of utility and the analysis of the equi-marginal principle which underlies an individual demand curve. Equilibrium could be explained either with reference to marginal utility/price or by using indifference curves. [12] L4 (9–12) For a reasoned analysis linked to more than one good and clearly structured answer which deals with a relation between utility, price and a given demand. L3 (7–8) For a fair analysis of utility but an undeveloped answer which deals with more than one good but does not link equilibrium to demand. L2 (5–6) For a limited attempt which does not clearly determine the equilibrium position for more than one good. L1 (1–4) For an answer which has some basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial.
12

","A-Level, [12] marks"
1016,1016,"Estimates in 2015 put the GDP of New Zealand at US$191 billion, Peru at US$190 billion and Romania at US$189 billion. Are these figures a sufficient indication that the standard of living in the three countries was very similar? [12]","a
Comment on relative worth of using GDP. Weakness of using GDP can be partly overcome by using real GDP per capita but it omits social issues – education, health, sanitation, working hours – doesn't include unpaid work, informal economy, quality of goods, types of goods, long run v. short run, environmental issues, distribution of income, sustainability. These qualitative factors are considered with other indicators. Level 4 (9–12 marks): for a sound explanation with good illustrations and a clear understanding of the principles involved and a reasoned conclusion. Level 3 (7–8 marks): for a competent comment with limited development. Level 2 (5–6 marks): for a correct explanation but undeveloped comment with no attempt to come to a conclusion. Level 1 (1–4 marks): for an answer that has some basic correct facts but includes irrelevancies and errors of theory.
12

","A-Level, [12] marks"
1018,1018,"All countries hope to cause their economies to expand and develop through economic growth.

Explain what is meant by economic growth. Consider why, if all countries are developing, some are called developed countries. [12]","a
Explanation of economic growth in terms of increase in output, shift in production possibility curve in a given time period. Comment on the nature of a developed country in terms of employment structure, average income level, relatively few poorer people, advanced technology, good infrastructure, high level of skill in the workforce, good social structure, trading position, role of exports/imports, population structure. Level 4 (9–12 marks): for a sound explanation with good illustrations and a clear understanding of the principles involved and a reasoned conclusion. Level 3 (7–8 marks): for a competent comment with limited development, brief mention of population; max 7 without a conclusion. Level 2 (5–6 marks): for a correct but undeveloped comment with no attempt to deal with the explicit question asked. Level 1 (1–4 marks): for an answer that has some basic correct facts but includes irrelevancies and errors of theory.
12

","A-Level, [12] marks"
1020,1020,Why is it important for a firm seeking to maximise profits to distinguish between the concepts of diminishing returns and economies of scale? [12],"a
Explanation of terms, clear mention of short run, long run. Link between diminishing returns/marginal cost and marginal revenue. Explanation of possible increases in profit in the long run if there are economies of scale from expansion. Level 4 (9–12 marks): for a sound explanation of the terms and a clear understanding of the principles involved, distinction between short/long run, link to profit. Level 3 (7–8 marks): for a competent explanation of the terms but a more limited development of the link to profit. Level 2 (5–6 marks): for a limited but acceptable attempt to consider both terms but probably with a concentration on the different types of economies of scale. Level 1 (1–4 marks): for an answer that has some basic correct facts but includes irrelevancies and errors of theory.
12

","A-Level, [12] marks"
1022,1022,Explain how utility theory can be used to determine the downward slope of a demand curve. [12],"a
Explanation of utility, assumption of given tastes, income, relation to price, equilibrium point and quantity purchased, result of changes in price to construct demand curve. Level 4 (9–12 marks): for a reasoned and clear explanation, logically presented dealing with each point and an accurate explanation of the derivation of the curve. Level 3 (7–8 marks): for a fair but undeveloped explanation probably concentrating on the equilibrium condition but not fully explaining the shape of the whole curve. Level 2 (5–6 marks): for a briefer explanation, probably not fully explaining the equilibrium and with a link to only one point on the curve. Level 1 (1–4 marks): for an answer that has some basic correct facts but includes irrelevancies and errors of theory.
12

","A-Level, [12] marks"
1024,1024,"The driving force of some governments is to bring the benefits of competition to formerly monopolised markets.

Explain the benefits that might occur in a more competitive market compared with a monopolised market. [12]","a
Potential benefits of a competitive market: lower prices, greater output, greater allocative and productive efficiency, higher welfare, lower barriers to entry, reduced risk of price discrimination and predatory pricing, more internationally competitive. Potential limitations of monopolised markets: deadweight loss, inefficiencies Reward candidates who recognise the potential benefits of monopoly.Level 4 (9–12 marks): for a sound explanation with good illustrations and a clear understanding of key features of market structures.Level 3 (7–8 marks): for a competent comment but with limited elaboration or comment on all the elements.Level 2 (5–6 marks): for a correct but undeveloped comment on two of the elements.Level 1 (1–4 marks): for an answer that has some basic correct facts but includes irrelevancies and errors of theory.
12

","A-Level, [12] marks"
1026,1026,Developed countries sometimes prevent investment in rural areas while developing countries often encourage rural development. Consider why this might be so. [12],"a
Developed countries: explanation of why they prevent development, e.g. protection of environment, costs of development. Developing countries: explanation of encouragement of development of rural areas, e.g. to increase employment, raising GDP. Level 4 (9–12 marks): for a sound explanation and a clear understanding of the different issues involved in both circumstances. Level 3 (7–8 marks): for a competent comment but with limited elaboration of one side of the question. Level 2 (5–6 marks): for a correct explanation of some of the issues involved. Level 1 (1–4 marks): for an answer that has some basic correct facts but includes irrelevancies and errors of theory.
12

","A-Level, [12] marks"
1028,1028,Explain why people demand money according to the liquidity preference theory. [12],"a
Description of transactions, precautionary and speculative motives.Level 4 (9–12 marks): for a sound description and a clear understanding of the principles involved for all three motives Level 3 (7–8 marks): for a competent comment with limited development of 3 motives, or a fuller development of two motives, Level 2 (5–6 marks): for a correct but brief description Level 1 (1–4 marks): For an answer that has some basic correct facts but includes irrelevancies and errors of theory.
12

","A-Level, [12] marks"
1030,1030,Explain the difference between price leadership and price discrimination. [12],"a
Motives for price leadership and/or price discrimination. Price leadership refers to a situation where prices and price changes are established by a dominant firm which other firms in the industry adopt and follow. When price leadership is used to facilitate collusion, the price leader will generally tend to set a price high enough so that the least cost-efficient firm in the market may earn some return above the competitive level. Price discrimination is the charging of different prices for the same product with same production costs. Conditions for price discrimination. Level 4 (9–12 marks): for both terms explained, sound elaboration of both terms given Level 3 (7–8 marks): for both terms explained with briefer comment and elaboration Level 2 (5–6 marks): for an answer that concentrates on one term, with only brief mention of second term. Level 1 (1–4 marks): for an answer that has some basic correct facts but includes irrelevancies and errors of theory.
12

","A-Level, [12] marks"
1032,1032,"Governments have a range of macroeconomic aims apart from economic growth.

Explain the other main macroeconomic aims a government might have apart from economic growth. [12]","a
Description of macroeconomic aims with relation to price stability, balance of payments, employment, income distribution. Level 4 (9–12 marks): for a sound description with good illustration and a clear understanding of all four aims. Level 3 (7–8 marks): for an accurate but less developed description of four aims or a fuller description of three aims. Level 2 (5–6 marks): for a correct but very brief description of the aims of a fuller description of two of the aims. Level 1 (1–4 marks): for an answer that has some basic correct facts but includes irrelevancies and errors of theory
12

","A-Level, [12] marks"
1034,1034,Explain why some countries are referred to as developing. Suggest why the expected increase in population in developing economies is thought to be a source for concern. [12],"a
Explanation of characteristics of developing countries with comment on GDP, industrial/agricultural structures, infrastructure, distribution of income, trading position, role of exports/imports, social indicators such as housing, health, education and a comment on the likely increase in population, population structure and use of resources. Level 4 (9–12 marks): for a sound explanation with good illustrations and a clear understanding of the principles involved and a reasoned conclusion. Level 3 (7–8 marks): for a competent comment on both development and population. Level 2 (5–6 marks): for a correct explanation but undeveloped comment with only a brief mention of the problem of population growth. Level 1 (1–4 marks): for an answer that has some basic correct facts but includes irrelevancies and errors of theory.
12

","A-Level, [12] marks"
1036,1036,Explain the reasons why people demand money according to the liquidity preference theory. Consider which reason is the most important. [12],"a
Description of transactions, precautionary and speculative with a suggestion as to the most important. It is likely that transactions would be the most important, but expect a reason for the choice.Level 4 (9–12 marks): for a sound description and a clear understanding of the principles involved together with a reasoned conclusion for the choice of most important.Level 3 (7–8 marks): for a competent comment with limited development of 3 reasons – up to 7. Competent comment with a choice of most important but no explanation of why – 8.Level 2 (5–6 marks): for a correct description but undeveloped comment with no attempt to decide on the most important.Level 1 (1–4 marks): for an answer that has some basic correct facts but includes irrelevancies and errors of theory.
12

","A-Level, [12] marks"
1038,1038,Compare the derivation of a demand curve for a product using the marginal utility theory with the derivation using indifference curve theory. [12],"a
Indifference curve theory shows the quantities of two goods bought as price changes; it requires a separate diagram for each good to show the quantity bought at each price. Utility theory compares the total and marginal utility to the price, the quantity bought can be shown on the same diagram. Level 4 (9–12 marks): for a sound explanation of both budget lines and indifference curves and a clear link to the separate demand curve, sound explanation of link between utility, price and demand, with accurate clear diagrams and a clear understanding of the principles involved.Level 3 (7–8 marks): for an accurate reference to the question but with a more limited explanation, perhaps omitting a clear explanation of utility or a clear link to the demand curve, or with minor errors in the analysis or in the diagrams.Level 2 (5–6 marks): for a briefer explanation of the equilibrium position but with no link to the demand curve; or with inaccurate diagrams and weak explanation.Level 1 (1–4 marks): for an answer that has some basic correct facts but includes irrelevancies and errors of theory.
12

","A-Level, [12] marks"
