,Unnamed: 0,Question,Mark Scheme,Question Type
788,788,"Explain what is meant by income elasticity of demand and, with the help of examples, show how it can be used to determine whether a good is normal or inferior. [8]","a
For knowledge and understanding: up to 2 marks for an explanation of the concept. What it measures (1 mark) and the formula (1 mark) For application to different types of good. Normal goods have a positive sign (1 mark), and why this comes about (1 mark). This should be justified with an appropriate example to illustrate the case (1 mark) 3 marks Inferior goods have a negative sign (1 mark), and why this comes about (1 mark). This should be justified with an appropriate example to illustrate the case (1 mark) 3 marks 8 marks max
8
Income elasticity of demand is a numerical measure of the responsiveness of demand following a change in income. A formula is equally acceptable. The sign and size are important when determining whether a good is normal or inferior.

","AS-Level, [8] marks"
790,790,"Using diagrams, explain what might cause a market to be in disequilibrium, and how market forces would lead to equilibrium being restored. [8]","a
For knowledge and understanding: using a diagram to show equilibrium in a market (1 mark) with a clear statement of what is meant by ‘equilibrium’ (1 mark) 2 marks For application: that shows disequilibrium in a market and why it might arise. A shift in the demand or supply curve (1 mark) with a cause of this shift (1 mark) and the disequilibrium in terms of an excess demand or excess supply (1 mark) and the new equilibrium price and quantity indicated (1 mark) And application that explains how the new equilibrium is restored by market forces (Up to 2 marks)
8
A market is in equilibrium when, given present circumstances, there is no tendency for change. In other words demand and supply are equal with an equilibrium price and quantity. The market clears at this point. Disequilibrium will occur when either the demand curve or supply curve shifts. Change will have to come about to restore equilibrium. Equilibrium is restored through price changes or changes in demand and/or supply in the market. Accept maximum or minimum prices as a cause of disequilibrium.

","AS-Level, [8] marks"
792,792,"China's terms of trade index fell from 102.1 in March 2018 to 99.7 in April 2018.

State how the terms of trade are measured, and explain three possible causes of the fall in China's terms of trade shown above. [8]","a
For knowledge and understanding that the terms of trade is a measure of the relationship between export prices and import prices (1 mark) and for an accurate formula that measures changes in the terms of trade index (1 mark)       (2 marks) For application explaining three possible causes of a fall in the terms of trade (Up to 2 marks for each cause explained)       (Up to 6 marks)
8
Possible causes of a fall in the terms of trade include a fall in the price of China's exports or a rise in the price of China's imports. Candidates need to identify a possible cause and then provide a brief explanation of what might cause this. For example: • a fall in the value of China's currency will lead to a rise in the price of imports (1 mark) the fall in the exchange rate could be caused by falling interest rates in China (1 mark) • a reduction in the costs of production in China's export industries would lead to a fall in the price of China's exports (1 mark) this reduction in costs could be caused by an increase in export subsidies (1 mark) • a higher rate of inflation in China's trading partners would lead to the relative price of China's exports falling (1 mark) this higher rate of inflation in other countries could be caused by excess government spending in those countries (1 mark)

","AS-Level, [8] marks"
794,794,Explain how the factor of production enterprise contributes to aggregate supply in a modern economy and how it differs from the other factors of production in terms of the reward for its services. [8].,"a
For knowledge and understanding of the role of enterprise in the production process in a modern economy: Enterprise undertakes the organisation of the other factors of production (1 mark) It also bears the risk of production (1 mark)       (2 marks) For application: Profit is the reward to enterprise for its services (1 mark) In order to produce goods and services enterprise needs to hire labour which is rewarded with wages (1 mark), land which is the natural resource rewarded with rent (1 mark) and capital which is rewarded with interest (1 mark) Enterprise will utilise the other factors of production to produce goods and services that increase aggregate supply (1 mark). Aggregate supply will increase through an increase in productive potential or a fall in unused resources. (1 mark)        (Up to 6 marks)

Enterprise takes the risk of production and organises the other factors. In a modern economy this often leads to the divorce of ownership (shareholders) from control (management). Profit is the reward for enterprise, but profit is the reward for risk and in loss making firms there will be no profit. This contrasts with the rewards to labour, land and capital. Aggregate supply, also known as total output, is the total supply of goods and services produced within an economy in a given time period. In order to contribute to aggregate supply enterprise organises the other factors of production and takes the risk that costs will not exceed revenue leading to negative profit.

","AS-Level, [8] marks"
796,796,"In some countries vaccinations against infectious diseases are offered at a price and payment has to be made.

Use a diagram to explain how a subsidy given to producers in the market for vaccinations will affect the market price and explain the impact of this subsidy upon the consumer surplus in this market. [8]","a
For knowledge and understanding of the meaning of consumer surplus (2 marks)             Up to 2 marksFor application using an accurately labelled diagram that shows the shift to the right of the supply curve (1 mark) and the fall in equilibrium price and rise in equilibrium quantity of vaccinations (1 mark). For the consumer surplus before the subsidy (1 mark) and the rise in consumer surplus after the subsidy (1 mark) For application that explains one other factor that determines the fall in price for e.g. the price elasticity of demand, the price elasticity of supply or the size of the subsidy (1 mark) that explains one other factor that determines the change in the consumer surplus for e.g. the price elasticity of demand, the price elasticity of supply or the size of the subsidy. (1 mark)                 Up to 6 marks

The imposition of a subsidy will shift the supply curve to the right reducing price and increasing quantity. The price will fall and the consumer surplus will increase. The impact on each will be determined by factors such as the price elasticity of demand and the price elasticity of supply vaccinations.

","AS-Level, [8] marks"
798,798,"Explain, with the aid of a diagram, the impact of a subsidy to domestic producers of a producton the export revenue from that product. [8]","a
Up to 2 marks for Knowledge and UnderstandingFor correct diagram:• Vertical axis correctly labelled: P/Price  Horizontal axis correctly labelled: Q/Quantity (1 mark)• Shift of the supply curve to the right and new equilibrium price and equilibrium quantity shown (1 mark)         2 marks maximumUp to 6 marks for Application• Explanation in relation to the impact of a subsidy to domestic producers of a product on the export revenue from that product.  (Up to 3 marks)• Explanation in relation to the effect of PED/PES on export revenue (Up to 3 marks)6 marks maximum
8
Both knowledge and understanding marks are for the diagramImpact of a subsidy in a market: • government payment of a subsidy to a firm will reduce the costs of production • this will encourage firms to supply more output at any given price • this will cause the supply curve to shift to the right • the equilibrium price in the market will be lower • the equilibrium quantity in the market will be higher • the effect on change in revenue will depend on PED/PES

","AS-Level, [8] marks"
800,800,Cross elasticity of demand for bread with respect to the price of rice is +1.4 while the cross elasticity of demand for bread with respect to the price of butter is –0.7.Explain why the cross elasticity of demand figures for bread differ. [8].,"a

Up to 2 marks for Knowledge and Understanding

What is meant by XED (1 mark)
The formula for XED (1 mark)

2 marks maximumUp to 6 marks for Application

Application to goods as substitutes/positive XED (1 mark)
Application to bread and rice as substitutes (1 mark)
Application to figure and strong relationship (1 mark)
Application to goods as complements/negative XED (1 mark)
Application to bread and butter as complements (1 mark)
Application to figure and weak relationship (1 mark)

6 marks maximum

8
Cross elasticity of demand: • the percentage/proportionate change in the quantity demanded of Good A divided by the percentage/proportionate change in the price of Good B

","AS-Level, [8] marks"
802,802,"Explain, with the help of examples, how imperfect information among consumers affects their consumption of merit goods and demerit goods. [8]","a

Up to 2 marks for Knowledge and Understanding

Knowledge and understanding of imperfect information in relation to a merit good and a demerit good, with the help of suitable examples (Up to 2 marks)

2 marks maximumUp to 6 marks for Application

Application of the idea of imperfect information to the underconsumption of a merit good (Up to 3 marks)
Application of the idea of imperfect information to the overconsumption of a demerit good (Up to 3 marks)

6 marks maximum

8
Merit good:• a particular type of private good• it is rival and excludable• it has intrinsic benefits for an individual• examples include education or health careDemerit good:• a particular type of private good• it is rival and excludable• it is potentially damaging for an individual• examples include alcohol or tobaccoImperfect information and a merit good:• problem of information failure• merit goods are likely to be under-consumed and under-produced• consumers do not fully appreciate the value of a merit goodImperfect information and a demerit good:• problem of information failure• demerit goods are likely to be over consumed and over-produced• consumers do not fully understand the potential dangers of a demerit good

","AS-Level, [8] marks"
804,804,"Using diagrams, explain what might cause a market to be in disequilibrium, and how market forces would lead to equilibrium being restored. [8]","a
For knowledge and understanding: using a diagram to show equilibrium in a market (1 mark) with a clear statement of what is meant by ‘equilibrium’ (1 mark) 2 marks For application: that shows disequilibrium in a market and why it might arise. A shift in the demand or supply curve (1 mark) with a cause of this shift (1 mark) and the disequilibrium in terms of an excess demand or excess supply (1 mark) and the new equilibrium price and quantity indicated (1 mark) And application that explains how the new equilibrium is restored by market forces (Up to 2 marks)
8
A market is in equilibrium when, given present circumstances, there is no tendency for change. In other words demand and supply are equal with an equilibrium price and quantity. The market clears at this point. Disequilibrium will occur when either the demand curve or supply curve shifts. Change will have to come about to restore equilibrium. Equilibrium is restored through price changes or changes in demand and/or supply in the market. Accept maximum or minimum prices as a cause of disequilibrium.

","AS-Level, [8] marks"
806,806,"China's terms of trade index fell from 102.1 in March 2018 to 99.7 in April 2018.

State how the terms of trade are measured, and explain three possible causes of the fall in China's terms of trade shown above. [8]","a
For knowledge and understanding that the terms of trade is a measure of the relationship between export prices and import prices (1 mark) and for an accurate formula that measures changes in the terms of trade index (1 mark)       (2 marks) For application explaining three possible causes of a fall in the terms of trade (Up to 2 marks for each cause explained)       (Up to 6 marks)
8
Possible causes of a fall in the terms of trade include a fall in the price of China's exports or a rise in the price of China's imports. Candidates need to identify a possible cause and then provide a brief explanation of what might cause this. For example: • a fall in the value of China's currency will lead to a rise in the price of imports (1 mark) the fall in the exchange rate could be caused by falling interest rates in China (1 mark) • a reduction in the costs of production in China's export industries would lead to a fall in the price of China's exports (1 mark) this reduction in costs could be caused by an increase in export subsidies (1 mark) • a higher rate of inflation in China's trading partners would lead to the relative price of China's exports falling (1 mark) this higher rate of inflation in other countries could be caused by excess government spending in those countries (1 mark)

","AS-Level, [8] marks"
808,808,Explain how the factor of production enterprise contributes to aggregate supply in a modern economy and how it differs from the other factors of production in terms of the reward for its services. [8].,"a
For knowledge and understanding of the role of enterprise in the production process in a modern economy: Enterprise undertakes the organisation of the other factors of production (1 mark) It also bears the risk of production (1 mark)       (2 marks) For application: Profit is the reward to enterprise for its services (1 mark) In order to produce goods and services enterprise needs to hire labour which is rewarded with wages (1 mark), land which is the natural resource rewarded with rent (1 mark) and capital which is rewarded with interest (1 mark) Enterprise will utilise the other factors of production to produce goods and services that increase aggregate supply (1 mark). Aggregate supply will increase through an increase in productive potential or a fall in unused resources. (1 mark)        (Up to 6 marks)

Enterprise takes the risk of production and organises the other factors. In a modern economy this often leads to the divorce of ownership (shareholders) from control (management). Profit is the reward for enterprise, but profit is the reward for risk and in loss making firms there will be no profit. This contrasts with the rewards to labour, land and capital. Aggregate supply, also known as total output, is the total supply of goods and services produced within an economy in a given time period. In order to contribute to aggregate supply enterprise organises the other factors of production and takes the risk that costs will not exceed revenue leading to negative profit.

","AS-Level, [8] marks"
810,810,"In some countries vaccinations against infectious diseases are offered at a price and payment has to be made.

Use a diagram to explain how a subsidy given to producers in the market for vaccinations will affect the market price and explain the impact of this subsidy upon the consumer surplus in this market. [8]","a
For knowledge and understanding of the meaning of consumer surplus (2 marks)             Up to 2 marksFor application using an accurately labelled diagram that shows the shift to the right of the supply curve (1 mark) and the fall in equilibrium price and rise in equilibrium quantity of vaccinations (1 mark). For the consumer surplus before the subsidy (1 mark) and the rise in consumer surplus after the subsidy (1 mark) For application that explains one other factor that determines the fall in price for e.g. the price elasticity of demand, the price elasticity of supply or the size of the subsidy (1 mark) that explains one other factor that determines the change in the consumer surplus for e.g. the price elasticity of demand, the price elasticity of supply or the size of the subsidy. (1 mark)                 Up to 6 marks

The imposition of a subsidy will shift the supply curve to the right reducing price and increasing quantity. The price will fall and the consumer surplus will increase. The impact on each will be determined by factors such as the price elasticity of demand and the price elasticity of supply vaccinations.

","AS-Level, [8] marks"
812,812,"Explain, with the aid of a diagram, the impact of a subsidy to domestic producers of a producton the export revenue from that product. [8]","a
Up to 2 marks for Knowledge and UnderstandingFor correct diagram:• Vertical axis correctly labelled: P/Price  Horizontal axis correctly labelled: Q/Quantity (1 mark)• Shift of the supply curve to the right and new equilibrium price and equilibrium quantity shown (1 mark)         2 marks maximumUp to 6 marks for Application• Explanation in relation to the impact of a subsidy to domestic producers of a product on the export revenue from that product.  (Up to 3 marks)• Explanation in relation to the effect of PED/PES on export revenue (Up to 3 marks)6 marks maximum
8
Both knowledge and understanding marks are for the diagramImpact of a subsidy in a market: • government payment of a subsidy to a firm will reduce the costs of production • this will encourage firms to supply more output at any given price • this will cause the supply curve to shift to the right • the equilibrium price in the market will be lower • the equilibrium quantity in the market will be higher • the effect on change in revenue will depend on PED/PES

","AS-Level, [8] marks"
814,814,Cross elasticity of demand for bread with respect to the price of rice is +1.4 while the cross elasticity of demand for bread with respect to the price of butter is –0.7.Explain why the cross elasticity of demand figures for bread differ. [8].,"a

Up to 2 marks for Knowledge and Understanding

What is meant by XED (1 mark)
The formula for XED (1 mark)

2 marks maximumUp to 6 marks for Application

Application to goods as substitutes/positive XED (1 mark)
Application to bread and rice as substitutes (1 mark)
Application to figure and strong relationship (1 mark)
Application to goods as complements/negative XED (1 mark)
Application to bread and butter as complements (1 mark)
Application to figure and weak relationship (1 mark)

6 marks maximum

8
Cross elasticity of demand: • the percentage/proportionate change in the quantity demanded of Good A divided by the percentage/proportionate change in the price of Good B

","AS-Level, [8] marks"
816,816,"Explain, with the help of examples, how imperfect information among consumers affects their consumption of merit goods and demerit goods. [8]","a

Up to 2 marks for Knowledge and Understanding

Knowledge and understanding of imperfect information in relation to a merit good and a demerit good, with the help of suitable examples (Up to 2 marks)

2 marks maximumUp to 6 marks for Application

Application of the idea of imperfect information to the underconsumption of a merit good (Up to 3 marks)
Application of the idea of imperfect information to the overconsumption of a demerit good (Up to 3 marks)

6 marks maximum

8
Merit good:• a particular type of private good• it is rival and excludable• it has intrinsic benefits for an individual• examples include education or health careDemerit good:• a particular type of private good• it is rival and excludable• it is potentially damaging for an individual• examples include alcohol or tobaccoImperfect information and a merit good:• problem of information failure• merit goods are likely to be under-consumed and under-produced• consumers do not fully appreciate the value of a merit goodImperfect information and a demerit good:• problem of information failure• demerit goods are likely to be over consumed and over-produced• consumers do not fully understand the potential dangers of a demerit good

","AS-Level, [8] marks"
818,818,"Using diagrams, explain what might cause a market to be in disequilibrium, and how market forces would lead to equilibrium being restored. [8]","a
For knowledge and understanding: using a diagram to show equilibrium in a market (1 mark) with a clear statement of what is meant by ‘equilibrium’ (1 mark) 2 marks For application: that shows disequilibrium in a market and why it might arise. A shift in the demand or supply curve (1 mark) with a cause of this shift (1 mark) and the disequilibrium in terms of an excess demand or excess supply (1 mark) and the new equilibrium price and quantity indicated (1 mark) And application that explains how the new equilibrium is restored by market forces (Up to 2 marks)
8
A market is in equilibrium when, given present circumstances, there is no tendency for change. In other words demand and supply are equal with an equilibrium price and quantity. The market clears at this point. Disequilibrium will occur when either the demand curve or supply curve shifts. Change will have to come about to restore equilibrium. Equilibrium is restored through price changes or changes in demand and/or supply in the market. Accept maximum or minimum prices as a cause of disequilibrium.

","AS-Level, [8] marks"
820,820,"China's terms of trade index fell from 102.1 in March 2018 to 99.7 in April 2018.

State how the terms of trade are measured, and explain three possible causes of the fall in China's terms of trade shown above. [8]","a
For knowledge and understanding that the terms of trade is a measure of the relationship between export prices and import prices (1 mark) and for an accurate formula that measures changes in the terms of trade index (1 mark)       (2 marks) For application explaining three possible causes of a fall in the terms of trade (Up to 2 marks for each cause explained)       (Up to 6 marks)
8
Possible causes of a fall in the terms of trade include a fall in the price of China's exports or a rise in the price of China's imports. Candidates need to identify a possible cause and then provide a brief explanation of what might cause this. For example: • a fall in the value of China's currency will lead to a rise in the price of imports (1 mark) the fall in the exchange rate could be caused by falling interest rates in China (1 mark) • a reduction in the costs of production in China's export industries would lead to a fall in the price of China's exports (1 mark) this reduction in costs could be caused by an increase in export subsidies (1 mark) • a higher rate of inflation in China's trading partners would lead to the relative price of China's exports falling (1 mark) this higher rate of inflation in other countries could be caused by excess government spending in those countries (1 mark)

","AS-Level, [8] marks"
822,822,Explain how the factor of production enterprise contributes to aggregate supply in a modern economy and how it differs from the other factors of production in terms of the reward for its services. [8].,"a
For knowledge and understanding of the role of enterprise in the production process in a modern economy: Enterprise undertakes the organisation of the other factors of production (1 mark) It also bears the risk of production (1 mark)       (2 marks) For application: Profit is the reward to enterprise for its services (1 mark) In order to produce goods and services enterprise needs to hire labour which is rewarded with wages (1 mark), land which is the natural resource rewarded with rent (1 mark) and capital which is rewarded with interest (1 mark) Enterprise will utilise the other factors of production to produce goods and services that increase aggregate supply (1 mark). Aggregate supply will increase through an increase in productive potential or a fall in unused resources. (1 mark)        (Up to 6 marks)

Enterprise takes the risk of production and organises the other factors. In a modern economy this often leads to the divorce of ownership (shareholders) from control (management). Profit is the reward for enterprise, but profit is the reward for risk and in loss making firms there will be no profit. This contrasts with the rewards to labour, land and capital. Aggregate supply, also known as total output, is the total supply of goods and services produced within an economy in a given time period. In order to contribute to aggregate supply enterprise organises the other factors of production and takes the risk that costs will not exceed revenue leading to negative profit.

","AS-Level, [8] marks"
824,824,"In some countries vaccinations against infectious diseases are offered at a price and payment has to be made.

Use a diagram to explain how a subsidy given to producers in the market for vaccinations will affect the market price and explain the impact of this subsidy upon the consumer surplus in this market. [8]","a
For knowledge and understanding of the meaning of consumer surplus (2 marks)             Up to 2 marksFor application using an accurately labelled diagram that shows the shift to the right of the supply curve (1 mark) and the fall in equilibrium price and rise in equilibrium quantity of vaccinations (1 mark). For the consumer surplus before the subsidy (1 mark) and the rise in consumer surplus after the subsidy (1 mark) For application that explains one other factor that determines the fall in price for e.g. the price elasticity of demand, the price elasticity of supply or the size of the subsidy (1 mark) that explains one other factor that determines the change in the consumer surplus for e.g. the price elasticity of demand, the price elasticity of supply or the size of the subsidy. (1 mark)                 Up to 6 marks

The imposition of a subsidy will shift the supply curve to the right reducing price and increasing quantity. The price will fall and the consumer surplus will increase. The impact on each will be determined by factors such as the price elasticity of demand and the price elasticity of supply vaccinations.

","AS-Level, [8] marks"
826,826,"Explain, with the aid of a diagram, the impact of a subsidy to domestic producers of a producton the export revenue from that product. [8]","a
Up to 2 marks for Knowledge and UnderstandingFor correct diagram:• Vertical axis correctly labelled: P/Price  Horizontal axis correctly labelled: Q/Quantity (1 mark)• Shift of the supply curve to the right and new equilibrium price and equilibrium quantity shown (1 mark)         2 marks maximumUp to 6 marks for Application• Explanation in relation to the impact of a subsidy to domestic producers of a product on the export revenue from that product.  (Up to 3 marks)• Explanation in relation to the effect of PED/PES on export revenue (Up to 3 marks)6 marks maximum
8
Both knowledge and understanding marks are for the diagramImpact of a subsidy in a market: • government payment of a subsidy to a firm will reduce the costs of production • this will encourage firms to supply more output at any given price • this will cause the supply curve to shift to the right • the equilibrium price in the market will be lower • the equilibrium quantity in the market will be higher • the effect on change in revenue will depend on PED/PES

","AS-Level, [8] marks"
828,828,Cross elasticity of demand for bread with respect to the price of rice is +1.4 while the cross elasticity of demand for bread with respect to the price of butter is –0.7.Explain why the cross elasticity of demand figures for bread differ. [8].,"a

Up to 2 marks for Knowledge and Understanding

What is meant by XED (1 mark)
The formula for XED (1 mark)

2 marks maximumUp to 6 marks for Application

Application to goods as substitutes/positive XED (1 mark)
Application to bread and rice as substitutes (1 mark)
Application to figure and strong relationship (1 mark)
Application to goods as complements/negative XED (1 mark)
Application to bread and butter as complements (1 mark)
Application to figure and weak relationship (1 mark)

6 marks maximum

8
Cross elasticity of demand: • the percentage/proportionate change in the quantity demanded of Good A divided by the percentage/proportionate change in the price of Good B

","AS-Level, [8] marks"
830,830,"Explain, with the help of examples, how imperfect information among consumers affects their consumption of merit goods and demerit goods. [8]","a

Up to 2 marks for Knowledge and Understanding

Knowledge and understanding of imperfect information in relation to a merit good and a demerit good, with the help of suitable examples (Up to 2 marks)

2 marks maximumUp to 6 marks for Application

Application of the idea of imperfect information to the underconsumption of a merit good (Up to 3 marks)
Application of the idea of imperfect information to the overconsumption of a demerit good (Up to 3 marks)

6 marks maximum

8
Merit good:• a particular type of private good• it is rival and excludable• it has intrinsic benefits for an individual• examples include education or health careDemerit good:• a particular type of private good• it is rival and excludable• it is potentially damaging for an individual• examples include alcohol or tobaccoImperfect information and a merit good:• problem of information failure• merit goods are likely to be under-consumed and under-produced• consumers do not fully appreciate the value of a merit goodImperfect information and a demerit good:• problem of information failure• demerit goods are likely to be over consumed and over-produced• consumers do not fully understand the potential dangers of a demerit good

","AS-Level, [8] marks"
832,832,"Using diagrams, explain what might cause a market to be in disequilibrium, and how market forces would lead to equilibrium being restored. [8]","a
For knowledge and understanding: using a diagram to show equilibrium in a market (1 mark) with a clear statement of what is meant by ‘equilibrium’ (1 mark) 2 marks For application: that shows disequilibrium in a market and why it might arise. A shift in the demand or supply curve (1 mark) with a cause of this shift (1 mark) and the disequilibrium in terms of an excess demand or excess supply (1 mark) and the new equilibrium price and quantity indicated (1 mark) And application that explains how the new equilibrium is restored by market forces (Up to 2 marks)
8
A market is in equilibrium when, given present circumstances, there is no tendency for change. In other words demand and supply are equal with an equilibrium price and quantity. The market clears at this point. Disequilibrium will occur when either the demand curve or supply curve shifts. Change will have to come about to restore equilibrium. Equilibrium is restored through price changes or changes in demand and/or supply in the market. Accept maximum or minimum prices as a cause of disequilibrium.

","AS-Level, [8] marks"
834,834,"China's terms of trade index fell from 102.1 in March 2018 to 99.7 in April 2018.

State how the terms of trade are measured, and explain three possible causes of the fall in China's terms of trade shown above. [8]","a
For knowledge and understanding that the terms of trade is a measure of the relationship between export prices and import prices (1 mark) and for an accurate formula that measures changes in the terms of trade index (1 mark)       (2 marks) For application explaining three possible causes of a fall in the terms of trade (Up to 2 marks for each cause explained)       (Up to 6 marks)
8
Possible causes of a fall in the terms of trade include a fall in the price of China's exports or a rise in the price of China's imports. Candidates need to identify a possible cause and then provide a brief explanation of what might cause this. For example: • a fall in the value of China's currency will lead to a rise in the price of imports (1 mark) the fall in the exchange rate could be caused by falling interest rates in China (1 mark) • a reduction in the costs of production in China's export industries would lead to a fall in the price of China's exports (1 mark) this reduction in costs could be caused by an increase in export subsidies (1 mark) • a higher rate of inflation in China's trading partners would lead to the relative price of China's exports falling (1 mark) this higher rate of inflation in other countries could be caused by excess government spending in those countries (1 mark)

","AS-Level, [8] marks"
836,836,Explain how the factor of production enterprise contributes to aggregate supply in a modern economy and how it differs from the other factors of production in terms of the reward for its services. [8].,"a
For knowledge and understanding of the role of enterprise in the production process in a modern economy: Enterprise undertakes the organisation of the other factors of production (1 mark) It also bears the risk of production (1 mark)       (2 marks) For application: Profit is the reward to enterprise for its services (1 mark) In order to produce goods and services enterprise needs to hire labour which is rewarded with wages (1 mark), land which is the natural resource rewarded with rent (1 mark) and capital which is rewarded with interest (1 mark) Enterprise will utilise the other factors of production to produce goods and services that increase aggregate supply (1 mark). Aggregate supply will increase through an increase in productive potential or a fall in unused resources. (1 mark)        (Up to 6 marks)

Enterprise takes the risk of production and organises the other factors. In a modern economy this often leads to the divorce of ownership (shareholders) from control (management). Profit is the reward for enterprise, but profit is the reward for risk and in loss making firms there will be no profit. This contrasts with the rewards to labour, land and capital. Aggregate supply, also known as total output, is the total supply of goods and services produced within an economy in a given time period. In order to contribute to aggregate supply enterprise organises the other factors of production and takes the risk that costs will not exceed revenue leading to negative profit.

","AS-Level, [8] marks"
838,838,"In some countries vaccinations against infectious diseases are offered at a price and payment has to be made.

Use a diagram to explain how a subsidy given to producers in the market for vaccinations will affect the market price and explain the impact of this subsidy upon the consumer surplus in this market. [8]","a
For knowledge and understanding of the meaning of consumer surplus (2 marks)             Up to 2 marksFor application using an accurately labelled diagram that shows the shift to the right of the supply curve (1 mark) and the fall in equilibrium price and rise in equilibrium quantity of vaccinations (1 mark). For the consumer surplus before the subsidy (1 mark) and the rise in consumer surplus after the subsidy (1 mark) For application that explains one other factor that determines the fall in price for e.g. the price elasticity of demand, the price elasticity of supply or the size of the subsidy (1 mark) that explains one other factor that determines the change in the consumer surplus for e.g. the price elasticity of demand, the price elasticity of supply or the size of the subsidy. (1 mark)                 Up to 6 marks

The imposition of a subsidy will shift the supply curve to the right reducing price and increasing quantity. The price will fall and the consumer surplus will increase. The impact on each will be determined by factors such as the price elasticity of demand and the price elasticity of supply vaccinations.

","AS-Level, [8] marks"
840,840,"Explain, with the aid of a diagram, the impact of a subsidy to domestic producers of a producton the export revenue from that product. [8]","a
Up to 2 marks for Knowledge and UnderstandingFor correct diagram:• Vertical axis correctly labelled: P/Price  Horizontal axis correctly labelled: Q/Quantity (1 mark)• Shift of the supply curve to the right and new equilibrium price and equilibrium quantity shown (1 mark)         2 marks maximumUp to 6 marks for Application• Explanation in relation to the impact of a subsidy to domestic producers of a product on the export revenue from that product.  (Up to 3 marks)• Explanation in relation to the effect of PED/PES on export revenue (Up to 3 marks)6 marks maximum
8
Both knowledge and understanding marks are for the diagramImpact of a subsidy in a market: • government payment of a subsidy to a firm will reduce the costs of production • this will encourage firms to supply more output at any given price • this will cause the supply curve to shift to the right • the equilibrium price in the market will be lower • the equilibrium quantity in the market will be higher • the effect on change in revenue will depend on PED/PES

","AS-Level, [8] marks"
842,842,Cross elasticity of demand for bread with respect to the price of rice is +1.4 while the cross elasticity of demand for bread with respect to the price of butter is –0.7.Explain why the cross elasticity of demand figures for bread differ. [8].,"a

Up to 2 marks for Knowledge and Understanding

What is meant by XED (1 mark)
The formula for XED (1 mark)

2 marks maximumUp to 6 marks for Application

Application to goods as substitutes/positive XED (1 mark)
Application to bread and rice as substitutes (1 mark)
Application to figure and strong relationship (1 mark)
Application to goods as complements/negative XED (1 mark)
Application to bread and butter as complements (1 mark)
Application to figure and weak relationship (1 mark)

6 marks maximum

8
Cross elasticity of demand: • the percentage/proportionate change in the quantity demanded of Good A divided by the percentage/proportionate change in the price of Good B

","AS-Level, [8] marks"
844,844,"Explain, with the help of examples, how imperfect information among consumers affects their consumption of merit goods and demerit goods. [8]","a

Up to 2 marks for Knowledge and Understanding

Knowledge and understanding of imperfect information in relation to a merit good and a demerit good, with the help of suitable examples (Up to 2 marks)

2 marks maximumUp to 6 marks for Application

Application of the idea of imperfect information to the underconsumption of a merit good (Up to 3 marks)
Application of the idea of imperfect information to the overconsumption of a demerit good (Up to 3 marks)

6 marks maximum

8
Merit good:• a particular type of private good• it is rival and excludable• it has intrinsic benefits for an individual• examples include education or health careDemerit good:• a particular type of private good• it is rival and excludable• it is potentially damaging for an individual• examples include alcohol or tobaccoImperfect information and a merit good:• problem of information failure• merit goods are likely to be under-consumed and under-produced• consumers do not fully appreciate the value of a merit goodImperfect information and a demerit good:• problem of information failure• demerit goods are likely to be over consumed and over-produced• consumers do not fully understand the potential dangers of a demerit good

","AS-Level, [8] marks"
846,846,"Using diagrams, explain what might cause a market to be in disequilibrium, and how market forces would lead to equilibrium being restored. [8]","a
For knowledge and understanding: using a diagram to show equilibrium in a market (1 mark) with a clear statement of what is meant by ‘equilibrium’ (1 mark) 2 marks For application: that shows disequilibrium in a market and why it might arise. A shift in the demand or supply curve (1 mark) with a cause of this shift (1 mark) and the disequilibrium in terms of an excess demand or excess supply (1 mark) and the new equilibrium price and quantity indicated (1 mark) And application that explains how the new equilibrium is restored by market forces (Up to 2 marks)
8
A market is in equilibrium when, given present circumstances, there is no tendency for change. In other words demand and supply are equal with an equilibrium price and quantity. The market clears at this point. Disequilibrium will occur when either the demand curve or supply curve shifts. Change will have to come about to restore equilibrium. Equilibrium is restored through price changes or changes in demand and/or supply in the market. Accept maximum or minimum prices as a cause of disequilibrium.

","AS-Level, [8] marks"
848,848,"China's terms of trade index fell from 102.1 in March 2018 to 99.7 in April 2018.

State how the terms of trade are measured, and explain three possible causes of the fall in China's terms of trade shown above. [8]","a
For knowledge and understanding that the terms of trade is a measure of the relationship between export prices and import prices (1 mark) and for an accurate formula that measures changes in the terms of trade index (1 mark)       (2 marks) For application explaining three possible causes of a fall in the terms of trade (Up to 2 marks for each cause explained)       (Up to 6 marks)
8
Possible causes of a fall in the terms of trade include a fall in the price of China's exports or a rise in the price of China's imports. Candidates need to identify a possible cause and then provide a brief explanation of what might cause this. For example: • a fall in the value of China's currency will lead to a rise in the price of imports (1 mark) the fall in the exchange rate could be caused by falling interest rates in China (1 mark) • a reduction in the costs of production in China's export industries would lead to a fall in the price of China's exports (1 mark) this reduction in costs could be caused by an increase in export subsidies (1 mark) • a higher rate of inflation in China's trading partners would lead to the relative price of China's exports falling (1 mark) this higher rate of inflation in other countries could be caused by excess government spending in those countries (1 mark)

","AS-Level, [8] marks"
