,Unnamed: 0,Question,Mark Scheme,Question Type
871,871,"....................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
Explain the implications of price elasticity of demand and income elasticity of demand for business decisions. Discuss which measure is likely to be more useful to a business. [12].","b

Up to 8 marks for Analysis

Analysis of the usefulness of price elasticity of demand to a business (Up to 4 marks)
Analysis of the usefulness of income elasticity of demand to a business (Up to 4 marks)

8 marks maximumUp to 4 marks for EvaluationFor exercising some judgement on the relative extent to which price elasticity of demand and income elasticity of demand can be of use to a businessReserve 1 mark for a conclusion4 marks maximum



Potential usefulness of PED:

it can be helpful in giving a business an indication of the extent to which a change in price may affect revenue
this will show that to increase revenue, the price of an elastic good should be reduced and the price of an inelastic good should be increased
however, to be able to make appropriate calculations, a businessman will need to take into account the availability of substitutes, the width of the definition of the product, the amount spent on the product and the time period under consideration

Potential usefulness of YED:

it can be helpful in giving a business an indication of the extent to which a change in income may affect revenue
however, to be able to make appropriate calculations, a businessman will need to take into account whether a good is a normal or an inferior good, the proportion of income that is spent on a particular good, the width of the definition of the product and the level of economic development of the particular economy




","AS-Level, [12] marks"
873,873,"Discuss why in most mixed economies, resources are mainly allocated using market forces and the price mechanism. [12]","b

Up to 8 marks for Analysis

Analysis of market forces/price mechanism element (Up to 4 marks)
Analysis of government intervention element (the use of the word‘mainly’ makes it clear that market forces/price mechanism is not the exclusive method of resource allocation) (Up to 4 marks)

8 marks maximumUp to 4 marks for EvaluationFor exercising some judgement on why in most mixed economies, resources are mainly, but not exclusively, allocated using market forces and the price mechanismReserve 1 mark for a conclusion4 marks maximum


Features of market forces:• existence of price mechanism• prices operate as signals to indicate consumer preferences• private sector ownership/decision-making with no or very little government interventionFeatures of government intervention:• existence of public sector• public goods and merit goods can be provided by the government


","AS-Level, [12] marks"
875,875,"....................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
In April 2018, the United States (US) government threatened to impose tariffs of 25% on a wide range of imports from China including steel, technological products, medicines and household goods such as washing machines. In turn, China threatened to retaliate with the same proposed tariff on imports from the US of soya beans, cars and chemicals.Discuss whether the US and China could both benefit from the imposition of tariffs on goods such as those identified. [12]","b

Up to 8 marks for Analysis

For an explanation of how each country might benefit from the imposition of tariffs (Up to 4 marks)
For an explanation of how each country might lose from the imposition of tariffs (Up to 4 marks)

Up to 4 marks for EvaluationWith 1 mark reserved for a clear final conclusion of whether both countriesmight benefit.

12


","AS-Level, [12] marks"
877,877,"....................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
Discuss whether a substantial rise in interest rates is the best way of correcting this increased rate of inflation. [12]","b

Up to 8 marks for Analysis

For an explanation of how a substantial rise in interest rates might reduce the rate of inflation in an economy with due reference to the advantages and disadvantages of this approach. (Up to 4 marks)
For an explanation of at least one other valid policy approach to solving the problem of inflation such as deflationary fiscal policy and/or supplyside policy. (Up to 4 marks)

Up to 4 marks for EvaluationWith 1 mark reserved for concluding whether or not a substantial rise in interest rates is most likely to succeed.

12


","AS-Level, [12] marks"
879,879,"Discuss whether, for a manufacturer of smartphones, knowledge of their product’s price elasticity of demand or its cross elasticity of demand with respect to other products is more useful. [12]","b
Up to 8 marks for Analysis• For an explanation of the possible usefulness of PED (Up to 4 marks)• For an explanation of the possible usefulness of XED (Up to 4 marks)Up to 4 marks for EvaluationAn evaluation of which is likely to be most useful.Reserve 1 mark for a conclusion
12


","AS-Level, [12] marks"
881,881,Consider the problem of the provision of merit goods in a market economy and assess whether direct provision of such goods is the most effective way to deal with this problem.[12],"b

Up to 8 marks for Analysis

For analysis explaining the underproduction and under-consumption of merit goods based upon information failure in a market economy (Up to 4 marks)
For analysis that compares direct provision of merit goods with at least one alternative means of provision, e.g. subsidisation of these goods or public education campaigns (Up to 4 marks)

Up to 4 marks for Evaluation

For evaluative comment and a reasoned conclusion on the most effective policy (4 marks)


12


","AS-Level, [12] marks"
883,883,Consider the short-term and long-term policies that could be adopted to deal with a water shortage in an economy and discuss whether these are likely to be successful. [12],"b

Up to 8 marks for Analysis

For analysis that considers any policy that might reduce the demand for water or increase the supply of water in the short-run (Up to 4 marks)
For analysis that considers any policy that might reduce the demand for water or increase the supply of water in the long-run (Up to 4 marks)

Up to 4 marks for Evaluation

For evaluative comment and a reasoned conclusion on the likely success of the policies considered (4 marks)


12


","AS-Level, [12] marks"
885,885,Discuss whether the transition of an economy from one that is centrally planned to one in which resources are allocated through the free market is likely to be of overall benefit to the citizens of that economy. [12],"b

Up to 8 marks for Analysis

For analysis of the way in which resources are allocated in a centrally planned economy with due reference to the problems of resource allocation that arise in such an economy. (Up to 4 marks)
For analysis of the way in which resources are allocated in a free market with due reference to the problems of resource allocation that arise in such an economy. (Up to 4 marks)

Up to 4 marks for Evaluation

For evaluative comment and a reasoned conclusion on the 'overall benefit' (4 marks)


12


","AS-Level, [12] marks"
891,891,"....................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
Discuss whether an appreciation of a country's foreign exchange rate is likely to cause both a rise in inflation and a decrease in employment in its economy. [12]","b
Up to 8 marks for Analysis• Analysis of the effect of an appreciation of a country's foreign exchange rate on the level of inflation in an economy (Up to 4 marks)• Analysis of the effect of an appreciation of a country's foreign exchange rate on the level of employment in an economy (Up to 4 marks)Up to 4 marks for EvaluationFor exercising some judgement on whether an appreciation of a country's foreign exchange rate is likely to cause both a rise in inflation and a decrease in employment in its economyReserve 1 mark for a conclusion
12


","AS-Level, [12] marks"
893,893,Discuss whether an indirect tax on foreign holidays is likely to be effective in reducing the number of holidays taken. [12],"b
Up to 8 marks for Analysis• Effectiveness of an indirect tax in reducing the number of holidays taken (Up to 4 marks)• Lack of effectiveness of an indirect tax in reducing the number of holidays taken (Up to 4 marks)Up to 4 marks for EvaluationFor exercising some judgement on whether an indirect tax on foreign holidays is likely to be effective in reducing the number of holidays takenReserve 1 mark for a conclusion
12


","AS-Level, [12] marks"
895,895,Discuss the view that the only goods a government should produce are public goods. [12],"b
Up to 8 marks for Analysis• Analysis of the production of public goods by a government, with the use of appropriate examples (Up to 4 marks)• Analysis of the production of other goods by a government, such as merit goods, with the use of appropriate examples (Up to 4 marks)Up to 4 marks for EvaluationFor exercising some judgement on whether the only goods that a government should produce are public goodsReserve 1 mark for a conclusion
12


","AS-Level, [12] marks"
903,903,"....................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
Discuss whether an appreciation of a country's foreign exchange rate is likely to cause both a rise in inflation and a decrease in employment in its economy. [12]","b
Up to 8 marks for Analysis• Analysis of the effect of an appreciation of a country's foreign exchange rate on the level of inflation in an economy (Up to 4 marks)• Analysis of the effect of an appreciation of a country's foreign exchange rate on the level of employment in an economy (Up to 4 marks)Up to 4 marks for EvaluationFor exercising some judgement on whether an appreciation of a country's foreign exchange rate is likely to cause both a rise in inflation and a decrease in employment in its economyReserve 1 mark for a conclusion
12


","AS-Level, [12] marks"
