,Question,Answer
1839,"Which statement is a positive statement? The distribution of income and wealth in most western European countries is unequal. The government ought to increase income tax on high earners. There should be more legal rights given to workers to protect their status in the workplace. Wages of those on low incomes should be increased.

A. 
The distribution of income and wealth in most western European countries is unequal.

B. 
The government ought to increase income tax on high earners.

C. 
There should be more legal rights given to workers to protect their status in the workplace.

D. 
Wages of those on low incomes should be increased.
",A
1840,"What distinguishes the very long run from the long run? the ability to change resource allocation the ability to change the state of technology the absence of government market intervention the existence of variable factors of production

A. 
the ability to change resource allocation

B. 
the ability to change the state of technology

C. 
the absence of government market intervention

D. 
the existence of variable factors of production
",B
1841,"An American family is choosing between four holiday destinations in Europe, each at the same price. The table shows the family's order of preference for these holiday destinations. If the family goes to Barcelona, what is the opportunity cost of this choice? Barcelona London and Venice Paris London, Paris and Venice

A. 
Barcelona

B. 
London and Venice

C. 
Paris

D. 
London, Paris and Venice
",C
1842,"Which example of consumer behaviour would create consumer surplus? when a consumer does not spend all of her income each month when a consumer pays less than they are willing to pay for a good when a consumer throws away vegetables because they bought too much when a good is purchased in order to resell it at a higher price

A. 
when a consumer does not spend all of her income each month

B. 
when a consumer pays less than they are willing to pay for a good

C. 
when a consumer throws away vegetables because they bought too much

D. 
when a good is purchased in order to resell it at a higher price
",B
1843,"The table shows a competitive market in equilibrium in two periods. What could explain the change from period 1 to period 2? an increase in the price of a complement an increase in the price of a substitute the imposition of a minimum price of 60 cents by a government the imposition of an indirect tax on suppliers

A. 
an increase in the price of a complement

B. 
an increase in the price of a substitute

C. 
the imposition of a minimum price of 60 cents by a government

D. 
the imposition of an indirect tax on suppliers
",B
1844,"The diagram shows the market for sugar which is initially in equilibrium at a price of OP.  A government then fixes a maximum price of OP1.What will happen as a result? a reduction in farmers' revenue equal to PRSP1 expenditure on sugar will be equal to PRMO farmers' revenue would be P1UNO producer surplus will be P1SP2

A. 
a reduction in farmers' revenue equal to PRSP1

B. 
expenditure on sugar will be equal to PRMO

C. 
farmers' revenue would be P1UNO

D. 
producer surplus will be P1SP2
",D
1845,"What could not cause a shift in an individual’s demand curve for good Z? a change in advertising expenditure on Z a change in the individual’s income a change in the individual’s tastes a change in the price of Z

A. 
a change in advertising expenditure on Z

B. 
a change in the individual’s income

C. 
a change in the individual’s tastes

D. 
a change in the price of Z
",D
1846,"Which statement is a positive statement? The distribution of income and wealth in most western European countries is unequal. The government ought to increase income tax on high earners. There should be more legal rights given to workers to protect their status in the workplace. Wages of those on low incomes should be increased.

A. 
The distribution of income and wealth in most western European countries is unequal.

B. 
The government ought to increase income tax on high earners.

C. 
There should be more legal rights given to workers to protect their status in the workplace.

D. 
Wages of those on low incomes should be increased.
",A
1847,"What distinguishes the very long run from the long run? the ability to change resource allocation the ability to change the state of technology the absence of government market intervention the existence of variable factors of production

A. 
the ability to change resource allocation

B. 
the ability to change the state of technology

C. 
the absence of government market intervention

D. 
the existence of variable factors of production
",B
1848,"An American family is choosing between four holiday destinations in Europe, each at the same price. The table shows the family's order of preference for these holiday destinations. If the family goes to Barcelona, what is the opportunity cost of this choice? Barcelona London and Venice Paris London, Paris and Venice

A. 
Barcelona

B. 
London and Venice

C. 
Paris

D. 
London, Paris and Venice
",C
1849,"Which example of consumer behaviour would create consumer surplus? when a consumer does not spend all of her income each month when a consumer pays less than they are willing to pay for a good when a consumer throws away vegetables because they bought too much when a good is purchased in order to resell it at a higher price

A. 
when a consumer does not spend all of her income each month

B. 
when a consumer pays less than they are willing to pay for a good

C. 
when a consumer throws away vegetables because they bought too much

D. 
when a good is purchased in order to resell it at a higher price
",B
1850,"The table shows a competitive market in equilibrium in two periods. What could explain the change from period 1 to period 2? an increase in the price of a complement an increase in the price of a substitute the imposition of a minimum price of 60 cents by a government the imposition of an indirect tax on suppliers

A. 
an increase in the price of a complement

B. 
an increase in the price of a substitute

C. 
the imposition of a minimum price of 60 cents by a government

D. 
the imposition of an indirect tax on suppliers
",B
1851,"The diagram shows the market for sugar which is initially in equilibrium at a price of OP.  A government then fixes a maximum price of OP1.What will happen as a result? a reduction in farmers' revenue equal to PRSP1 expenditure on sugar will be equal to PRMO farmers' revenue would be P1UNO producer surplus will be P1SP2

A. 
a reduction in farmers' revenue equal to PRSP1

B. 
expenditure on sugar will be equal to PRMO

C. 
farmers' revenue would be P1UNO

D. 
producer surplus will be P1SP2
",D
1852,"What could not cause a shift in an individual’s demand curve for good Z? a change in advertising expenditure on Z a change in the individual’s income a change in the individual’s tastes a change in the price of Z

A. 
a change in advertising expenditure on Z

B. 
a change in the individual’s income

C. 
a change in the individual’s tastes

D. 
a change in the price of Z
",D
1853,"Which statement is a positive statement? The distribution of income and wealth in most western European countries is unequal. The government ought to increase income tax on high earners. There should be more legal rights given to workers to protect their status in the workplace. Wages of those on low incomes should be increased.

A. 
The distribution of income and wealth in most western European countries is unequal.

B. 
The government ought to increase income tax on high earners.

C. 
There should be more legal rights given to workers to protect their status in the workplace.

D. 
Wages of those on low incomes should be increased.
",A
1854,"What distinguishes the very long run from the long run? the ability to change resource allocation the ability to change the state of technology the absence of government market intervention the existence of variable factors of production

A. 
the ability to change resource allocation

B. 
the ability to change the state of technology

C. 
the absence of government market intervention

D. 
the existence of variable factors of production
",B
1855,"An American family is choosing between four holiday destinations in Europe, each at the same price. The table shows the family's order of preference for these holiday destinations. If the family goes to Barcelona, what is the opportunity cost of this choice? Barcelona London and Venice Paris London, Paris and Venice

A. 
Barcelona

B. 
London and Venice

C. 
Paris

D. 
London, Paris and Venice
",C
1856,"Which example of consumer behaviour would create consumer surplus? when a consumer does not spend all of her income each month when a consumer pays less than they are willing to pay for a good when a consumer throws away vegetables because they bought too much when a good is purchased in order to resell it at a higher price

A. 
when a consumer does not spend all of her income each month

B. 
when a consumer pays less than they are willing to pay for a good

C. 
when a consumer throws away vegetables because they bought too much

D. 
when a good is purchased in order to resell it at a higher price
",B
1857,"The table shows a competitive market in equilibrium in two periods. What could explain the change from period 1 to period 2? an increase in the price of a complement an increase in the price of a substitute the imposition of a minimum price of 60 cents by a government the imposition of an indirect tax on suppliers

A. 
an increase in the price of a complement

B. 
an increase in the price of a substitute

C. 
the imposition of a minimum price of 60 cents by a government

D. 
the imposition of an indirect tax on suppliers
",B
1858,"The diagram shows the market for sugar which is initially in equilibrium at a price of OP.  A government then fixes a maximum price of OP1.What will happen as a result? a reduction in farmers' revenue equal to PRSP1 expenditure on sugar will be equal to PRMO farmers' revenue would be P1UNO producer surplus will be P1SP2

A. 
a reduction in farmers' revenue equal to PRSP1

B. 
expenditure on sugar will be equal to PRMO

C. 
farmers' revenue would be P1UNO

D. 
producer surplus will be P1SP2
",D
1859,"What could not cause a shift in an individual’s demand curve for good Z? a change in advertising expenditure on Z a change in the individual’s income a change in the individual’s tastes a change in the price of Z

A. 
a change in advertising expenditure on Z

B. 
a change in the individual’s income

C. 
a change in the individual’s tastes

D. 
a change in the price of Z
",D
1860,"Which statement is a positive statement? The distribution of income and wealth in most western European countries is unequal. The government ought to increase income tax on high earners. There should be more legal rights given to workers to protect their status in the workplace. Wages of those on low incomes should be increased.

A. 
The distribution of income and wealth in most western European countries is unequal.

B. 
The government ought to increase income tax on high earners.

C. 
There should be more legal rights given to workers to protect their status in the workplace.

D. 
Wages of those on low incomes should be increased.
",A
1861,"What distinguishes the very long run from the long run? the ability to change resource allocation the ability to change the state of technology the absence of government market intervention the existence of variable factors of production

A. 
the ability to change resource allocation

B. 
the ability to change the state of technology

C. 
the absence of government market intervention

D. 
the existence of variable factors of production
",B
1862,"An American family is choosing between four holiday destinations in Europe, each at the same price. The table shows the family's order of preference for these holiday destinations. If the family goes to Barcelona, what is the opportunity cost of this choice? Barcelona London and Venice Paris London, Paris and Venice

A. 
Barcelona

B. 
London and Venice

C. 
Paris

D. 
London, Paris and Venice
",C
1863,"Which example of consumer behaviour would create consumer surplus? when a consumer does not spend all of her income each month when a consumer pays less than they are willing to pay for a good when a consumer throws away vegetables because they bought too much when a good is purchased in order to resell it at a higher price

A. 
when a consumer does not spend all of her income each month

B. 
when a consumer pays less than they are willing to pay for a good

C. 
when a consumer throws away vegetables because they bought too much

D. 
when a good is purchased in order to resell it at a higher price
",B
1864,"The table shows a competitive market in equilibrium in two periods. What could explain the change from period 1 to period 2? an increase in the price of a complement an increase in the price of a substitute the imposition of a minimum price of 60 cents by a government the imposition of an indirect tax on suppliers

A. 
an increase in the price of a complement

B. 
an increase in the price of a substitute

C. 
the imposition of a minimum price of 60 cents by a government

D. 
the imposition of an indirect tax on suppliers
",B
1865,"The diagram shows the market for sugar which is initially in equilibrium at a price of OP.  A government then fixes a maximum price of OP1.What will happen as a result? a reduction in farmers' revenue equal to PRSP1 expenditure on sugar will be equal to PRMO farmers' revenue would be P1UNO producer surplus will be P1SP2

A. 
a reduction in farmers' revenue equal to PRSP1

B. 
expenditure on sugar will be equal to PRMO

C. 
farmers' revenue would be P1UNO

D. 
producer surplus will be P1SP2
",D
1866,"What could not cause a shift in an individual’s demand curve for good Z? a change in advertising expenditure on Z a change in the individual’s income a change in the individual’s tastes a change in the price of Z

A. 
a change in advertising expenditure on Z

B. 
a change in the individual’s income

C. 
a change in the individual’s tastes

D. 
a change in the price of Z
",D
1867,"Which statement is a positive statement? The distribution of income and wealth in most western European countries is unequal. The government ought to increase income tax on high earners. There should be more legal rights given to workers to protect their status in the workplace. Wages of those on low incomes should be increased.

A. 
The distribution of income and wealth in most western European countries is unequal.

B. 
The government ought to increase income tax on high earners.

C. 
There should be more legal rights given to workers to protect their status in the workplace.

D. 
Wages of those on low incomes should be increased.
",A
1868,"What distinguishes the very long run from the long run? the ability to change resource allocation the ability to change the state of technology the absence of government market intervention the existence of variable factors of production

A. 
the ability to change resource allocation

B. 
the ability to change the state of technology

C. 
the absence of government market intervention

D. 
the existence of variable factors of production
",B
1869,"An American family is choosing between four holiday destinations in Europe, each at the same price. The table shows the family's order of preference for these holiday destinations. If the family goes to Barcelona, what is the opportunity cost of this choice? Barcelona London and Venice Paris London, Paris and Venice

A. 
Barcelona

B. 
London and Venice

C. 
Paris

D. 
London, Paris and Venice
",C
1870,"Which example of consumer behaviour would create consumer surplus? when a consumer does not spend all of her income each month when a consumer pays less than they are willing to pay for a good when a consumer throws away vegetables because they bought too much when a good is purchased in order to resell it at a higher price

A. 
when a consumer does not spend all of her income each month

B. 
when a consumer pays less than they are willing to pay for a good

C. 
when a consumer throws away vegetables because they bought too much

D. 
when a good is purchased in order to resell it at a higher price
",B
1871,"The table shows a competitive market in equilibrium in two periods. What could explain the change from period 1 to period 2? an increase in the price of a complement an increase in the price of a substitute the imposition of a minimum price of 60 cents by a government the imposition of an indirect tax on suppliers

A. 
an increase in the price of a complement

B. 
an increase in the price of a substitute

C. 
the imposition of a minimum price of 60 cents by a government

D. 
the imposition of an indirect tax on suppliers
",B
1872,"The diagram shows the market for sugar which is initially in equilibrium at a price of OP.  A government then fixes a maximum price of OP1.What will happen as a result? a reduction in farmers' revenue equal to PRSP1 expenditure on sugar will be equal to PRMO farmers' revenue would be P1UNO producer surplus will be P1SP2

A. 
a reduction in farmers' revenue equal to PRSP1

B. 
expenditure on sugar will be equal to PRMO

C. 
farmers' revenue would be P1UNO

D. 
producer surplus will be P1SP2
",D
1873,"What could not cause a shift in an individual’s demand curve for good Z? a change in advertising expenditure on Z a change in the individual’s income a change in the individual’s tastes a change in the price of Z

A. 
a change in advertising expenditure on Z

B. 
a change in the individual’s income

C. 
a change in the individual’s tastes

D. 
a change in the price of Z
",D
1874,"Which statement is a positive statement? The distribution of income and wealth in most western European countries is unequal. The government ought to increase income tax on high earners. There should be more legal rights given to workers to protect their status in the workplace. Wages of those on low incomes should be increased.

A. 
The distribution of income and wealth in most western European countries is unequal.

B. 
The government ought to increase income tax on high earners.

C. 
There should be more legal rights given to workers to protect their status in the workplace.

D. 
Wages of those on low incomes should be increased.
",A
1875,"What distinguishes the very long run from the long run? the ability to change resource allocation the ability to change the state of technology the absence of government market intervention the existence of variable factors of production

A. 
the ability to change resource allocation

B. 
the ability to change the state of technology

C. 
the absence of government market intervention

D. 
the existence of variable factors of production
",B
1876,"An American family is choosing between four holiday destinations in Europe, each at the same price. The table shows the family's order of preference for these holiday destinations. If the family goes to Barcelona, what is the opportunity cost of this choice? Barcelona London and Venice Paris London, Paris and Venice

A. 
Barcelona

B. 
London and Venice

C. 
Paris

D. 
London, Paris and Venice
",C
1877,"The price of a good traded internationally increases. Who would be disadvantaged the most?

A. high income countries that pursue a policy of self sufficiency
B. high income countries with a balance of payments surplus that export the good
C. low income countries dependent on importing the good
D. low income countries with alternative suppliers of the good  ",C
1878,"A representative basket of goods costs $2500 in the United States. The same basket of goods costs £2000 in the UK. What can be deduced from this?

A. The £ sterling is 25% overvalued.
B. The £ sterling is 20% undervalued.
C. The purchasing power parity exchange rate of the £ sterling is $0.80 to the £.
D. The purchasing power parity exchange rate of the £ sterling is $1.25 to the £. ",D
1879,"A government decides to reduce the quota on imported cars from 2000 to 1000 per year. What is likely to happen?

A. The balance of trade may improve.
B. The demand for the good will increase.
C. The good will become cheaper.
D. The government’s revenue will decline.  ",A
1880,"Before 1999 the Brazilian government did not have a desired target rate of inflation. From 1999 it set target rates within an upper and lower boundary. The diagram shows the rate of inflation between 1994 and 2003 and the target rate between 1999 and 2003.   What can be concluded from the diagram?

A. The Brazilian government achieved its target in each year from 1999 to 2003.
B. The inflation target was continuously reduced.
C. The lowest level of inflation was achieved when an inflation target was used.
D. The inflation rate was more stable after inflation targets were introduced. ",D
1881,"A country experienced a significant fall in unemployment but its inflation rate remained low. What could explain this?

A. Global competition prevented firms passing on higher costs.
B. Increased spending on imports had lowered the exchange rate.
C. There was a low level of spare capacity in the economy.
D. Wage rates had increased by more than labour productivity. ",A
1882,"The table gives unemployment rates (%) for four countries in 1993 and 2002.  What can be deduced from the table?

A. France had the lowest rate of employment in both years.
B. Italy had the most employed people in 2002.
C. Japan more than doubled its labour productivity between 1993 and 2002.
D. The UK created the most jobs between 1993 and 2002. ",A
1883,"A firm borrows money from a bank based abroad in order to pay a lower rate of interest than that available from banks in its own country. Which two parts of the balance of payments accounts will be affected by this transaction?

A. capital account and currency reserves
B. capital account and trade in services
C. financial account and net income flows
D. financial account and net current transfers ",C
1884,"The diagram shows that the imposition of a tariff raises price from $10 to $14.   What is the value of tax revenue raised?

A. $80 million
B. $160 million
C. $320 million
D. $400 million ",B
1885,"The diagram shows the production possibility curves for two countries, X and Y. A decrease in productivity moves country X’s production possibility curve from X1 to X2.   Which statement is correct?

A. After the change X would export raw materials and import manufactured goods.
B. After the change there is no economic basis for trade.
C. Before the change Y had an absolute advantage in the production of raw materials.
D. Before the change X had a comparative advantage in both products. ",A
1886,"The price of a good traded internationally increases. Who would be disadvantaged the most?

A. high income countries that pursue a policy of self sufficiency
B. high income countries with a balance of payments surplus that export the good
C. low income countries dependent on importing the good
D. low income countries with alternative suppliers of the good  ",C
1887,"A representative basket of goods costs $2500 in the United States. The same basket of goods costs £2000 in the UK. What can be deduced from this?

A. The £ sterling is 25% overvalued.
B. The £ sterling is 20% undervalued.
C. The purchasing power parity exchange rate of the £ sterling is $0.80 to the £.
D. The purchasing power parity exchange rate of the £ sterling is $1.25 to the £. ",D
1888,"A government decides to reduce the quota on imported cars from 2000 to 1000 per year. What is likely to happen?

A. The balance of trade may improve.
B. The demand for the good will increase.
C. The good will become cheaper.
D. The government’s revenue will decline.  ",A
1889,"Before 1999 the Brazilian government did not have a desired target rate of inflation. From 1999 it set target rates within an upper and lower boundary. The diagram shows the rate of inflation between 1994 and 2003 and the target rate between 1999 and 2003.   What can be concluded from the diagram?

A. The Brazilian government achieved its target in each year from 1999 to 2003.
B. The inflation target was continuously reduced.
C. The lowest level of inflation was achieved when an inflation target was used.
D. The inflation rate was more stable after inflation targets were introduced. ",D
1890,"A country experienced a significant fall in unemployment but its inflation rate remained low. What could explain this?

A. Global competition prevented firms passing on higher costs.
B. Increased spending on imports had lowered the exchange rate.
C. There was a low level of spare capacity in the economy.
D. Wage rates had increased by more than labour productivity. ",A
1891,"The table gives unemployment rates (%) for four countries in 1993 and 2002.  What can be deduced from the table?

A. France had the lowest rate of employment in both years.
B. Italy had the most employed people in 2002.
C. Japan more than doubled its labour productivity between 1993 and 2002.
D. The UK created the most jobs between 1993 and 2002. ",A
1892,"A firm borrows money from a bank based abroad in order to pay a lower rate of interest than that available from banks in its own country. Which two parts of the balance of payments accounts will be affected by this transaction?

A. capital account and currency reserves
B. capital account and trade in services
C. financial account and net income flows
D. financial account and net current transfers ",C
1893,"The diagram shows that the imposition of a tariff raises price from $10 to $14.   What is the value of tax revenue raised?

A. $80 million
B. $160 million
C. $320 million
D. $400 million ",B
1894,"The diagram shows the production possibility curves for two countries, X and Y. A decrease in productivity moves country X’s production possibility curve from X1 to X2.   Which statement is correct?

A. After the change X would export raw materials and import manufactured goods.
B. After the change there is no economic basis for trade.
C. Before the change Y had an absolute advantage in the production of raw materials.
D. Before the change X had a comparative advantage in both products. ",A
1895,"The price of a good traded internationally increases. Who would be disadvantaged the most?

A. high income countries that pursue a policy of self sufficiency
B. high income countries with a balance of payments surplus that export the good
C. low income countries dependent on importing the good
D. low income countries with alternative suppliers of the good  ",C
1896,"A representative basket of goods costs $2500 in the United States. The same basket of goods costs £2000 in the UK. What can be deduced from this?

A. The £ sterling is 25% overvalued.
B. The £ sterling is 20% undervalued.
C. The purchasing power parity exchange rate of the £ sterling is $0.80 to the £.
D. The purchasing power parity exchange rate of the £ sterling is $1.25 to the £. ",D
1897,"A government decides to reduce the quota on imported cars from 2000 to 1000 per year. What is likely to happen?

A. The balance of trade may improve.
B. The demand for the good will increase.
C. The good will become cheaper.
D. The government’s revenue will decline.  ",A
1898,"Before 1999 the Brazilian government did not have a desired target rate of inflation. From 1999 it set target rates within an upper and lower boundary. The diagram shows the rate of inflation between 1994 and 2003 and the target rate between 1999 and 2003.   What can be concluded from the diagram?

A. The Brazilian government achieved its target in each year from 1999 to 2003.
B. The inflation target was continuously reduced.
C. The lowest level of inflation was achieved when an inflation target was used.
D. The inflation rate was more stable after inflation targets were introduced. ",D
1899,"A country experienced a significant fall in unemployment but its inflation rate remained low. What could explain this?

A. Global competition prevented firms passing on higher costs.
B. Increased spending on imports had lowered the exchange rate.
C. There was a low level of spare capacity in the economy.
D. Wage rates had increased by more than labour productivity. ",A
1900,"The table gives unemployment rates (%) for four countries in 1993 and 2002.  What can be deduced from the table?

A. France had the lowest rate of employment in both years.
B. Italy had the most employed people in 2002.
C. Japan more than doubled its labour productivity between 1993 and 2002.
D. The UK created the most jobs between 1993 and 2002. ",A
1901,"A firm borrows money from a bank based abroad in order to pay a lower rate of interest than that available from banks in its own country. Which two parts of the balance of payments accounts will be affected by this transaction?

A. capital account and currency reserves
B. capital account and trade in services
C. financial account and net income flows
D. financial account and net current transfers ",C
1902,"The diagram shows that the imposition of a tariff raises price from $10 to $14.   What is the value of tax revenue raised?

A. $80 million
B. $160 million
C. $320 million
D. $400 million ",B
1903,"The diagram shows the production possibility curves for two countries, X and Y. A decrease in productivity moves country X’s production possibility curve from X1 to X2.   Which statement is correct?

A. After the change X would export raw materials and import manufactured goods.
B. After the change there is no economic basis for trade.
C. Before the change Y had an absolute advantage in the production of raw materials.
D. Before the change X had a comparative advantage in both products. ",A
1904,"The price of a good traded internationally increases. Who would be disadvantaged the most?

A. high income countries that pursue a policy of self sufficiency
B. high income countries with a balance of payments surplus that export the good
C. low income countries dependent on importing the good
D. low income countries with alternative suppliers of the good  ",C
1905,"A representative basket of goods costs $2500 in the United States. The same basket of goods costs £2000 in the UK. What can be deduced from this?

A. The £ sterling is 25% overvalued.
B. The £ sterling is 20% undervalued.
C. The purchasing power parity exchange rate of the £ sterling is $0.80 to the £.
D. The purchasing power parity exchange rate of the £ sterling is $1.25 to the £. ",D
1906,"A government decides to reduce the quota on imported cars from 2000 to 1000 per year. What is likely to happen?

A. The balance of trade may improve.
B. The demand for the good will increase.
C. The good will become cheaper.
D. The government’s revenue will decline.  ",A
1907,"Before 1999 the Brazilian government did not have a desired target rate of inflation. From 1999 it set target rates within an upper and lower boundary. The diagram shows the rate of inflation between 1994 and 2003 and the target rate between 1999 and 2003.   What can be concluded from the diagram?

A. The Brazilian government achieved its target in each year from 1999 to 2003.
B. The inflation target was continuously reduced.
C. The lowest level of inflation was achieved when an inflation target was used.
D. The inflation rate was more stable after inflation targets were introduced. ",D
1908,"A country experienced a significant fall in unemployment but its inflation rate remained low. What could explain this?

A. Global competition prevented firms passing on higher costs.
B. Increased spending on imports had lowered the exchange rate.
C. There was a low level of spare capacity in the economy.
D. Wage rates had increased by more than labour productivity. ",A
1909,"The table gives unemployment rates (%) for four countries in 1993 and 2002.  What can be deduced from the table?

A. France had the lowest rate of employment in both years.
B. Italy had the most employed people in 2002.
C. Japan more than doubled its labour productivity between 1993 and 2002.
D. The UK created the most jobs between 1993 and 2002. ",A
1910,"A firm borrows money from a bank based abroad in order to pay a lower rate of interest than that available from banks in its own country. Which two parts of the balance of payments accounts will be affected by this transaction?

A. capital account and currency reserves
B. capital account and trade in services
C. financial account and net income flows
D. financial account and net current transfers ",C
1911,"The diagram shows that the imposition of a tariff raises price from $10 to $14.   What is the value of tax revenue raised?

A. $80 million
B. $160 million
C. $320 million
D. $400 million ",B
1912,"The diagram shows the production possibility curves for two countries, X and Y. A decrease in productivity moves country X’s production possibility curve from X1 to X2.   Which statement is correct?

A. After the change X would export raw materials and import manufactured goods.
B. After the change there is no economic basis for trade.
C. Before the change Y had an absolute advantage in the production of raw materials.
D. Before the change X had a comparative advantage in both products. ",A
1913,"The price of a good traded internationally increases. Who would be disadvantaged the most?

A. high income countries that pursue a policy of self sufficiency
B. high income countries with a balance of payments surplus that export the good
C. low income countries dependent on importing the good
D. low income countries with alternative suppliers of the good  ",C
1914,"A representative basket of goods costs $2500 in the United States. The same basket of goods costs £2000 in the UK. What can be deduced from this?

A. The £ sterling is 25% overvalued.
B. The £ sterling is 20% undervalued.
C. The purchasing power parity exchange rate of the £ sterling is $0.80 to the £.
D. The purchasing power parity exchange rate of the £ sterling is $1.25 to the £. ",D
1915,"A government decides to reduce the quota on imported cars from 2000 to 1000 per year. What is likely to happen?

A. The balance of trade may improve.
B. The demand for the good will increase.
C. The good will become cheaper.
D. The government’s revenue will decline.  ",A
1916,"Before 1999 the Brazilian government did not have a desired target rate of inflation. From 1999 it set target rates within an upper and lower boundary. The diagram shows the rate of inflation between 1994 and 2003 and the target rate between 1999 and 2003.   What can be concluded from the diagram?

A. The Brazilian government achieved its target in each year from 1999 to 2003.
B. The inflation target was continuously reduced.
C. The lowest level of inflation was achieved when an inflation target was used.
D. The inflation rate was more stable after inflation targets were introduced. ",D
1917,"A country experienced a significant fall in unemployment but its inflation rate remained low. What could explain this?

A. Global competition prevented firms passing on higher costs.
B. Increased spending on imports had lowered the exchange rate.
C. There was a low level of spare capacity in the economy.
D. Wage rates had increased by more than labour productivity. ",A
1918,"The table gives unemployment rates (%) for four countries in 1993 and 2002.  What can be deduced from the table?

A. France had the lowest rate of employment in both years.
B. Italy had the most employed people in 2002.
C. Japan more than doubled its labour productivity between 1993 and 2002.
D. The UK created the most jobs between 1993 and 2002. ",A
1919,"A firm borrows money from a bank based abroad in order to pay a lower rate of interest than that available from banks in its own country. Which two parts of the balance of payments accounts will be affected by this transaction?

A. capital account and currency reserves
B. capital account and trade in services
C. financial account and net income flows
D. financial account and net current transfers ",C
1920,"The diagram shows that the imposition of a tariff raises price from $10 to $14.   What is the value of tax revenue raised?

A. $80 million
B. $160 million
C. $320 million
D. $400 million ",B
1921,"The diagram shows the production possibility curves for two countries, X and Y. A decrease in productivity moves country X’s production possibility curve from X1 to X2.   Which statement is correct?

A. After the change X would export raw materials and import manufactured goods.
B. After the change there is no economic basis for trade.
C. Before the change Y had an absolute advantage in the production of raw materials.
D. Before the change X had a comparative advantage in both products. ",A
1922,"The price of a good traded internationally increases. Who would be disadvantaged the most?

A. high income countries that pursue a policy of self sufficiency
B. high income countries with a balance of payments surplus that export the good
C. low income countries dependent on importing the good
D. low income countries with alternative suppliers of the good  ",C
1923,"A representative basket of goods costs $2500 in the United States. The same basket of goods costs £2000 in the UK. What can be deduced from this?

A. The £ sterling is 25% overvalued.
B. The £ sterling is 20% undervalued.
C. The purchasing power parity exchange rate of the £ sterling is $0.80 to the £.
D. The purchasing power parity exchange rate of the £ sterling is $1.25 to the £. ",D
1924,"A government decides to reduce the quota on imported cars from 2000 to 1000 per year. What is likely to happen?

A. The balance of trade may improve.
B. The demand for the good will increase.
C. The good will become cheaper.
D. The government’s revenue will decline.  ",A
1925,"Before 1999 the Brazilian government did not have a desired target rate of inflation. From 1999 it set target rates within an upper and lower boundary. The diagram shows the rate of inflation between 1994 and 2003 and the target rate between 1999 and 2003.   What can be concluded from the diagram?

A. The Brazilian government achieved its target in each year from 1999 to 2003.
B. The inflation target was continuously reduced.
C. The lowest level of inflation was achieved when an inflation target was used.
D. The inflation rate was more stable after inflation targets were introduced. ",D
1926,"A country experienced a significant fall in unemployment but its inflation rate remained low. What could explain this?

A. Global competition prevented firms passing on higher costs.
B. Increased spending on imports had lowered the exchange rate.
C. There was a low level of spare capacity in the economy.
D. Wage rates had increased by more than labour productivity. ",A
1927,"The table gives unemployment rates (%) for four countries in 1993 and 2002.  What can be deduced from the table?

A. France had the lowest rate of employment in both years.
B. Italy had the most employed people in 2002.
C. Japan more than doubled its labour productivity between 1993 and 2002.
D. The UK created the most jobs between 1993 and 2002. ",A
1928,"A firm borrows money from a bank based abroad in order to pay a lower rate of interest than that available from banks in its own country. Which two parts of the balance of payments accounts will be affected by this transaction?

A. capital account and currency reserves
B. capital account and trade in services
C. financial account and net income flows
D. financial account and net current transfers ",C
1929,"The diagram shows that the imposition of a tariff raises price from $10 to $14.   What is the value of tax revenue raised?

A. $80 million
B. $160 million
C. $320 million
D. $400 million ",B
1930,"The diagram shows the production possibility curves for two countries, X and Y. A decrease in productivity moves country X’s production possibility curve from X1 to X2.   Which statement is correct?

A. After the change X would export raw materials and import manufactured goods.
B. After the change there is no economic basis for trade.
C. Before the change Y had an absolute advantage in the production of raw materials.
D. Before the change X had a comparative advantage in both products. ",A
1931,"The price of a good traded internationally increases. Who would be disadvantaged the most?

A. high income countries that pursue a policy of self sufficiency
B. high income countries with a balance of payments surplus that export the good
C. low income countries dependent on importing the good
D. low income countries with alternative suppliers of the good  ",C
1932,"A representative basket of goods costs $2500 in the United States. The same basket of goods costs £2000 in the UK. What can be deduced from this?

A. The £ sterling is 25% overvalued.
B. The £ sterling is 20% undervalued.
C. The purchasing power parity exchange rate of the £ sterling is $0.80 to the £.
D. The purchasing power parity exchange rate of the £ sterling is $1.25 to the £. ",D
1933,"A government decides to reduce the quota on imported cars from 2000 to 1000 per year. What is likely to happen?

A. The balance of trade may improve.
B. The demand for the good will increase.
C. The good will become cheaper.
D. The government’s revenue will decline.  ",A
1934,"Before 1999 the Brazilian government did not have a desired target rate of inflation. From 1999 it set target rates within an upper and lower boundary. The diagram shows the rate of inflation between 1994 and 2003 and the target rate between 1999 and 2003.   What can be concluded from the diagram?

A. The Brazilian government achieved its target in each year from 1999 to 2003.
B. The inflation target was continuously reduced.
C. The lowest level of inflation was achieved when an inflation target was used.
D. The inflation rate was more stable after inflation targets were introduced. ",D
1935,"A country experienced a significant fall in unemployment but its inflation rate remained low. What could explain this?

A. Global competition prevented firms passing on higher costs.
B. Increased spending on imports had lowered the exchange rate.
C. There was a low level of spare capacity in the economy.
D. Wage rates had increased by more than labour productivity. ",A
